Start - HH:MM:SS:NANOSECONDS,End - HH:MM:SS:NANOSECONDS,Difference in NANOSECONDS
00:05:32:604610846,00:05:32:604755299,144453
00:05:32:604755519,00:05:32:604909603,154084
00:05:32:604909891,00:05:32:605052645,142754
00:05:32:605052845,00:05:32:605195945,143100
00:05:32:605196092,00:05:32:605339419,143327
00:05:32:605339626,00:05:32:605494536,154910
00:05:32:605494690,00:05:32:605638783,144093
00:05:32:605638948,00:05:32:605793751,154803
00:05:32:605793905,00:05:32:605937147,143242
00:05:32:605937314,00:05:32:606080285,142971
00:05:32:606080469,00:05:32:606235523,155054
00:05:32:606235667,00:05:32:606377902,142235
00:05:32:606378048,00:05:32:606521851,143803
00:05:32:606521999,00:05:32:606665010,143011
00:05:32:606665170,00:05:32:606807514,142344
00:05:32:606807680,00:05:32:606950484,142804
00:05:32:606950643,00:05:32:607093836,143193
00:05:32:607093992,00:05:32:607236356,142364
00:05:32:607236511,00:05:32:607379553,143042
00:05:32:607379705,00:05:32:607522492,142787
00:05:32:607522642,00:05:32:607666681,144039
00:05:32:607666840,00:05:32:607808355,141515
00:05:32:607808509,00:05:32:607951474,142965
00:05:32:607951632,00:05:32:608094400,142768
00:05:32:608094560,00:05:32:608237691,143131
00:05:32:608237857,00:05:32:608380382,142525
00:05:32:608380538,00:05:32:608523366,142828
00:05:32:608523513,00:05:32:608666678,143165
00:05:32:608666836,00:05:32:608822743,155907
00:05:32:608822896,00:05:32:608965385,142489
00:05:32:608965531,00:05:32:609108390,142859
00:05:32:609108550,00:05:32:609251445,142895
00:05:32:609251604,00:05:32:609394622,143018
00:05:32:609394770,00:05:32:609537270,142500
00:05:32:609537422,00:05:32:609680487,143065
00:05:32:609680642,00:05:32:609823803,143161
00:05:32:609823972,00:05:32:609966666,142694
00:05:32:609966817,00:05:32:610122433,155616
00:05:32:610122600,00:05:32:610265786,143186
00:05:32:610265945,00:05:32:610408346,142401
00:05:32:610408494,00:05:32:610551721,143227
00:05:32:610551872,00:05:32:610694508,142636
00:05:32:610694681,00:05:32:610837769,143088
00:05:32:610837936,00:05:32:610980363,142427
00:05:32:610980513,00:05:32:611123611,143098
00:05:32:611123762,00:05:32:611266425,142663
00:05:32:611266571,00:05:32:611409429,142858
00:05:32:611409580,00:05:32:611552343,142763
00:05:32:611552495,00:05:32:611696121,143626
00:05:32:611696283,00:05:32:611838549,142266
00:05:32:611838705,00:05:32:611981189,142484
00:05:32:611981417,00:05:32:612124952,143535
00:05:32:612125243,00:05:32:612282870,157627
00:05:32:612283047,00:05:32:612436362,153315
00:05:32:612436526,00:05:32:612579219,142693
00:05:32:612579379,00:05:32:612722078,142699
00:05:32:612722242,00:05:32:612866100,143858
00:05:32:612866249,00:05:32:613021797,155548
00:05:32:613021965,00:05:32:613164765,142800
00:05:32:613164915,00:05:32:613307925,143010
00:05:32:613308075,00:05:32:613450637,142562
00:05:32:613450787,00:05:32:613593273,142486
00:05:32:613593431,00:05:32:613736329,142898
00:05:32:613736484,00:05:32:613879435,142951
00:05:32:613879590,00:05:32:614022866,143276
00:05:32:614023012,00:05:32:614165091,142079
00:05:32:614165235,00:05:32:614308260,143025
00:05:32:614308404,00:05:32:614453102,144698
00:05:32:614453467,00:05:32:614607974,154507
00:05:32:614608138,00:05:32:614750907,142769
00:05:32:614751075,00:05:32:614893660,142585
00:05:32:614893831,00:05:32:615037028,143197
00:05:32:615037197,00:05:32:615179719,142522
00:05:32:615179867,00:05:32:615322185,142318
00:05:32:615322337,00:05:32:615465437,143100
00:05:32:615465588,00:05:32:615608342,142754
00:05:32:615608495,00:05:32:615752167,143672
00:05:32:615752335,00:05:32:615894160,141825
00:05:32:615894316,00:05:32:616050338,156022
00:05:32:616050488,00:05:32:616219363,168875
00:05:32:616219514,00:05:32:616375378,155864
00:05:32:616375526,00:05:32:616531192,155666
00:05:32:616531341,00:05:32:616687930,156589
00:05:32:616688097,00:05:32:616830253,142156
00:05:32:616830410,00:05:32:616973908,143498
00:05:32:616974065,00:05:32:617116875,142810
00:05:32:617117031,00:05:32:617272582,155551
00:05:32:617272746,00:05:32:617428543,155797
00:05:32:617428700,00:05:32:617584757,156057
00:05:32:617584920,00:05:32:617740306,155386
00:05:32:617740465,00:05:32:617896144,155679
00:05:32:617896295,00:05:32:618052118,155823
00:05:32:618052267,00:05:32:618209128,156861
00:05:32:618209298,00:05:32:618364598,155300
00:05:32:618364755,00:05:32:618533565,168810
00:05:32:618533719,00:05:32:618689936,156217
00:05:32:618690102,00:05:32:618846057,155955
00:05:32:618846328,00:05:32:619015238,168910
00:05:32:619015500,00:05:32:619184657,169157
00:05:32:619184897,00:05:32:619352524,167627
00:05:32:619352704,00:05:32:619516527,163823
00:05:32:619516700,00:05:32:619678102,161402
00:05:32:619678257,00:05:32:619847868,169611
00:05:32:619848036,00:05:32:620002893,154857
00:05:32:620003057,00:05:32:620146396,143339
00:05:32:620146566,00:05:32:620315001,168435
00:05:32:620315181,00:05:32:620470699,155518
00:05:32:620470869,00:05:32:620627703,156834
00:05:32:620627883,00:05:32:620795887,168004
00:05:32:620796061,00:05:32:620938600,142539
00:05:32:620938762,00:05:32:621094626,155864
00:05:32:621094785,00:05:32:621250735,155950
00:05:32:621250894,00:05:32:621407275,156381
00:05:32:621407485,00:05:32:621562508,155023
00:05:32:621562664,00:05:32:621718812,156148
00:05:32:621718972,00:05:32:621861374,142402
00:05:32:621861539,00:05:32:622004817,143278
00:05:32:622004974,00:05:32:622160073,155099
00:05:32:622160226,00:05:32:622316296,156070
00:05:32:622316446,00:05:32:622472350,155904
00:05:32:622472499,00:05:32:622630200,157701
00:05:32:622630415,00:05:32:622797544,167129
00:05:32:622797708,00:05:32:622953453,155745
00:05:32:622953627,00:05:32:623109433,155806
00:05:32:623109595,00:05:32:623252847,143252
00:05:32:623253011,00:05:32:623409449,156438
00:05:32:623409608,00:05:32:623577541,167933
00:05:32:623577706,00:05:32:623735457,157751
00:05:32:623735676,00:05:32:623903213,167537
00:05:32:623903424,00:05:32:624057944,154520
00:05:32:624058167,00:05:32:624214458,156291
00:05:32:624214684,00:05:32:624370490,155806
00:05:32:624370660,00:05:32:624527090,156430
00:05:32:624527252,00:05:32:624695584,168332
00:05:32:624695747,00:05:32:624851530,155783
00:05:32:624851690,00:05:32:625007325,155635
00:05:32:625007485,00:05:32:625150307,142822
00:05:32:625150469,00:05:32:625306190,155721
00:05:32:625306347,00:05:32:625462409,156062
00:05:32:625462556,00:05:32:625617959,155403
00:05:32:625618107,00:05:32:625775258,157151
00:05:32:625775431,00:05:32:625930289,154858
00:05:32:625930464,00:05:32:626086338,155874
00:05:32:626086501,00:05:32:626244003,157502
00:05:32:626244175,00:05:32:626411868,167693
00:05:32:626412045,00:05:32:626567621,155576
00:05:32:626567798,00:05:32:626723261,155463
00:05:32:626723419,00:05:32:626866085,142666
00:05:32:626866234,00:05:32:627022416,156182
00:05:32:627022571,00:05:32:627165392,142821
00:05:32:627165547,00:05:32:627321306,155759
00:05:32:627321470,00:05:32:627477293,155823
00:05:32:627477446,00:05:32:627634002,156556
00:05:32:627634162,00:05:32:627789520,155358
00:05:32:627789679,00:05:32:627944883,155204
00:05:32:627945035,00:05:32:628087259,142224
00:05:32:628087409,00:05:32:628231225,143816
00:05:32:628231375,00:05:32:628386923,155548
00:05:32:628387097,00:05:32:628543040,155943
00:05:32:628543190,00:05:32:628699792,156602
00:05:32:628699957,00:05:32:628855667,155710
00:05:32:628855828,00:05:32:628998215,142387
00:05:32:628998367,00:05:32:629141271,142904
00:05:32:629141442,00:05:32:629284414,142972
00:05:32:629284573,00:05:32:629440332,155759
00:05:32:629440498,00:05:32:629583031,142533
00:05:32:629583193,00:05:32:629741418,158225
00:05:32:629741588,00:05:32:629907964,166376
00:05:32:629908120,00:05:32:630064258,156138
00:05:32:630064421,00:05:32:630220191,155770
00:05:32:630220354,00:05:32:630362873,142519
00:05:32:630363025,00:05:32:630505949,142924
00:05:32:630506099,00:05:32:630650091,143992
00:05:32:630650242,00:05:32:630805633,155391
00:05:32:630805812,00:05:32:630948121,142309
00:05:32:630948292,00:05:32:631090634,142342
00:05:32:631090791,00:05:32:631234266,143475
00:05:32:631234416,00:05:32:631389773,155357
00:05:32:631389921,00:05:32:631535873,145952
00:05:32:631536031,00:05:32:631689650,153619
00:05:32:631689805,00:05:32:631832952,143147
00:05:32:631833121,00:05:32:631975219,142098
00:05:32:631975379,00:05:32:632118555,143176
00:05:32:632118707,00:05:32:632261235,142528
00:05:32:632261399,00:05:32:632404756,143357
00:05:32:632404928,00:05:32:632546766,141838
00:05:32:632546926,00:05:32:632689992,143066
00:05:32:632690147,00:05:32:632833346,143199
00:05:32:632833507,00:05:32:632976001,142494
00:05:32:632976150,00:05:32:633118700,142550
00:05:32:633118848,00:05:32:633262299,143451
00:05:32:633262472,00:05:32:633418095,155623
00:05:32:633418252,00:05:32:633560568,142316
00:05:32:633560747,00:05:32:633704516,143769
00:05:32:633704674,00:05:32:633846749,142075
00:05:32:633846922,00:05:32:633990113,143191
00:05:32:633990259,00:05:32:634159074,168815
00:05:32:634159223,00:05:32:634314716,155493
00:05:32:634314863,00:05:32:634470773,155910
00:05:32:634470924,00:05:32:634628548,157624
00:05:32:634628712,00:05:32:634796590,167878
00:05:32:634796750,00:05:32:634952304,155554
00:05:32:634952482,00:05:32:635108089,155607
00:05:32:635108246,00:05:32:635264140,155894
00:05:32:635264296,00:05:32:635420469,156173
00:05:32:635420692,00:05:32:635590568,169876
00:05:32:635590737,00:05:32:635759077,168340
00:05:32:635759236,00:05:32:635927327,168091
00:05:32:635927479,00:05:32:636070419,142940
00:05:32:636070569,00:05:32:636213139,142570
00:05:32:636213307,00:05:32:636368864,155557
00:05:32:636369035,00:05:32:636524980,155945
00:05:32:636525145,00:05:32:636681528,156383
00:05:32:636681687,00:05:32:636837099,155412
00:05:32:636837260,00:05:32:636992867,155607
00:05:32:636993024,00:05:32:637149328,156304
00:05:32:637149526,00:05:32:637305952,156426
00:05:32:637306112,00:05:32:637461200,155088
00:05:32:637461410,00:05:32:637616717,155307
00:05:32:637616867,00:05:32:637773848,156981
00:05:32:637774021,00:05:32:637929623,155602
00:05:32:637929789,00:05:32:638085339,155550
00:05:32:638085511,00:05:32:638241060,155549
00:05:32:638241219,00:05:32:638397290,156071
00:05:32:638397470,00:05:32:638552910,155440
00:05:32:638553063,00:05:32:638696252,143189
00:05:32:638696436,00:05:32:638838727,142291
00:05:32:638838887,00:05:32:638982117,143230
00:05:32:638982289,00:05:32:639138543,156254
00:05:32:639138707,00:05:32:639307170,168463
00:05:32:639307332,00:05:32:639463042,155710
00:05:32:639463198,00:05:32:639619012,155814
00:05:32:639619169,00:05:32:639762840,143671
00:05:32:639762990,00:05:32:639930653,167663
00:05:32:639930802,00:05:32:640088387,157585
00:05:32:640088532,00:05:32:640256068,167536
00:05:32:640256223,00:05:32:640412216,155993
00:05:32:640412361,00:05:32:640567592,155231
00:05:32:640567736,00:05:32:640724502,156766
00:05:32:640724719,00:05:32:640893413,168694
00:05:32:640893538,00:05:32:641049145,155607
00:05:32:641049263,00:05:32:641191927,142664
00:05:32:641192036,00:05:32:641348148,156112
00:05:32:641348270,00:05:32:641503906,155636
00:05:32:641504014,00:05:32:641660629,156615
00:05:32:641661053,00:05:32:641815627,154574
00:05:32:641815779,00:05:32:641971673,155894
00:05:32:641971827,00:05:32:642127911,156084
00:05:32:642128075,00:05:32:642284472,156397
00:05:32:642284631,00:05:32:642452890,168259
00:05:32:642453050,00:05:32:642608899,155849
00:05:32:642609053,00:05:32:642765126,156073
00:05:32:642765287,00:05:32:642920893,155606
00:05:32:642921046,00:05:32:643063557,142511
00:05:32:643063710,00:05:32:643206512,142802
00:05:32:643206664,00:05:32:643362623,155959
00:05:32:643362771,00:05:32:643519050,156279
00:05:32:643519208,00:05:32:643662492,143284
00:05:32:643662737,00:05:32:643830932,168195
00:05:32:643831097,00:05:32:643973915,142818
00:05:32:643974077,00:05:32:644130509,156432
00:05:32:644130666,00:05:32:644272954,142288
00:05:32:644273121,00:05:32:644429018,155897
00:05:32:644429179,00:05:32:644584825,155646
00:05:32:644584995,00:05:32:644754334,169339
00:05:32:644754503,00:05:32:644909520,155017
00:05:32:644909680,00:05:32:645065599,155919
00:05:32:645065753,00:05:32:645208935,143182
00:05:32:645209112,00:05:32:645365045,155933
00:05:32:645365207,00:05:32:645521208,156001
00:05:32:645521367,00:05:32:645677025,155658
00:05:32:645677187,00:05:32:645832919,155732
00:05:32:645833079,00:05:32:645988898,155819
00:05:32:645989045,00:05:32:646144453,155408
00:05:32:646144610,00:05:32:646300664,156054
00:05:32:646300811,00:05:32:646456780,155969
00:05:32:646456927,00:05:32:646612758,155831
00:05:32:646612907,00:05:32:646768575,155668
00:05:32:646768727,00:05:32:646924846,156119
00:05:32:646925028,00:05:32:647081357,156329
00:05:32:647081525,00:05:32:647236999,155474
00:05:32:647237169,00:05:32:647391846,154677
00:05:32:647392013,00:05:32:647548995,156982
00:05:32:647549156,00:05:32:647705261,156105
00:05:32:647705421,00:05:32:647860839,155418
00:05:32:647860986,00:05:32:648016426,155440
00:05:32:648016572,00:05:32:648172513,155941
00:05:32:648172661,00:05:32:648328447,155786
00:05:32:648328586,00:05:32:648471729,143143
00:05:32:648471873,00:05:32:648629061,157188
00:05:32:648629223,00:05:32:648796825,167602
00:05:32:648796987,00:05:32:648952789,155802
00:05:32:648952947,00:05:32:649109099,156152
00:05:32:649109261,00:05:32:649251727,142466
00:05:32:649251884,00:05:32:649407936,156052
00:05:32:649408094,00:05:32:649550852,142758
00:05:32:649551012,00:05:32:649707856,156844
00:05:32:649707968,00:05:32:649862358,154390
00:05:32:649862511,00:05:32:650018443,155932
00:05:32:650018590,00:05:32:650174817,156227
00:05:32:650174979,00:05:32:650330961,155982
00:05:32:650331123,00:05:32:650486680,155557
00:05:32:650486839,00:05:32:650642943,156104
00:05:32:650643102,00:05:32:650811751,168649
00:05:32:650811929,00:05:32:650954776,142847
00:05:32:650954944,00:05:32:651123354,168410
00:05:32:651123500,00:05:32:651279309,155809
00:05:32:651279457,00:05:32:651435419,155962
00:05:32:651435564,00:05:32:651578569,143005
00:05:32:651578716,00:05:32:651735771,157055
00:05:32:651735935,00:05:32:651902116,166181
00:05:32:651902283,00:05:32:652059629,157346
00:05:32:652059784,00:05:32:652216361,156577
00:05:32:652216522,00:05:32:652371593,155071
00:05:32:652371759,00:05:32:652527587,155828
00:05:32:652527762,00:05:32:652683614,155852
00:05:32:652683774,00:05:32:652839756,155982
00:05:32:652839917,00:05:32:652995821,155904
00:05:32:652995980,00:05:32:653151249,155269
00:05:32:653151396,00:05:32:653307374,155978
00:05:32:653307524,00:05:32:653464032,156508
00:05:32:653464196,00:05:32:653619628,155432
00:05:32:653619795,00:05:32:653775740,155945
00:05:32:653775909,00:05:32:653931630,155721
00:05:32:653931783,00:05:32:654087510,155727
00:05:32:654087655,00:05:32:654243356,155701
00:05:32:654243503,00:05:32:654399456,155953
00:05:32:654399603,00:05:32:654555459,155856
00:05:32:654555607,00:05:32:654712216,156609
00:05:32:654712391,00:05:32:654880793,168402
00:05:32:654880954,00:05:32:655036621,155667
00:05:32:655036789,00:05:32:655179466,142677
00:05:32:655179614,00:05:32:655335868,156254
00:05:32:655336044,00:05:32:655491523,155479
00:05:32:655491685,00:05:32:655647910,156225
00:05:32:655648079,00:05:32:655803376,155297
00:05:32:655803525,00:05:32:655959757,156232
00:05:32:655959914,00:05:32:656115307,155393
00:05:32:656115457,00:05:32:656271595,156138
00:05:32:656271746,00:05:32:656427303,155557
00:05:32:656427458,00:05:32:656583784,156326
00:05:32:656583936,00:05:32:656739730,155794
00:05:32:656739862,00:05:32:656895539,155677
00:05:32:656895652,00:05:32:657051998,156346
00:05:32:657052174,00:05:32:657194577,142403
00:05:32:657194745,00:05:32:657363448,168703
00:05:32:657363626,00:05:32:657519534,155908
00:05:32:657519691,00:05:32:657675459,155768
00:05:32:657675611,00:05:32:657831473,155862
00:05:32:657831621,00:05:32:657987058,155437
00:05:32:657987210,00:05:32:658143203,155993
00:05:32:658143355,00:05:32:658299581,156226
00:05:32:658299737,00:05:32:658442867,143130
00:05:32:658443019,00:05:32:658598531,155512
00:05:32:658598689,00:05:32:658754553,155864
00:05:32:658754707,00:05:32:658910170,155463
00:05:32:658910319,00:05:32:659053713,143394
00:05:32:659053867,00:05:32:659208585,154718
00:05:32:659208733,00:05:32:659352181,143448
00:05:32:659352324,00:05:32:659508434,156110
00:05:32:659508579,00:05:32:659665334,156755
00:05:32:659665488,00:05:32:659820441,154953
00:05:32:659820612,00:05:32:659976645,156033
00:05:32:659976804,00:05:32:660119751,142947
00:05:32:660119912,00:05:32:660275757,155845
00:05:32:660275919,00:05:32:660418204,142285
00:05:32:660418370,00:05:32:660574087,155717
00:05:32:660574239,00:05:32:660730171,155932
00:05:32:660730333,00:05:32:660886423,156090
00:05:32:660886593,00:05:32:661029310,142717
00:05:32:661029457,00:05:32:661185862,156405
00:05:32:661186025,00:05:32:661341484,155459
00:05:32:661341656,00:05:32:661497527,155871
00:05:32:661497705,00:05:32:661653581,155876
00:05:32:661653751,00:05:32:661796460,142709
00:05:32:661796622,00:05:32:661952093,155471
00:05:32:661952247,00:05:32:662108326,156079
00:05:32:662108485,00:05:32:662264254,155769
00:05:32:662264404,00:05:32:662420048,155644
00:05:32:662420198,00:05:32:662563041,142843
00:05:32:662563189,00:05:32:662720176,156987
00:05:32:662720347,00:05:32:662888507,168160
00:05:32:662888669,00:05:32:663031255,142586
00:05:32:663031413,00:05:32:663174554,143141
00:05:32:663174732,00:05:32:663330991,156259
00:05:32:663331151,00:05:32:663499324,168173
00:05:32:663499707,00:05:32:663655851,156144
00:05:32:663656001,00:05:32:663811017,155016
00:05:32:663811169,00:05:32:663954303,143134
00:05:32:663954450,00:05:32:664097308,142858
00:05:32:664097487,00:05:32:664253314,155827
00:05:32:664253468,00:05:32:664409676,156208
00:05:32:664409832,00:05:32:664552512,142680
00:05:32:664552681,00:05:32:664708294,155613
00:05:32:664708451,00:05:32:664850994,142543
00:05:32:664851150,00:05:32:664993904,142754
00:05:32:664994057,00:05:32:665150353,156296
00:05:32:665150504,00:05:32:665305963,155459
00:05:32:665306114,00:05:32:665462269,156155
00:05:32:665462421,00:05:32:665618025,155604
00:05:32:665618175,00:05:32:665774927,156752
00:05:32:665775091,00:05:32:665943416,168325
00:05:32:665943588,00:05:32:666099324,155736
00:05:32:666099489,00:05:32:666255337,155848
00:05:32:666255506,00:05:32:666411811,156305
00:05:32:666411980,00:05:32:666567325,155345
00:05:32:666567490,00:05:32:666722821,155331
00:05:32:666722977,00:05:32:666878927,155950
00:05:32:666879083,00:05:32:667022292,143209
00:05:32:667022441,00:05:32:667177263,154822
00:05:32:667177437,00:05:32:667334648,157211
00:05:32:667334817,00:05:32:667503623,168806
00:05:32:667503785,00:05:32:667647071,143286
00:05:32:667647232,00:05:32:667802345,155113
00:05:32:667802506,00:05:32:667957962,155456
00:05:32:667958112,00:05:32:668113827,155715
00:05:32:668113986,00:05:32:668270256,156270
00:05:32:668270403,00:05:32:668425881,155478
00:05:32:668426028,00:05:32:668582114,156086
00:05:32:668582262,00:05:32:668738479,156217
00:05:32:668738648,00:05:32:668894447,155799
00:05:32:668894606,00:05:32:669050245,155639
00:05:32:669050413,00:05:32:669206195,155782
00:05:32:669206354,00:05:32:669362151,155797
00:05:32:669362319,00:05:32:669531804,169485
00:05:32:669531965,00:05:32:669687111,155146
00:05:32:669687273,00:05:32:669843376,156103
00:05:32:669843531,00:05:32:669985910,142379
00:05:32:669986063,00:05:32:670142479,156416
00:05:32:670142647,00:05:32:670298231,155584
00:05:32:670298411,00:05:32:670467237,168826
00:05:32:670467426,00:05:32:670625933,158507
00:05:32:670626054,00:05:32:670793523,167469
00:05:32:670793698,00:05:32:670960831,167133
00:05:32:670960991,00:05:32:671103858,142867
00:05:32:671104008,00:05:32:671260053,156045
00:05:32:671260198,00:05:32:671416113,155915
00:05:32:671416256,00:05:32:671571798,155542
00:05:32:671571943,00:05:32:671728531,156588
00:05:32:671728690,00:05:32:671884251,155561
00:05:32:671884418,00:05:32:672040344,155926
00:05:32:672040502,00:05:32:672183166,142664
00:05:32:672183326,00:05:32:672339082,155756
00:05:32:672339241,00:05:32:672495119,155878
00:05:32:672495300,00:05:32:672638305,143005
00:05:32:672638453,00:05:32:672794758,156305
00:05:32:672794925,00:05:32:672963135,168210
00:05:32:672963295,00:05:32:673106084,142789
00:05:32:673106256,00:05:32:673262292,156036
00:05:32:673262459,00:05:32:673418057,155598
00:05:32:673418210,00:05:32:673573996,155786
00:05:32:673574151,00:05:32:673730630,156479
00:05:32:673730793,00:05:32:673899002,168209
00:05:32:673899158,00:05:32:674054715,155557
00:05:32:674054865,00:05:32:674211298,156433
00:05:32:674211477,00:05:32:674367138,155661
00:05:32:674367307,00:05:32:674523342,156035
00:05:32:674523500,00:05:32:674679244,155744
00:05:32:674679409,00:05:32:674834883,155474
00:05:32:674835035,00:05:32:674990889,155854
00:05:32:674991042,00:05:32:675147036,155994
00:05:32:675147189,00:05:32:675302557,155368
00:05:32:675302708,00:05:32:675458684,155976
00:05:32:675458845,00:05:32:675614828,155983
00:05:32:675614983,00:05:32:675758811,143828
00:05:32:675758969,00:05:32:675914282,155313
00:05:32:675914463,00:05:32:676069935,155472
00:05:32:676070094,00:05:32:676226069,155975
00:05:32:676226230,00:05:32:676382260,156030
00:05:32:676382418,00:05:32:676537757,155339
00:05:32:676537911,00:05:32:676693959,156048
00:05:32:676694127,00:05:32:676849648,155521
00:05:32:676849804,00:05:32:677006270,156466
00:05:32:677006435,00:05:32:677162229,155794
00:05:32:677162383,00:05:32:677317958,155575
00:05:32:677318113,00:05:32:677474022,155909
00:05:32:677474180,00:05:32:677630570,156390
00:05:32:677630732,00:05:32:677798690,167958
00:05:32:677798842,00:05:32:677954818,155976
00:05:32:677954965,00:05:32:678123680,168715
00:05:32:678123835,00:05:32:678279938,156103
00:05:32:678280085,00:05:32:678435507,155422
00:05:32:678435665,00:05:32:678591658,155993
00:05:32:678591819,00:05:32:678734814,142995
00:05:32:678734993,00:05:32:678890943,155950
00:05:32:678891096,00:05:32:679046788,155692
00:05:32:679046948,00:05:32:679189959,143011
00:05:32:679190115,00:05:32:679346300,156185
00:05:32:679346475,00:05:32:679515481,169006
00:05:32:679515640,00:05:32:679684981,169341
00:05:32:679685148,00:05:32:679853518,168370
00:05:32:679853694,00:05:32:680009436,155742
00:05:32:680009606,00:05:32:680166053,156447
00:05:32:680166214,00:05:32:680321116,154902
00:05:32:680321298,00:05:32:680464301,143003
00:05:32:680464462,00:05:32:680620285,155823
00:05:32:680620443,00:05:32:680776856,156413
00:05:32:680777015,00:05:32:680944636,167621
00:05:32:680944790,00:05:32:681100841,156051
00:05:32:681100994,00:05:32:681243732,142738
00:05:32:681243894,00:05:32:681399856,155962
00:05:32:681400010,00:05:32:681557064,157054
00:05:32:681557219,00:05:32:681727405,170186
00:05:32:681727515,00:05:32:681894144,166629
00:05:32:681894324,00:05:32:682037133,142809
00:05:32:682037306,00:05:32:682193063,155757
00:05:32:682193222,00:05:32:682335933,142711
00:05:32:682336101,00:05:32:682491517,155416
00:05:32:682491669,00:05:32:682635446,143777
00:05:32:682635613,00:05:32:682777928,142315
00:05:32:682778095,00:05:32:682933264,155169
00:05:32:682933424,00:05:32:683090785,157361
00:05:32:683091005,00:05:32:683259586,168581
00:05:32:683259761,00:05:32:683401710,141949
00:05:32:683401937,00:05:32:683557480,155543
00:05:32:683557644,00:05:32:683714294,156650
00:05:32:683714450,00:05:32:683869790,155340
00:05:32:683869962,00:05:32:684025848,155886
00:05:32:684026003,00:05:32:684181712,155709
00:05:32:684181876,00:05:32:684338095,156219
00:05:32:684338252,00:05:32:684506735,168483
00:05:32:684506887,00:05:32:684663421,156534
00:05:32:684663591,00:05:32:684818757,155166
00:05:32:684818926,00:05:32:684974738,155812
00:05:32:684974913,00:05:32:685131087,156174
00:05:32:685131244,00:05:32:685273929,142685
00:05:32:685274097,00:05:32:685442339,168242
00:05:32:685442502,00:05:32:685585564,143062
00:05:32:685585727,00:05:32:685742552,156825
00:05:32:685742720,00:05:32:685897813,155093
00:05:32:685897973,00:05:32:686053626,155653
00:05:32:686053787,00:05:32:686209751,155964
00:05:32:686209907,00:05:32:686366333,156426
00:05:32:686366488,00:05:32:686508366,141878
00:05:32:686508520,00:05:32:686652007,143487
00:05:32:686652179,00:05:32:686794870,142691
00:05:32:686795045,00:05:32:686950920,155875
00:05:32:686951082,00:05:32:687106768,155686
00:05:32:687106922,00:05:32:687261207,154285
00:05:32:687261362,00:05:32:687418744,157382
00:05:32:687418896,00:05:32:687574386,155490
00:05:32:687574535,00:05:32:687730750,156215
00:05:32:687730911,00:05:32:687886665,155754
00:05:32:687886836,00:05:32:688042639,155803
00:05:32:688042798,00:05:32:688199137,156339
00:05:32:688199295,00:05:32:688354484,155189
00:05:32:688354636,00:05:32:688510503,155867
00:05:32:688510658,00:05:32:688654229,143571
00:05:32:688654384,00:05:32:688797110,142726
00:05:32:688797277,00:05:32:688952714,155437
00:05:32:688952886,00:05:32:689108630,155744
00:05:32:689108793,00:05:32:689264401,155608
00:05:32:689264555,00:05:32:689407509,142954
00:05:32:689407658,00:05:32:689563658,156000
00:05:32:689563824,00:05:32:689719769,155945
00:05:32:689719934,00:05:32:689875634,155700
00:05:32:689875800,00:05:32:690018944,143144
00:05:32:690019114,00:05:32:690187692,168578
00:05:32:690187854,00:05:32:690343445,155591
00:05:32:690343601,00:05:32:690499301,155700
00:05:32:690499454,00:05:32:690656175,156721
00:05:32:690656348,00:05:32:690798491,142143
00:05:32:690798648,00:05:32:690954706,156058
00:05:32:690954871,00:05:32:691110870,155999
00:05:32:691111032,00:05:32:691266533,155501
00:05:32:691266694,00:05:32:691409083,142389
00:05:32:691409235,00:05:32:691565237,156002
00:05:32:691565388,00:05:32:691722403,157015
00:05:32:691722584,00:05:32:691890869,168285
00:05:32:691891033,00:05:32:692033451,142418
00:05:32:692033614,00:05:32:692202296,168682
00:05:32:692202459,00:05:32:692344706,142247
00:05:32:692344876,00:05:32:692488494,143618
00:05:32:692488646,00:05:32:692645377,156731
00:05:32:692645566,00:05:32:692813549,167983
00:05:32:692813714,00:05:32:692969701,155987
00:05:32:692969861,00:05:32:693125438,155577
00:05:32:693125604,00:05:32:693281237,155633
00:05:32:693281392,00:05:32:693437166,155774
00:05:32:693437317,00:05:32:693593221,155904
00:05:32:693593369,00:05:32:693750568,157199
00:05:32:693750730,00:05:32:693918284,167554
00:05:32:693918441,00:05:32:694074593,156152
00:05:32:694074750,00:05:32:694230265,155515
00:05:32:694230418,00:05:32:694386104,155686
00:05:32:694386261,00:05:32:694542228,155967
00:05:32:694542390,00:05:32:694698616,156226
00:05:32:694698785,00:05:32:694854823,156038
00:05:32:694854983,00:05:32:695010362,155379
00:05:32:695010529,00:05:32:695166132,155603
00:05:32:695166286,00:05:32:695321900,155614
00:05:32:695322055,00:05:32:695478337,156282
00:05:32:695478492,00:05:32:695621436,142944
00:05:32:695621601,00:05:32:695791522,169921
00:05:32:695791695,00:05:32:695959565,167870
00:05:32:695959715,00:05:32:696128279,168564
00:05:32:696128446,00:05:32:696271409,142963
00:05:32:696271569,00:05:32:696427127,155558
00:05:32:696427281,00:05:32:696583136,155855
00:05:32:696583286,00:05:32:696739436,156150
00:05:32:696739588,00:05:32:696895890,156302
00:05:32:696896039,00:05:32:697050754,154715
00:05:32:697050903,00:05:32:697206992,156089
00:05:32:697207142,00:05:32:697361623,154481
00:05:32:697361772,00:05:32:697534867,173095
00:05:32:697535023,00:05:32:697702275,167252
