Start - HH:MM:SS:NANOSECONDS,End - HH:MM:SS:NANOSECONDS,Difference in NANOSECONDS
00:06:49:051954559,00:06:49:052107460,152901
00:06:49:052107665,00:06:49:052251878,144213
00:06:49:052252037,00:06:49:052394773,142736
00:06:49:052394935,00:06:49:052536491,141556
00:06:49:052536704,00:06:49:052681804,145100
00:06:49:052681988,00:06:49:052834341,152353
00:06:49:052834505,00:06:49:052979834,145329
00:06:49:052980031,00:06:49:053124186,144155
00:06:49:053124420,00:06:49:053278917,154497
00:06:49:053279076,00:06:49:053420147,141071
00:06:49:053420338,00:06:49:053565228,144890
00:06:49:053565372,00:06:49:053708740,143368
00:06:49:053708990,00:06:49:053862573,153583
00:06:49:053862788,00:06:49:054006346,143558
00:06:49:054006496,00:06:49:054151095,144599
00:06:49:054151332,00:06:49:054306090,154758
00:06:49:054306300,00:06:49:054447160,140860
00:06:49:054447316,00:06:49:054589996,142680
00:06:49:054590149,00:06:49:054735987,145838
00:06:49:054736217,00:06:49:054891417,155200
00:06:49:054891574,00:06:49:055032201,140627
00:06:49:055032351,00:06:49:055178011,145660
00:06:49:055178240,00:06:49:055333211,154971
00:06:49:055333439,00:06:49:055489062,155623
00:06:49:055489207,00:06:49:055632776,143569
00:06:49:055633009,00:06:49:055787989,154980
00:06:49:055788192,00:06:49:055929297,141105
00:06:49:055929512,00:06:49:056074293,144781
00:06:49:056074506,00:06:49:056230843,156337
00:06:49:056231017,00:06:49:056385915,154898
00:06:49:056386128,00:06:49:056541894,155766
00:06:49:056542045,00:06:49:056698647,156602
00:06:49:056698885,00:06:49:056872868,173983
00:06:49:056873070,00:06:49:057022935,149865
00:06:49:057023130,00:06:49:057166144,143014
00:06:49:057166349,00:06:49:057309806,143457
00:06:49:057310025,00:06:49:057464924,154899
00:06:49:057465157,00:06:49:057618923,153766
00:06:49:057619073,00:06:49:057764295,145222
00:06:49:057764520,00:06:49:057920100,155580
00:06:49:057920309,00:06:49:058062561,142252
00:06:49:058062714,00:06:49:058206015,143301
00:06:49:058206207,00:06:49:058349944,143737
00:06:49:058350177,00:06:49:058505299,155122
00:06:49:058505503,00:06:49:058662163,156660
00:06:49:058662409,00:06:49:058815326,152917
00:06:49:058815543,00:06:49:058959823,144280
00:06:49:058960009,00:06:49:059103305,143296
00:06:49:059103500,00:06:49:059258539,155039
00:06:49:059258684,00:06:49:059403165,144481
00:06:49:059403386,00:06:49:059558052,154666
00:06:49:059558238,00:06:49:059701667,143429
00:06:49:059701913,00:06:49:059869893,167980
00:06:49:059870095,00:06:49:060012701,142606
00:06:49:060012902,00:06:49:060154078,141176
00:06:49:060154270,00:06:49:060298904,144634
00:06:49:060299102,00:06:49:060443045,143943
00:06:49:060443281,00:06:49:060596264,152983
00:06:49:060596466,00:06:49:060741127,144661
00:06:49:060741327,00:06:49:060895281,153954
00:06:49:060895488,00:06:49:061039640,144152
00:06:49:061039838,00:06:49:061182689,142851
00:06:49:061182880,00:06:49:061325783,142903
00:06:49:061325928,00:06:49:061470006,144078
00:06:49:061470236,00:06:49:061628004,157768
00:06:49:061628266,00:06:49:061783146,154880
00:06:49:061783389,00:06:49:061937079,153690
00:06:49:061937235,00:06:49:062078369,141134
00:06:49:062078537,00:06:49:062222552,144015
00:06:49:062222716,00:06:49:062363989,141273
00:06:49:062364144,00:06:49:062509697,145553
00:06:49:062509947,00:06:49:062666260,156313
00:06:49:062666514,00:06:49:062820812,154298
00:06:49:062821031,00:06:49:062963145,142114
00:06:49:062963349,00:06:49:063105108,141759
00:06:49:063105328,00:06:49:063249861,144533
00:06:49:063250077,00:06:49:063390812,140735
00:06:49:063391018,00:06:49:063536730,145712
00:06:49:063536911,00:06:49:063691693,154782
00:06:49:063691938,00:06:49:063846769,154831
00:06:49:063846920,00:06:49:063990481,143561
00:06:49:063990641,00:06:49:064131981,141340
00:06:49:064132136,00:06:49:064276762,144626
00:06:49:064276907,00:06:49:064418196,141289
00:06:49:064418343,00:06:49:064560877,142534
00:06:49:064561017,00:06:49:064706712,145695
00:06:49:064706941,00:06:49:064862079,155138
00:06:49:064862325,00:06:49:065003064,140739
00:06:49:065003272,00:06:49:065147555,144283
00:06:49:065147767,00:06:49:065290831,143064
00:06:49:065291035,00:06:49:065431838,140803
00:06:49:065432049,00:06:49:065576739,144690
00:06:49:065576947,00:06:49:065720974,144027
00:06:49:065721210,00:06:49:065874086,152876
00:06:49:065874311,00:06:49:066019256,144945
00:06:49:066019463,00:06:49:066173339,153876
00:06:49:066173544,00:06:49:066316361,142817
00:06:49:066316569,00:06:49:066460785,144216
00:06:49:066460996,00:06:49:066601817,140821
00:06:49:066602031,00:06:49:066748599,146568
00:06:49:066748823,00:06:49:066902732,153909
00:06:49:066902954,00:06:49:067057071,154117
00:06:49:067057265,00:06:49:067201634,144369
00:06:49:067201820,00:06:49:067344735,142915
00:06:49:067344940,00:06:49:067487419,142479
00:06:49:067487613,00:06:49:067632054,144441
00:06:49:067632270,00:06:49:067787911,155641
00:06:49:067788143,00:06:49:067941284,153141
00:06:49:067941504,00:06:49:068085503,143999
00:06:49:068085712,00:06:49:068228816,143104
00:06:49:068229013,00:06:49:068371395,142382
00:06:49:068371595,00:06:49:068514800,143205
00:06:49:068515004,00:06:49:068658141,143137
00:06:49:068658356,00:06:49:068814573,156217
00:06:49:068814791,00:06:49:068970056,155265
00:06:49:068970305,00:06:49:069111326,141021
00:06:49:069111532,00:06:49:069255454,143922
00:06:49:069255643,00:06:49:069398757,143114
00:06:49:069398947,00:06:49:069539923,140976
00:06:49:069540097,00:06:49:069685687,145590
00:06:49:069685914,00:06:49:069839166,153252
00:06:49:069839352,00:06:49:069982697,143345
00:06:49:069982950,00:06:49:070125739,142789
00:06:49:070125887,00:06:49:070269717,143830
00:06:49:070269877,00:06:49:070410952,141075
00:06:49:070411098,00:06:49:070555406,144308
00:06:49:070555558,00:06:49:070699367,143809
00:06:49:070699592,00:06:49:070854692,155100
00:06:49:070854868,00:06:49:070998522,143654
00:06:49:070998761,00:06:49:071151991,153230
00:06:49:071152212,00:06:49:071296475,144263
00:06:49:071296676,00:06:49:071438116,141440
00:06:49:071438324,00:06:49:071582548,144224
00:06:49:071582756,00:06:49:071725968,143212
00:06:49:071726193,00:06:49:071879933,153740
00:06:49:071880070,00:06:49:072025665,145595
00:06:49:072025891,00:06:49:072180526,154635
00:06:49:072180735,00:06:49:072323643,142908
00:06:49:072323848,00:06:49:072464783,140935
00:06:49:072464988,00:06:49:072610042,145054
00:06:49:072610251,00:06:49:072752828,142577
00:06:49:072753047,00:06:49:072907036,153989
00:06:49:072907254,00:06:49:073052774,145520
00:06:49:073053009,00:06:49:073206289,153280
00:06:49:073206505,00:06:49:073348776,142271
00:06:49:073348982,00:06:49:073493123,144141
00:06:49:073493324,00:06:49:073637011,143687
00:06:49:073637198,00:06:49:073792919,155721
00:06:49:073793070,00:06:49:073946761,153691
00:06:49:073946907,00:06:49:074092031,145124
00:06:49:074092263,00:06:49:074247555,155292
00:06:49:074247784,00:06:49:074403646,155862
00:06:49:074403853,00:06:49:074543883,140030
00:06:49:074544080,00:06:49:074690277,146197
00:06:49:074690514,00:06:49:074845905,155391
00:06:49:074846107,00:06:49:074988036,141929
00:06:49:074988191,00:06:49:075132270,144079
00:06:49:075132488,00:06:49:075285800,153312
00:06:49:075286004,00:06:49:075430331,144327
00:06:49:075430535,00:06:49:075573565,143030
00:06:49:075573775,00:06:49:075716799,143024
00:06:49:075717026,00:06:49:075859202,142176
00:06:49:075859355,00:06:49:076002762,143407
00:06:49:076002909,00:06:49:076143853,140944
00:06:49:076144004,00:06:49:076289527,145523
00:06:49:076289760,00:06:49:076444453,154693
00:06:49:076444646,00:06:49:076586019,141373
00:06:49:076586210,00:06:49:076731411,145201
00:06:49:076731610,00:06:49:076901601,169991
00:06:49:076901750,00:06:49:077053829,152079
00:06:49:077053979,00:06:49:077198352,144373
00:06:49:077198500,00:06:49:077342616,144116
00:06:49:077342850,00:06:49:077497361,154511
00:06:49:077497571,00:06:49:077640864,143293
00:06:49:077641047,00:06:49:077794745,153698
00:06:49:077794948,00:06:49:077939518,144570
00:06:49:077939724,00:06:49:078082264,142540
00:06:49:078082415,00:06:49:078223831,141416
00:06:49:078224029,00:06:49:078370350,146321
00:06:49:078370571,00:06:49:078524712,154141
00:06:49:078524864,00:06:49:078680967,156103
00:06:49:078681211,00:06:49:078834791,153580
00:06:49:078835009,00:06:49:078979300,144291
00:06:49:078979502,00:06:49:079122448,142946
00:06:49:079122667,00:06:49:079278452,155785
00:06:49:079278652,00:06:49:079422113,143461
00:06:49:079422339,00:06:49:079577449,155110
00:06:49:079577672,00:06:49:079721383,143711
00:06:49:079721620,00:06:49:079876139,154519
00:06:49:079876297,00:06:49:080016740,140443
00:06:49:080016960,00:06:49:080162212,145252
00:06:49:080162361,00:06:49:080303975,141614
00:06:49:080304122,00:06:49:080449414,145292
00:06:49:080449648,00:06:49:080602757,153109
00:06:49:080602973,00:06:49:080748001,145028
00:06:49:080748235,00:06:49:080903609,155374
00:06:49:080903781,00:06:49:081046159,142378
00:06:49:081046312,00:06:49:081187377,141065
00:06:49:081187523,00:06:49:081348121,160598
00:06:49:081348318,00:06:49:081502973,154655
00:06:49:081503204,00:06:49:081657922,154718
00:06:49:081658128,00:06:49:081798736,140608
00:06:49:081798959,00:06:49:081942682,143723
00:06:49:081942893,00:06:49:082086452,143559
00:06:49:082086674,00:06:49:082229135,142461
00:06:49:082229340,00:06:49:082370551,141211
00:06:49:082370750,00:06:49:082515499,144749
00:06:49:082515734,00:06:49:082672781,157047
00:06:49:082673020,00:06:49:082825595,152575
00:06:49:082825799,00:06:49:082968701,142902
00:06:49:082968900,00:06:49:083113247,144347
00:06:49:083113450,00:06:49:083254966,141516
00:06:49:083255185,00:06:49:083399048,143863
00:06:49:083399251,00:06:49:083541015,141764
00:06:49:083541250,00:06:49:083686690,145440
00:06:49:083686936,00:06:49:083853077,166141
00:06:49:083853298,00:06:49:083997084,143786
00:06:49:083997230,00:06:49:084139987,142757
00:06:49:084140135,00:06:49:084283060,142925
00:06:49:084283215,00:06:49:084424663,141448
00:06:49:084424828,00:06:49:084569102,144274
00:06:49:084569294,00:06:49:084713300,144006
00:06:49:084713542,00:06:49:084868532,154990
00:06:49:084868754,00:06:49:085024506,155752
00:06:49:085024713,00:06:49:085165571,140858
00:06:49:085165785,00:06:49:085308390,142605
00:06:49:085308585,00:06:49:085453030,144445
00:06:49:085453234,00:06:49:085594914,141680
00:06:49:085595120,00:06:49:085740450,145330
00:06:49:085740640,00:06:49:085895578,154938
00:06:49:085895737,00:06:49:086051891,156154
00:06:49:086052074,00:06:49:086207434,155360
00:06:49:086207625,00:06:49:086362759,155134
00:06:49:086362944,00:06:49:086504373,141429
00:06:49:086504560,00:06:49:086650064,145504
00:06:49:086650299,00:06:49:086806456,156157
00:06:49:086806677,00:06:49:086960816,154139
00:06:49:086961003,00:06:49:087104328,143325
00:06:49:087104521,00:06:49:087260120,155599
00:06:49:087260337,00:06:49:087401561,141224
00:06:49:087401772,00:06:49:087544568,142796
00:06:49:087544773,00:06:49:087689900,145127
00:06:49:087690122,00:06:49:087846034,155912
00:06:49:087846263,00:06:49:088001398,155135
00:06:49:088001615,00:06:49:088142658,141043
00:06:49:088142860,00:06:49:088286968,144108
00:06:49:088287180,00:06:49:088429987,142807
00:06:49:088430182,00:06:49:088571534,141352
00:06:49:088571741,00:06:49:088716629,144888
00:06:49:088716854,00:06:49:088873004,156150
00:06:49:088873220,00:06:49:089027996,154776
00:06:49:089028158,00:06:49:089171297,143139
00:06:49:089171515,00:06:49:089327209,155694
00:06:49:089327411,00:06:49:089468262,140851
00:06:49:089468465,00:06:49:089612867,144402
00:06:49:089613073,00:06:49:089756781,143708
00:06:49:089757031,00:06:49:089911963,154932
00:06:49:089912205,00:06:49:090068099,155894
00:06:49:090068256,00:06:49:090211070,142814
00:06:49:090211283,00:06:49:090354483,143200
00:06:49:090354713,00:06:49:090496859,142146
00:06:49:090497059,00:06:49:090640730,143671
00:06:49:090640968,00:06:49:090796167,155199
00:06:49:090796365,00:06:49:090940934,144569
00:06:49:090941174,00:06:49:091093542,152368
00:06:49:091093729,00:06:49:091236443,142714
00:06:49:091236662,00:06:49:091381010,144348
00:06:49:091381217,00:06:49:091524324,143107
00:06:49:091524475,00:06:49:091680631,156156
00:06:49:091680866,00:06:49:091835421,154555
00:06:49:091835606,00:06:49:091979945,144339
00:06:49:091980187,00:06:49:092135576,155389
00:06:49:092135781,00:06:49:092289299,153518
00:06:49:092289502,00:06:49:092433793,144291
00:06:49:092433990,00:06:49:092577079,143089
00:06:49:092577289,00:06:49:092733835,156546
00:06:49:092734039,00:06:49:092888112,154073
00:06:49:092888260,00:06:49:093032964,144704
00:06:49:093033200,00:06:49:093186487,153287
00:06:49:093186652,00:06:49:093331083,144431
00:06:49:093331291,00:06:49:093486882,155591
00:06:49:093487078,00:06:49:093630413,143335
00:06:49:093630631,00:06:49:093784750,154119
00:06:49:093784900,00:06:49:093929072,144172
00:06:49:093929283,00:06:49:094085724,156441
00:06:49:094085974,00:06:49:094240965,154991
00:06:49:094241128,00:06:49:094382448,141320
00:06:49:094382633,00:06:49:094527049,144416
00:06:49:094527207,00:06:49:094670606,143399
00:06:49:094670841,00:06:49:094824569,153728
00:06:49:094824787,00:06:49:094968900,144113
00:06:49:094969109,00:06:49:095110993,141884
00:06:49:095111245,00:06:49:095253980,142735
00:06:49:095254236,00:06:49:095397831,143595
00:06:49:095397983,00:06:49:095540876,142893
00:06:49:095541025,00:06:49:095684570,143545
00:06:49:095684837,00:06:49:095839892,155055
00:06:49:095840051,00:06:49:095983035,142984
00:06:49:095983193,00:06:49:096124209,141016
00:06:49:096124343,00:06:49:096270153,145810
00:06:49:096270392,00:06:49:096423356,152964
00:06:49:096423573,00:06:49:096566265,142692
00:06:49:096566478,00:06:49:096711346,144868
00:06:49:096711540,00:06:49:096867168,155628
00:06:49:096867392,00:06:49:097010064,142672
00:06:49:097010273,00:06:49:097151203,140930
00:06:49:097151399,00:06:49:097296760,145361
00:06:49:097296993,00:06:49:097452244,155251
00:06:49:097452447,00:06:49:097595101,142654
00:06:49:097595301,00:06:49:097738855,143554
00:06:49:097739073,00:06:49:097894397,155324
00:06:49:097894544,00:06:49:098037565,143021
00:06:49:098037712,00:06:49:098192977,155265
00:06:49:098193130,00:06:49:098336754,143624
00:06:49:098337001,00:06:49:098490336,153335
00:06:49:098490543,00:06:49:098635934,145391
00:06:49:098636171,00:06:49:098789287,153116
00:06:49:098789486,00:06:49:098932141,142655
00:06:49:098932345,00:06:49:099076780,144435
00:06:49:099076975,00:06:49:099220256,143281
00:06:49:099220470,00:06:49:099376621,156151
00:06:49:099376847,00:06:49:099531830,154983
00:06:49:099532061,00:06:49:099688662,156601
00:06:49:099688882,00:06:49:099843959,155077
00:06:49:099844124,00:06:49:099999711,155587
00:06:49:099999876,00:06:49:100142682,142806
00:06:49:100142835,00:06:49:100284691,141856
00:06:49:100284842,00:06:49:100430361,145519
00:06:49:100430597,00:06:49:100583265,152668
00:06:49:100583472,00:06:49:100728402,144930
00:06:49:100728622,00:06:49:100882388,153766
00:06:49:100882614,00:06:49:101026847,144233
00:06:49:101027066,00:06:49:101169667,142601
00:06:49:101169895,00:06:49:101311222,141327
00:06:49:101311426,00:06:49:101456918,145492
00:06:49:101457145,00:06:49:101611986,154841
00:06:49:101612192,00:06:49:101753760,141568
00:06:49:101753953,00:06:49:101896047,142094
00:06:49:101896255,00:06:49:102040713,144458
00:06:49:102040924,00:06:49:102183877,142953
00:06:49:102184097,00:06:49:102324965,140868
00:06:49:102325175,00:06:49:102469659,144484
00:06:49:102469858,00:06:49:102632226,162368
00:06:49:102632449,00:06:49:102781968,149519
00:06:49:102782234,00:06:49:102936238,154004
00:06:49:102936472,00:06:49:103078973,142501
00:06:49:103079114,00:06:49:103223677,144563
00:06:49:103223821,00:06:49:103366889,143068
00:06:49:103367117,00:06:49:103520920,153803
00:06:49:103521050,00:06:49:103667032,145982
00:06:49:103667278,00:06:49:103833353,166075
00:06:49:103833499,00:06:49:103977709,144210
00:06:49:103977861,00:06:49:104120600,142739
00:06:49:104120735,00:06:49:104263535,142800
00:06:49:104263672,00:06:49:104404964,141292
00:06:49:104405104,00:06:49:104549778,144674
00:06:49:104549915,00:06:49:104694151,144236
00:06:49:104694375,00:06:49:104848806,154431
00:06:49:104848992,00:06:49:104991651,142659
00:06:49:104991807,00:06:49:105133426,141619
00:06:49:105133640,00:06:49:105277682,144042
00:06:49:105277843,00:06:49:105418937,141094
00:06:49:105419097,00:06:49:105563438,144341
00:06:49:105563587,00:06:49:105708180,144593
00:06:49:105708407,00:06:49:105861437,153030
00:06:49:105861685,00:06:49:106003962,142277
00:06:49:106004192,00:06:49:106148286,144094
00:06:49:106148515,00:06:49:106304831,156316
00:06:49:106305048,00:06:49:106446916,141868
00:06:49:106447140,00:06:49:106590558,143418
00:06:49:106590781,00:06:49:106735094,144313
00:06:49:106735329,00:06:49:106888360,153031
00:06:49:106888580,00:06:49:107032857,144277
00:06:49:107033063,00:06:49:107186986,153923
00:06:49:107187180,00:06:49:107331482,144302
00:06:49:107331685,00:06:49:107473377,141692
00:06:49:107473540,00:06:49:107617248,143708
00:06:49:107617449,00:06:49:107761823,144374
00:06:49:107762063,00:06:49:107916777,154714
00:06:49:107916996,00:06:49:108058515,141519
00:06:49:108058743,00:06:49:108200903,142160
00:06:49:108201105,00:06:49:108345463,144358
00:06:49:108345688,00:06:49:108488405,142717
00:06:49:108488616,00:06:49:108632081,143465
00:06:49:108632331,00:06:49:108788727,156396
00:06:49:108788950,00:06:49:108942577,153627
00:06:49:108942793,00:06:49:109086705,143912
00:06:49:109086877,00:06:49:109229931,143054
00:06:49:109230095,00:06:49:109385319,155224
00:06:49:109385458,00:06:49:109539879,154421
00:06:49:109540015,00:06:49:109685049,145034
00:06:49:109685286,00:06:49:109841602,156316
00:06:49:109841851,00:06:49:109997629,155778
00:06:49:109997819,00:06:49:110150898,153079
00:06:49:110151110,00:06:49:110295862,144752
00:06:49:110296019,00:06:49:110451969,155950
00:06:49:110452201,00:06:49:110605633,153432
00:06:49:110605781,00:06:49:110749664,143883
00:06:49:110749916,00:06:49:110893840,143924
00:06:49:110894082,00:06:49:111048866,154784
00:06:49:111049111,00:06:49:111190957,141846
00:06:49:111191107,00:06:49:111333800,142693
00:06:49:111333998,00:06:49:111478852,144854
00:06:49:111479048,00:06:49:111620908,141860
00:06:49:111621061,00:06:49:111777933,156872
00:06:49:111778177,00:06:49:111918981,140804
00:06:49:111919181,00:06:49:112064502,145321
00:06:49:112064707,00:06:49:112219763,155056
00:06:49:112219936,00:06:49:112362456,142520
00:06:49:112362666,00:06:49:112505708,143042
00:06:49:112505932,00:06:49:112648921,142989
00:06:49:112649116,00:06:49:112790252,141136
00:06:49:112790485,00:06:49:112934460,143975
00:06:49:112934671,00:06:49:113078293,143622
00:06:49:113078465,00:06:49:113233650,155185
00:06:49:113233830,00:06:49:113388119,154289
00:06:49:113388330,00:06:49:113532262,143932
00:06:49:113532410,00:06:49:113676156,143746
00:06:49:113676336,00:06:49:113818510,142174
00:06:49:113818711,00:06:49:113961606,142895
00:06:49:113961814,00:06:49:114105401,143587
00:06:49:114105598,00:06:49:114258843,153245
00:06:49:114259020,00:06:49:114403371,144351
00:06:49:114403526,00:06:49:114546730,143204
00:06:49:114546938,00:06:49:114690018,143080
00:06:49:114690269,00:06:49:114845755,155486
00:06:49:114845892,00:06:49:114988509,142617
00:06:49:114988711,00:06:49:115132526,143815
00:06:49:115132732,00:06:49:115287429,154697
00:06:49:115287583,00:06:49:115428670,141087
00:06:49:115428881,00:06:49:115573447,144566
00:06:49:115573610,00:06:49:115717115,143505
00:06:49:115717329,00:06:49:115870942,153613
00:06:49:115871147,00:06:49:116015275,144128
00:06:49:116015433,00:06:49:116157994,142561
00:06:49:116158147,00:06:49:116300907,142760
00:06:49:116301145,00:06:49:116444379,143234
00:06:49:116444517,00:06:49:116587295,142778
00:06:49:116587504,00:06:49:116731267,143763
00:06:49:116731501,00:06:49:116886864,155363
00:06:49:116887065,00:06:49:117029587,142522
00:06:49:117029800,00:06:49:117183561,153761
00:06:49:117183704,00:06:49:117329399,145695
00:06:49:117329630,00:06:49:117484764,155134
00:06:49:117484986,00:06:49:117629591,144605
00:06:49:117629822,00:06:49:117781847,152025
00:06:49:117782058,00:06:49:117924645,142587
00:06:49:117924800,00:06:49:118068235,143435
00:06:49:118068443,00:06:49:118210675,142232
00:06:49:118210874,00:06:49:118356155,145281
00:06:49:118356390,00:06:49:118511504,155114
00:06:49:118511720,00:06:49:118655544,143824
00:06:49:118655778,00:06:49:118810341,154563
00:06:49:118810550,00:06:49:118951682,141132
00:06:49:118951895,00:06:49:119096302,144407
00:06:49:119096516,00:06:49:119239627,143111
00:06:49:119239833,00:06:49:119383257,143424
00:06:49:119383494,00:06:49:119536810,153316
00:06:49:119537017,00:06:49:119682002,144985
00:06:49:119682230,00:06:49:119836141,153911
00:06:49:119836370,00:06:49:119979845,143475
00:06:49:119980048,00:06:49:120121676,141628
00:06:49:120121873,00:06:49:120266487,144614
00:06:49:120266679,00:06:49:120410437,143758
00:06:49:120410660,00:06:49:120565411,154751
00:06:49:120565635,00:06:49:120708981,143346
00:06:49:120709189,00:06:49:120862854,153665
00:06:49:120863058,00:06:49:121007580,144522
00:06:49:121007781,00:06:49:121150211,142430
00:06:49:121150399,00:06:49:121304652,154253
00:06:49:121304802,00:06:49:121450596,145794
00:06:49:121450828,00:06:49:121605561,154733
00:06:49:121605779,00:06:49:121747108,141329
00:06:49:121747343,00:06:49:121889692,142349
00:06:49:121889919,00:06:49:122034249,144330
00:06:49:122034462,00:06:49:122177250,142788
00:06:49:122177403,00:06:49:122320126,142723
00:06:49:122320321,00:06:49:122461847,141526
00:06:49:122462045,00:06:49:122607100,145055
00:06:49:122607340,00:06:49:122761753,154413
00:06:49:122762010,00:06:49:122903556,141546
00:06:49:122903700,00:06:49:123045608,141908
00:06:49:123045814,00:06:49:123191170,145356
00:06:49:123191370,00:06:49:123332722,141352
00:06:49:123332885,00:06:49:123477112,144227
00:06:49:123477317,00:06:49:123621274,143957
00:06:49:123621495,00:06:49:123775119,153624
00:06:49:123775352,00:06:49:123919454,144102
00:06:49:123919671,00:06:49:124062186,142515
00:06:49:124062394,00:06:49:124204802,142408
00:06:49:124204954,00:06:49:124348143,143189
00:06:49:124348339,00:06:49:124490845,142506
00:06:49:124491062,00:06:49:124648397,157335
00:06:49:124648637,00:06:49:124801995,153358
00:06:49:124802206,00:06:49:124944642,142436
00:06:49:124944798,00:06:49:125089479,144681
00:06:49:125089702,00:06:49:125232081,142379
00:06:49:125232299,00:06:49:125373376,141077
00:06:49:125373533,00:06:49:125518190,144657
00:06:49:125518391,00:06:49:125663834,145443
00:06:49:125664077,00:06:49:125841869,177792
00:06:49:125842096,00:06:49:125986148,144052
00:06:49:125986365,00:06:49:126142237,155872
00:06:49:126142432,00:06:49:126283634,141202
00:06:49:126283801,00:06:49:126428127,144326
00:06:49:126428326,00:06:49:126569530,141204
00:06:49:126569729,00:06:49:126715847,146118
00:06:49:126716079,00:06:49:126870596,154517
00:06:49:126870776,00:06:49:127024805,154029
00:06:49:127025017,00:06:49:127167472,142455
00:06:49:127167639,00:06:49:127311976,144337
00:06:49:127312131,00:06:49:127455078,142947
00:06:49:127455292,00:06:49:127598024,142732
00:06:49:127598243,00:06:49:127742718,144475
00:06:49:127742982,00:06:49:127897964,154982
00:06:49:127898195,00:06:49:128053732,155537
00:06:49:128053943,00:06:49:128208972,155029
00:06:49:128209170,00:06:49:128352008,142838
00:06:49:128352201,00:06:49:128494974,142773
00:06:49:128495173,00:06:49:128638941,143768
00:06:49:128639193,00:06:49:128794361,155168
00:06:49:128794558,00:06:49:128949321,154763
00:06:49:128949565,00:06:49:129093082,143517
00:06:49:129093261,00:06:49:129236340,143079
00:06:49:129236544,00:06:49:129378917,142373
00:06:49:129379118,00:06:49:129520166,141048
00:06:49:129520318,00:06:49:129711623,191305
00:06:49:129711854,00:06:49:129861689,149835
00:06:49:129861930,00:06:49:130014473,152543
00:06:49:130014682,00:06:49:130159059,144377
00:06:49:130159265,00:06:49:130302524,143259
00:06:49:130302724,00:06:49:130444231,141507
00:06:49:130444445,00:06:49:130586405,141960
00:06:49:130586609,00:06:49:130731723,145114
00:06:49:130731959,00:06:49:130887177,155218
00:06:49:130887345,00:06:49:131031393,144048
00:06:49:131031606,00:06:49:131184412,152806
00:06:49:131184573,00:06:49:131327696,143123
00:06:49:131327896,00:06:49:131472128,144232
00:06:49:131472326,00:06:49:131613578,141252
00:06:49:131613736,00:06:49:131758688,144952
00:06:49:131758907,00:06:49:131914092,155185
00:06:49:131914237,00:06:49:132057967,143730
00:06:49:132058176,00:06:49:132213456,155280
00:06:49:132213674,00:06:49:132354419,140745
00:06:49:132354612,00:06:49:132499067,144455
00:06:49:132499215,00:06:49:132642868,143653
00:06:49:132643094,00:06:49:132796886,153792
00:06:49:132797122,00:06:49:132940030,142908
00:06:49:132940221,00:06:49:133085075,144854
00:06:49:133085303,00:06:49:133240030,154727
00:06:49:133240245,00:06:49:133396255,156010
00:06:49:133396423,00:06:49:133539203,142780
00:06:49:133539366,00:06:49:133694347,154981
00:06:49:133694579,00:06:49:133864194,169615
00:06:49:133864410,00:06:49:134007308,142898
00:06:49:134007509,00:06:49:134150823,143314
00:06:49:134151053,00:06:49:134306330,155277
00:06:49:134306563,00:06:49:134462025,155462
00:06:49:134462220,00:06:49:134618071,155851
00:06:49:134618238,00:06:49:134773467,155229
00:06:49:134773709,00:06:49:134915513,141804
00:06:49:134915721,00:06:49:135059997,144276
00:06:49:135060153,00:06:49:135204412,144259
00:06:49:135204638,00:06:49:135358877,154239
00:06:49:135359103,00:06:49:135500333,141230
00:06:49:135500505,00:06:49:135645604,145099
00:06:49:135645841,00:06:49:135801634,155793
00:06:49:135801852,00:06:49:135956880,155028
00:06:49:135957072,00:06:49:136098287,141215
00:06:49:136098431,00:06:49:136243863,145432
00:06:49:136244056,00:06:49:136386265,142209
00:06:49:136386432,00:06:49:136527356,140924
00:06:49:136527561,00:06:49:136672497,144936
00:06:49:136672693,00:06:49:136828064,155371
00:06:49:136828252,00:06:49:136969814,141562
00:06:49:136969970,00:06:49:137113885,143915
00:06:49:137114076,00:06:49:137257910,143834
00:06:49:137258128,00:06:49:137412891,154763
00:06:49:137413109,00:06:49:137556048,142939
00:06:49:137556204,00:06:49:137699414,143210
00:06:49:137699645,00:06:49:137853285,153640
00:06:49:137853502,00:06:49:137998126,144624
00:06:49:137998281,00:06:49:138141141,142860
00:06:49:138141308,00:06:49:138283747,142439
00:06:49:138283998,00:06:49:138438956,154958
00:06:49:138439195,00:06:49:138581446,142251
00:06:49:138581671,00:06:49:138727040,145369
00:06:49:138727280,00:06:49:138880363,153083
00:06:49:138880573,00:06:49:139023159,142586
00:06:49:139023378,00:06:49:139168134,144756
00:06:49:139168342,00:06:49:139311078,142736
00:06:49:139311290,00:06:49:139453249,141959
00:06:49:139453478,00:06:49:139609776,156298
00:06:49:139610001,00:06:49:139753664,143663
00:06:49:139753912,00:06:49:139907489,153577
00:06:49:139907644,00:06:49:140051672,144028
00:06:49:140051874,00:06:49:140195005,143131
00:06:49:140195203,00:06:49:140336850,141647
00:06:49:140336982,00:06:49:140482099,145117
00:06:49:140482328,00:06:49:140637553,155225
00:06:49:140637807,00:06:49:140791283,153476
00:06:49:140791443,00:06:49:140935820,144377
00:06:49:140936021,00:06:49:141077442,141421
00:06:49:141077657,00:06:49:141221641,143984
00:06:49:141221855,00:06:49:141363454,141599
