Start - HH:MM:SS:NANOSECONDS,End - HH:MM:SS:NANOSECONDS,Difference in NANOSECONDS
00:06:35:923650020,00:06:35:923792761,142741
00:06:35:923792940,00:06:35:923935833,142893
00:06:35:923935991,00:06:35:924078852,142861
00:06:35:924079013,00:06:35:924221577,142564
00:06:35:924221756,00:06:35:924363065,141309
00:06:35:924363239,00:06:35:924507463,144224
00:06:35:924507634,00:06:35:924651366,143732
00:06:35:924651536,00:06:35:924792848,141312
00:06:35:924793014,00:06:35:924936808,143794
00:06:35:924936974,00:06:35:925079526,142552
00:06:35:925079699,00:06:35:925222843,143144
00:06:35:925223006,00:06:35:925365924,142918
00:06:35:925366097,00:06:35:925508711,142614
00:06:35:925508874,00:06:35:925651483,142609
00:06:35:925651646,00:06:35:925794516,142870
00:06:35:925794670,00:06:35:925937368,142698
00:06:35:925937528,00:06:35:926080597,143069
00:06:35:926080755,00:06:35:926223502,142747
00:06:35:926223664,00:06:35:926367533,143869
00:06:35:926367700,00:06:35:926522595,154895
00:06:35:926522758,00:06:35:926666060,143302
00:06:35:926666215,00:06:35:926808797,142582
00:06:35:926808951,00:06:35:926951676,142725
00:06:35:926951830,00:06:35:927094637,142807
00:06:35:927094797,00:06:35:927237296,142499
00:06:35:927237464,00:06:35:927380547,143083
00:06:35:927380705,00:06:35:927523582,142877
00:06:35:927523737,00:06:35:927666479,142742
00:06:35:927666642,00:06:35:927809291,142649
00:06:35:927809448,00:06:35:927952648,143200
00:06:35:927952814,00:06:35:928095756,142942
00:06:35:928095865,00:06:35:928237015,141150
00:06:35:928237126,00:06:35:928381603,144477
00:06:35:928381705,00:06:35:928524617,142912
00:06:35:928524787,00:06:35:928668350,143563
00:06:35:928668529,00:06:35:928823597,155068
00:06:35:928823777,00:06:35:928966309,142532
00:06:35:928966466,00:06:35:929109282,142816
00:06:35:929109438,00:06:35:929252775,143337
00:06:35:929252942,00:06:35:929395567,142625
00:06:35:929395726,00:06:35:929538855,143129
00:06:35:929539023,00:06:35:929681628,142605
00:06:35:929681785,00:06:35:929824486,142701
00:06:35:929824654,00:06:35:929967387,142733
00:06:35:929967543,00:06:35:930110307,142764
00:06:35:930110476,00:06:35:930253359,142883
00:06:35:930253514,00:06:35:930396426,142912
00:06:35:930396592,00:06:35:930539380,142788
00:06:35:930539539,00:06:35:930682696,143157
00:06:35:930682868,00:06:35:930825308,142440
00:06:35:930825466,00:06:35:930968631,143165
00:06:35:930968785,00:06:35:931111264,142479
00:06:35:931111427,00:06:35:931253877,142450
00:06:35:931254048,00:06:35:931397269,143221
00:06:35:931397437,00:06:35:931540899,143462
00:06:35:931541060,00:06:35:931683764,142704
00:06:35:931683947,00:06:35:931825042,141095
00:06:35:931825201,00:06:35:931969532,144331
00:06:35:931969691,00:06:35:932112806,143115
00:06:35:932112975,00:06:35:932255586,142611
00:06:35:932255755,00:06:35:932398505,142750
00:06:35:932398667,00:06:35:932541336,142669
00:06:35:932541507,00:06:35:932684701,143194
00:06:35:932684875,00:06:35:932827201,142326
00:06:35:932827361,00:06:35:932970469,143108
00:06:35:932970593,00:06:35:933113528,142935
00:06:35:933113634,00:06:35:933256735,143101
00:06:35:933256840,00:06:35:933399667,142827
00:06:35:933399841,00:06:35:933542523,142682
00:06:35:933542698,00:06:35:933685826,143128
00:06:35:933685988,00:06:35:933828516,142528
00:06:35:933828682,00:06:35:933971219,142537
00:06:35:933971378,00:06:35:934114219,142841
00:06:35:934114384,00:06:35:934257612,143228
00:06:35:934257787,00:06:35:934400424,142637
00:06:35:934400592,00:06:35:934543315,142723
00:06:35:934543476,00:06:35:934685818,142342
00:06:35:934686012,00:06:35:934829547,143535
00:06:35:934829710,00:06:35:934972514,142804
00:06:35:934972675,00:06:35:935115073,142398
00:06:35:935115226,00:06:35:935258111,142885
00:06:35:935258268,00:06:35:935401215,142947
00:06:35:935401373,00:06:35:935544468,143095
00:06:35:935544628,00:06:35:935687687,143059
00:06:35:935687849,00:06:35:935830382,142533
00:06:35:935830557,00:06:35:935973527,142970
00:06:35:935973692,00:06:35:936116682,142990
00:06:35:936116854,00:06:35:936259389,142535
00:06:35:936259560,00:06:35:936400768,141208
00:06:35:936400945,00:06:35:936545120,144175
00:06:35:936545283,00:06:35:936688835,143552
00:06:35:936688944,00:06:35:936831734,142790
00:06:35:936831904,00:06:35:936974135,142231
00:06:35:936974295,00:06:35:937117414,143119
00:06:35:937117587,00:06:35:937260608,143021
00:06:35:937260716,00:06:35:937403747,143031
00:06:35:937403854,00:06:35:937546145,142291
00:06:35:937546306,00:06:35:937689194,142888
00:06:35:937689370,00:06:35:937832670,143300
00:06:35:937832787,00:06:35:937975562,142775
00:06:35:937975666,00:06:35:938118128,142462
00:06:35:938118294,00:06:35:938261120,142826
00:06:35:938261278,00:06:35:938404354,143076
00:06:35:938404519,00:06:35:938559981,155462
00:06:35:938560154,00:06:35:938703525,143371
00:06:35:938703702,00:06:35:938846464,142762
00:06:35:938846633,00:06:35:938989969,143336
00:06:35:938990077,00:06:35:939132185,142108
00:06:35:939132306,00:06:35:939273717,141411
00:06:35:939273827,00:06:35:939418400,144573
00:06:35:939418559,00:06:35:939561319,142760
00:06:35:939561476,00:06:35:939704453,142977
00:06:35:939704619,00:06:35:939845645,141026
00:06:35:939845802,00:06:35:939990813,145011
00:06:35:939990981,00:06:35:940133457,142476
00:06:35:940133624,00:06:35:940276532,142908
00:06:35:940276698,00:06:35:940419015,142317
00:06:35:940419172,00:06:35:940562065,142893
00:06:35:940562232,00:06:35:940705843,143611
00:06:35:940706016,00:06:35:940861420,155404
00:06:35:940861588,00:06:35:941002742,141154
00:06:35:941002908,00:06:35:941147004,144096
00:06:35:941147165,00:06:35:941290609,143444
00:06:35:941290774,00:06:35:941446180,155406
00:06:35:941446344,00:06:35:941589110,142766
00:06:35:941589272,00:06:35:941731006,141734
00:06:35:941731180,00:06:35:941873903,142723
00:06:35:941874063,00:06:35:942018318,144255
00:06:35:942018493,00:06:35:942161468,142975
00:06:35:942161633,00:06:35:942304392,142759
00:06:35:942304556,00:06:35:942447296,142740
00:06:35:942447452,00:06:35:942589869,142417
00:06:35:942590029,00:06:35:942733390,143361
00:06:35:942733571,00:06:35:942876054,142483
00:06:35:942876214,00:06:35:943019527,143313
00:06:35:943019707,00:06:35:943162466,142759
00:06:35:943162632,00:06:35:943305253,142621
00:06:35:943305422,00:06:35:943448056,142634
00:06:35:943448220,00:06:35:943591286,143066
00:06:35:943591448,00:06:35:943734492,143044
00:06:35:943734662,00:06:35:943877204,142542
00:06:35:943877390,00:06:35:944019977,142587
00:06:35:944020136,00:06:35:944163466,143330
00:06:35:944163622,00:06:35:944305846,142224
00:06:35:944306009,00:06:35:944447395,141386
00:06:35:944447555,00:06:35:944591965,144410
00:06:35:944592125,00:06:35:944735487,143362
00:06:35:944735603,00:06:35:944878204,142601
00:06:35:944878321,00:06:35:945020004,141683
00:06:35:945020172,00:06:35:945164470,144298
00:06:35:945164646,00:06:35:945307359,142713
00:06:35:945307520,00:06:35:945450188,142668
00:06:35:945450351,00:06:35:945592892,142541
00:06:35:945593052,00:06:35:945735961,142909
00:06:35:945736136,00:06:35:945879042,142906
00:06:35:945879204,00:06:35:946021586,142382
00:06:35:946021752,00:06:35:946165172,143420
00:06:35:946165342,00:06:35:946308239,142897
00:06:35:946308401,00:06:35:946449534,141133
00:06:35:946449702,00:06:35:946592404,142702
00:06:35:946592574,00:06:35:946737264,144690
00:06:35:946737445,00:06:35:946880295,142850
00:06:35:946880458,00:06:35:947023819,143361
00:06:35:947023992,00:06:35:947178799,154807
00:06:35:947178955,00:06:35:947322050,143095
00:06:35:947322213,00:06:35:947465034,142821
00:06:35:947465213,00:06:35:947608091,142878
00:06:35:947608249,00:06:35:947751521,143272
00:06:35:947751693,00:06:35:947894153,142460
00:06:35:947894329,00:06:35:948035960,141631
00:06:35:948036125,00:06:35:948180310,144185
00:06:35:948180428,00:06:35:948322952,142524
00:06:35:948323114,00:06:35:948466056,142942
00:06:35:948466221,00:06:35:948608943,142722
00:06:35:948609119,00:06:35:948753033,143914
00:06:35:948769127,00:06:35:948921165,152038
00:06:35:948921336,00:06:35:949064127,142791
00:06:35:949064290,00:06:35:949206863,142573
00:06:35:949207028,00:06:35:949365263,158235
00:06:35:949365421,00:06:35:949519103,153682
00:06:35:949519273,00:06:35:949662647,143374
00:06:35:949662830,00:06:35:949805076,142246
00:06:35:949805247,00:06:35:949948265,143018
00:06:35:949948375,00:06:35:950090796,142421
00:06:35:950090957,00:06:35:950234649,143692
00:06:35:950234851,00:06:35:950377051,142200
00:06:35:950377235,00:06:35:950520143,142908
00:06:35:950520314,00:06:35:950663337,143023
00:06:35:950663533,00:06:35:950805900,142367
00:06:35:950806070,00:06:35:950949064,142994
00:06:35:950949249,00:06:35:951092127,142878
00:06:35:951092287,00:06:35:951234747,142460
00:06:35:951234908,00:06:35:951376166,141258
00:06:35:951376323,00:06:35:951520784,144461
00:06:35:951520968,00:06:35:951664670,143702
00:06:35:951664779,00:06:35:951820084,155305
00:06:35:951820250,00:06:35:951962696,142446
00:06:35:951962860,00:06:35:952105709,142849
00:06:35:952105866,00:06:35:952248912,143046
00:06:35:952249077,00:06:35:952391640,142563
00:06:35:952391798,00:06:35:952533476,141678
00:06:35:952533638,00:06:35:952678405,144767
00:06:35:952678587,00:06:35:952834410,155823
00:06:35:952834573,00:06:35:952976928,142355
00:06:35:952977094,00:06:35:953119778,142684
00:06:35:953119959,00:06:35:953262569,142610
00:06:35:953262724,00:06:35:953405943,143219
00:06:35:953406104,00:06:35:953548608,142504
00:06:35:953548761,00:06:35:953692146,143385
00:06:35:953692318,00:06:35:953834763,142445
00:06:35:953834922,00:06:35:953977881,142959
00:06:35:953978047,00:06:35:954120645,142598
00:06:35:954120810,00:06:35:954264030,143220
00:06:35:954264190,00:06:35:954406689,142499
00:06:35:954406846,00:06:35:954549905,143059
00:06:35:954550063,00:06:35:954693423,143360
00:06:35:954693604,00:06:35:954848755,155151
00:06:35:954848920,00:06:35:954992109,143189
00:06:35:954992271,00:06:35:955135006,142735
00:06:35:955135172,00:06:35:955277504,142332
00:06:35:955277669,00:06:35:955419049,141380
00:06:35:955419216,00:06:35:955563691,144475
00:06:35:955563848,00:06:35:955707818,143970
00:06:35:955707975,00:06:35:955862669,154694
00:06:35:955862829,00:06:35:956004073,141244
00:06:35:956004231,00:06:35:956148714,144483
00:06:35:956148871,00:06:35:956291855,142984
00:06:35:956292009,00:06:35:956434532,142523
00:06:35:956434705,00:06:35:956576020,141315
00:06:35:956576182,00:06:35:956720870,144688
00:06:35:956721051,00:06:35:956863835,142784
00:06:35:956863998,00:06:35:957006642,142644
00:06:35:957006799,00:06:35:957148096,141297
00:06:35:957148253,00:06:35:957292448,144195
00:06:35:957292604,00:06:35:957435852,143248
00:06:35:957436012,00:06:35:957578611,142599
00:06:35:957578765,00:06:35:957721688,142923
00:06:35:957721859,00:06:35:957864955,143096
00:06:35:957865119,00:06:35:958007766,142647
00:06:35:958007925,00:06:35:958150622,142697
00:06:35:958150793,00:06:35:958293496,142703
00:06:35:958293671,00:06:35:958436301,142630
00:06:35:958436465,00:06:35:958579718,143253
00:06:35:958579870,00:06:35:958722629,142759
00:06:35:958722795,00:06:35:958865792,142997
00:06:35:958865949,00:06:35:959008365,142416
00:06:35:959008524,00:06:35:959151806,143282
00:06:35:959151967,00:06:35:959294476,142509
00:06:35:959294635,00:06:35:959437429,142794
00:06:35:959437594,00:06:35:959580572,142978
00:06:35:959580728,00:06:35:959724128,143400
00:06:35:959724289,00:06:35:959866486,142197
00:06:35:959866654,00:06:35:960009846,143192
00:06:35:960010008,00:06:35:960152450,142442
00:06:35:960152615,00:06:35:960308872,156257
00:06:35:960309043,00:06:35:960451189,142146
00:06:35:960451345,00:06:35:960594430,143085
00:06:35:960594589,00:06:35:960737700,143111
00:06:35:960737867,00:06:35:960880694,142827
00:06:35:960880863,00:06:35:961023829,142966
00:06:35:961023995,00:06:35:961166520,142525
00:06:35:961166680,00:06:35:961309983,143303
00:06:35:961310148,00:06:35:961453904,143756
00:06:35:961454082,00:06:35:961609387,155305
00:06:35:961609548,00:06:35:961750767,141219
00:06:35:961750935,00:06:35:961895384,144449
00:06:35:961895548,00:06:35:962037192,141644
00:06:35:962037363,00:06:35:962181241,143878
00:06:35:962181396,00:06:35:962324066,142670
00:06:35:962324226,00:06:35:962467258,143032
00:06:35:962467417,00:06:35:962625447,158030
00:06:35:962625625,00:06:35:962779703,154078
00:06:35:962779866,00:06:35:962922016,142150
00:06:35:962922189,00:06:35:963065368,143179
00:06:35:963065549,00:06:35:963208344,142795
00:06:35:963208502,00:06:35:963350908,142406
00:06:35:963351081,00:06:35:963493951,142870
00:06:35:963494105,00:06:35:963637126,143021
00:06:35:963637290,00:06:35:963780439,143149
00:06:35:963780603,00:06:35:963923168,142565
00:06:35:963923330,00:06:35:964065765,142435
00:06:35:964065925,00:06:35:964221507,155582
00:06:35:964221691,00:06:35:964365443,143752
00:06:35:964365600,00:06:35:964507952,142352
00:06:35:964508114,00:06:35:964649526,141412
00:06:35:964649695,00:06:35:964792443,142748
00:06:35:964792603,00:06:35:964937279,144676
00:06:35:964937434,00:06:35:965079947,142513
00:06:35:965080102,00:06:35:965222963,142861
00:06:35:965223120,00:06:35:965365413,142293
00:06:35:965365570,00:06:35:965508587,143017
00:06:35:965508743,00:06:35:965651485,142742
00:06:35:965651651,00:06:35:965794525,142874
00:06:35:965794699,00:06:35:965937358,142659
00:06:35:965937529,00:06:35:966080663,143134
00:06:35:966080822,00:06:35:966223494,142672
00:06:35:966223652,00:06:35:966366358,142706
00:06:35:966366517,00:06:35:966509375,142858
00:06:35:966509530,00:06:35:966652713,143183
00:06:35:966652886,00:06:35:966795331,142445
00:06:35:966795488,00:06:35:966938174,142686
00:06:35:966938346,00:06:35:967081398,143052
00:06:35:967081552,00:06:35:967224940,143388
00:06:35:967225095,00:06:35:967367227,142132
00:06:35:967367396,00:06:35:967510314,142918
00:06:35:967510473,00:06:35:967653729,143256
00:06:35:967653895,00:06:35:967796624,142729
00:06:35:967796778,00:06:35:967939288,142510
00:06:35:967939451,00:06:35:968082106,142655
00:06:35:968082272,00:06:35:968225371,143099
00:06:35:968225535,00:06:35:968368862,143327
00:06:35:968369022,00:06:35:968511419,142397
00:06:35:968511582,00:06:35:968654636,143054
00:06:35:968654802,00:06:35:968797314,142512
00:06:35:968797488,00:06:35:968940877,143389
00:06:35:968941039,00:06:35:969083343,142304
00:06:35:969083502,00:06:35:969226313,142811
00:06:35:969226467,00:06:35:969369485,143018
00:06:35:969369642,00:06:35:969512366,142724
00:06:35:969512526,00:06:35:969655383,142857
00:06:35:969655549,00:06:35:969798285,142736
00:06:35:969798453,00:06:35:969941329,142876
00:06:35:969941494,00:06:35:970084412,142918
00:06:35:970084574,00:06:35:970226699,142125
00:06:35:970226856,00:06:35:970370454,143598
00:06:35:970370611,00:06:35:970513231,142620
00:06:35:970513390,00:06:35:970656583,143193
00:06:35:970656751,00:06:35:970798312,141561
00:06:35:970798480,00:06:35:970942105,143625
00:06:35:970942265,00:06:35:971085337,143072
00:06:35:971085499,00:06:35:971229272,143773
00:06:35:971229491,00:06:35:971386536,157045
00:06:35:971386700,00:06:35:971539267,152567
00:06:35:971539454,00:06:35:971684187,144733
00:06:35:971684347,00:06:35:971827345,142998
00:06:35:971827550,00:06:35:971982283,154733
00:06:35:971982466,00:06:35:972125289,142823
00:06:35:972125474,00:06:35:972268152,142678
00:06:35:972268324,00:06:35:972411428,143104
00:06:35:972411585,00:06:35:972554497,142912
00:06:35:972554652,00:06:35:972697455,142803
00:06:35:972697637,00:06:35:972840320,142683
00:06:35:972840483,00:06:35:972983921,143438
00:06:35:972984031,00:06:35:973126515,142484
00:06:35:973126625,00:06:35:973267952,141327
00:06:35:973268064,00:06:35:973412616,144552
00:06:35:973412716,00:06:35:973555774,143058
00:06:35:973555949,00:06:35:973698614,142665
00:06:35:973698788,00:06:35:973853012,154224
00:06:35:973853191,00:06:35:973997298,144107
00:06:35:973997462,00:06:35:974140777,143315
00:06:35:974140943,00:06:35:974283226,142283
00:06:35:974283398,00:06:35:974437903,154505
00:06:35:974438079,00:06:35:974582723,144644
00:06:35:974582890,00:06:35:974725828,142938
00:06:35:974726002,00:06:35:974868175,142173
00:06:35:974868338,00:06:35:975011592,143254
00:06:35:975011770,00:06:35:975154298,142528
00:06:35:975154458,00:06:35:975297455,142997
00:06:35:975297631,00:06:35:975440346,142715
00:06:35:975440462,00:06:35:975583429,142967
00:06:35:975583546,00:06:35:975726683,143137
00:06:35:975726800,00:06:35:975869497,142697
00:06:35:975869672,00:06:35:976012131,142459
00:06:35:976012313,00:06:35:976155222,142909
00:06:35:976155390,00:06:35:976298430,143040
00:06:35:976298598,00:06:35:976441395,142797
00:06:35:976441572,00:06:35:976584106,142534
00:06:35:976584271,00:06:35:976727438,143167
00:06:35:976727609,00:06:35:976870272,142663
00:06:35:976870441,00:06:35:977013735,143294
00:06:35:977013907,00:06:35:977156427,142520
00:06:35:977156591,00:06:35:977299467,142876
00:06:35:977299632,00:06:35:977442574,142942
00:06:35:977442740,00:06:35:977585377,142637
00:06:35:977585536,00:06:35:977728727,143191
00:06:35:977728900,00:06:35:977871356,142456
00:06:35:977871513,00:06:35:978014253,142740
00:06:35:978014427,00:06:35:978157595,143168
00:06:35:978157763,00:06:35:978300153,142390
00:06:35:978300316,00:06:35:978441478,141162
00:06:35:978441643,00:06:35:978586278,144635
00:06:35:978586385,00:06:35:978729915,143530
00:06:35:978730082,00:06:35:978872365,142283
00:06:35:978872529,00:06:35:979015054,142525
00:06:35:979015215,00:06:35:979157307,142092
00:06:35:979157476,00:06:35:979301380,143904
00:06:35:979301554,00:06:35:979444042,142488
00:06:35:979444217,00:06:35:979587031,142814
00:06:35:979587192,00:06:35:979730555,143363
00:06:35:979730724,00:06:35:979873534,142810
00:06:35:979873702,00:06:35:980016008,142306
00:06:35:980016181,00:06:35:980159409,143228
00:06:35:980159582,00:06:35:980302442,142860
00:06:35:980302612,00:06:35:980445605,142993
00:06:35:980445719,00:06:35:980588047,142328
00:06:35:980588205,00:06:35:980745511,157306
00:06:35:980745692,00:06:35:980900786,155094
00:06:35:980900907,00:06:35:981043683,142776
00:06:35:981043809,00:06:35:981186044,142235
00:06:35:981186209,00:06:35:981329290,143081
00:06:35:981329450,00:06:35:981472429,142979
00:06:35:981472599,00:06:35:981615653,143054
00:06:35:981615771,00:06:35:981758210,142439
00:06:35:981758379,00:06:35:981901245,142866
00:06:35:981901358,00:06:35:982044542,143184
00:06:35:982044708,00:06:35:982187477,142769
00:06:35:982187588,00:06:35:982331685,144097
00:06:35:982331846,00:06:35:982485946,154100
00:06:35:982486171,00:06:35:982642733,156562
00:06:35:982642862,00:06:35:982785662,142800
00:06:35:982785769,00:06:35:982927985,142216
00:06:35:982928157,00:06:35:983071231,143074
00:06:35:983071411,00:06:35:983213889,142478
00:06:35:983214053,00:06:35:983355665,141612
00:06:35:983355832,00:06:35:983499980,144148
00:06:35:983500144,00:06:35:983643946,143802
00:06:35:983644150,00:06:35:983786443,142293
00:06:35:983786611,00:06:35:983929420,142809
00:06:35:983929581,00:06:35:984072493,142912
00:06:35:984072658,00:06:35:984215306,142648
00:06:35:984215479,00:06:35:984358296,142817
00:06:35:984358475,00:06:35:984501507,143032
00:06:35:984501621,00:06:35:984644580,142959
00:06:35:984644697,00:06:35:984787361,142664
00:06:35:984787466,00:06:35:984930054,142588
00:06:35:984930209,00:06:35:985073983,143774
00:06:35:985074102,00:06:35:985216207,142105
00:06:35:985216368,00:06:35:985359228,142860
00:06:35:985359402,00:06:35:985502331,142929
00:06:35:985502497,00:06:35:985645705,143208
00:06:35:985645812,00:06:35:985786399,140587
00:06:35:985786567,00:06:35:985929268,142701
00:06:35:985929446,00:06:35:986073287,143841
00:06:35:986073466,00:06:35:986217417,143951
00:06:35:986217590,00:06:35:986359925,142335
00:06:35:986360080,00:06:35:986502847,142767
00:06:35:986503014,00:06:35:986646797,143783
00:06:35:986646980,00:06:35:986802547,155567
00:06:35:986802668,00:06:35:986945169,142501
00:06:35:986945278,00:06:35:987088149,142871
00:06:35:987088268,00:06:35:987231520,143252
00:06:35:987231639,00:06:35:987374622,142983
00:06:35:987374786,00:06:35:987516583,141797
00:06:35:987516753,00:06:35:987660611,143858
00:06:35:987660781,00:06:35:987803039,142258
00:06:35:987803201,00:06:35:987946403,143202
00:06:35:987946567,00:06:35:988088180,141613
00:06:35:988088355,00:06:35:988232396,144041
00:06:35:988232561,00:06:35:988375297,142736
00:06:35:988375468,00:06:35:988518500,143032
00:06:35:988518666,00:06:35:988661016,142350
00:06:35:988661185,00:06:35:988802255,141070
00:06:35:988802417,00:06:35:988946862,144445
00:06:35:988947027,00:06:35:989090589,143562
00:06:35:989090771,00:06:35:989233092,142321
00:06:35:989233258,00:06:35:989376374,143116
00:06:35:989376548,00:06:35:989519547,142999
00:06:35:989519723,00:06:35:989662547,142824
00:06:35:989662722,00:06:35:989804714,141992
00:06:35:989804871,00:06:35:989950137,145266
00:06:35:989950327,00:06:35:990104213,153886
00:06:35:990104391,00:06:35:990247380,142989
00:06:35:990247540,00:06:35:990390023,142483
00:06:35:990390183,00:06:35:990532829,142646
00:06:35:990532993,00:06:35:990676647,143654
00:06:35:990676761,00:06:35:990832455,155694
00:06:35:990832620,00:06:35:990974786,142166
00:06:35:990974960,00:06:35:991118046,143086
00:06:35:991118219,00:06:35:991260877,142658
00:06:35:991261057,00:06:35:991404684,143627
00:06:35:991404854,00:06:35:991545896,141042
00:06:35:991546059,00:06:35:991689872,143813
00:06:35:991690034,00:06:35:991832779,142745
00:06:35:991832951,00:06:35:991976309,143358
00:06:35:991976425,00:06:35:992117469,141044
00:06:35:992117635,00:06:35:992260461,142826
00:06:35:992260619,00:06:35:992405353,144734
00:06:35:992405521,00:06:35:992561449,155928
00:06:35:992561614,00:06:35:992703884,142270
00:06:35:992704042,00:06:35:992845149,141107
00:06:35:992845317,00:06:35:992989113,143796
00:06:35:992989272,00:06:35:993133349,144077
00:06:35:993133511,00:06:35:993276024,142513
00:06:35:993276197,00:06:35:993419095,142898
00:06:35:993419272,00:06:35:993562424,143152
00:06:35:993562589,00:06:35:993705365,142776
00:06:35:993705536,00:06:35:993847817,142281
00:06:35:993847989,00:06:35:993990674,142685
00:06:35:993990833,00:06:35:994133741,142908
00:06:35:994133906,00:06:35:994276896,142990
00:06:35:994277071,00:06:35:994419597,142526
00:06:35:994419779,00:06:35:994562919,143140
00:06:35:994563097,00:06:35:994706163,143066
00:06:35:994706332,00:06:35:994849566,143234
00:06:35:994849730,00:06:35:995003676,153946
00:06:35:995003836,00:06:35:995146389,142553
00:06:35:995146574,00:06:35:995291068,144494
00:06:35:995291243,00:06:35:995434172,142929
00:06:35:995434351,00:06:35:995576859,142508
00:06:35:995577025,00:06:35:995720588,143563
00:06:35:995720767,00:06:35:995863089,142322
00:06:35:995863258,00:06:35:996006301,143043
00:06:35:996006476,00:06:35:996148623,142147
00:06:35:996148786,00:06:35:996290074,141288
00:06:35:996290250,00:06:35:996434690,144440
00:06:35:996434844,00:06:35:996578303,143459
00:06:35:996578477,00:06:35:996721327,142850
00:06:35:996721519,00:06:35:996862236,140717
00:06:35:996862411,00:06:35:997006625,144214
00:06:35:997006798,00:06:35:997149962,143164
00:06:35:997150138,00:06:35:997292622,142484
00:06:35:997292814,00:06:35:997435672,142858
00:06:35:997435845,00:06:35:997578612,142767
00:06:35:997578786,00:06:35:997722303,143517
00:06:35:997722468,00:06:35:997864618,142150
00:06:35:997864791,00:06:35:998007842,143051
00:06:35:998008017,00:06:35:998150672,142655
00:06:35:998150845,00:06:35:998294023,143178
00:06:35:998294188,00:06:35:998436547,142359
00:06:35:998436716,00:06:35:998579492,142776
00:06:35:998579658,00:06:35:998723012,143354
00:06:35:998723177,00:06:35:998865920,142743
00:06:35:998866084,00:06:35:999007005,140921
00:06:35:999007167,00:06:35:999151944,144777
00:06:35:999152107,00:06:35:999294931,142824
00:06:35:999295106,00:06:35:999438103,142997
00:06:35:999438288,00:06:35:999580837,142549
00:06:35:999581005,00:06:35:999724364,143359
00:06:35:999724536,00:06:35:999866938,142402
00:06:35:999867102,00:06:36:000010114,143012
00:06:36:000010316,00:06:36:000152552,142236
00:06:36:000152729,00:06:36:000295502,142773
00:06:36:000295664,00:06:36:000438682,143018
00:06:36:000438847,00:06:36:000581771,142924
00:06:36:000581930,00:06:36:000725086,143156
00:06:36:000725264,00:06:36:000866369,141105
00:06:36:000866550,00:06:36:001010883,144333
00:06:36:001011049,00:06:36:001154088,143039
00:06:36:001154272,00:06:36:001309523,155251
00:06:36:001309690,00:06:36:001452837,143147
00:06:36:001453007,00:06:36:001595901,142894
00:06:36:001596063,00:06:36:001738962,142899
00:06:36:001739130,00:06:36:001880309,141179
00:06:36:001880473,00:06:36:002024876,144403
00:06:36:002025045,00:06:36:002167821,142776
00:06:36:002167994,00:06:36:002311064,143070
00:06:36:002311238,00:06:36:002453418,142180
00:06:36:002453585,00:06:36:002596492,142907
00:06:36:002596664,00:06:36:002740353,143689
00:06:36:002740526,00:06:36:002882491,141965
00:06:36:002882674,00:06:36:003026102,143428
00:06:36:003026268,00:06:36:003168783,142515
00:06:36:003168960,00:06:36:003311858,142898
00:06:36:003312029,00:06:36:003455219,143190
00:06:36:003455397,00:06:36:003597427,142030
00:06:36:003597594,00:06:36:003740604,143010
00:06:36:003740778,00:06:36:003883526,142748
00:06:36:003883692,00:06:36:004026902,143210
00:06:36:004027066,00:06:36:004169789,142723
00:06:36:004169982,00:06:36:004311193,141211
00:06:36:004311367,00:06:36:004455824,144457
00:06:36:004455998,00:06:36:004599184,143186
00:06:36:004599302,00:06:36:004741670,142368
00:06:36:004741785,00:06:36:004884640,142855
00:06:36:004884811,00:06:36:005027736,142925
00:06:36:005027905,00:06:36:005170700,142795
00:06:36:005170864,00:06:36:005313472,142608
00:06:36:005313639,00:06:36:005454774,141135
00:06:36:005454935,00:06:36:005599459,144524
00:06:36:005599621,00:06:36:005743161,143540
00:06:36:005743364,00:06:36:005898649,155285
00:06:36:005898765,00:06:36:006041734,142969
00:06:36:006041907,00:06:36:006184752,142845
00:06:36:006184929,00:06:36:006327856,142927
00:06:36:006328037,00:06:36:006470728,142691
00:06:36:006470903,00:06:36:006611914,141011
00:06:36:006612075,00:06:36:006757090,145015
00:06:36:006757257,00:06:36:006899877,142620
00:06:36:006899990,00:06:36:007042619,142629
00:06:36:007042791,00:06:36:007186013,143222
00:06:36:007186193,00:06:36:007328782,142589
00:06:36:007328960,00:06:36:007472080,143120
00:06:36:007472247,00:06:36:007614633,142386
00:06:36:007614799,00:06:36:007755967,141168
00:06:36:007756141,00:06:36:007900094,143953
00:06:36:007900259,00:06:36:008043838,143579
00:06:36:008044002,00:06:36:008186941,142939
00:06:36:008187106,00:06:36:008341093,153987
00:06:36:008341283,00:06:36:008485635,144352
00:06:36:008485797,00:06:36:008629193,143396
00:06:36:008629310,00:06:36:008771546,142236
00:06:36:008771659,00:06:36:008912713,141054
00:06:36:008912888,00:06:36:009057486,144598
00:06:36:009057656,00:06:36:009200866,143210
00:06:36:009201037,00:06:36:009343200,142163
00:06:36:009343367,00:06:36:009486267,142900
00:06:36:009486432,00:06:36:009630029,143597
00:06:36:009630202,00:06:36:009772528,142326
00:06:36:009772716,00:06:36:009915545,142829
00:06:36:009915727,00:06:36:010056953,141226
00:06:36:010057116,00:06:36:010201679,144563
00:06:36:010201847,00:06:36:010345075,143228
00:06:36:010345181,00:06:36:010487584,142403
00:06:36:010487758,00:06:36:010630947,143189
00:06:36:010631129,00:06:36:010773885,142756
