Start - HH:MM:SS:NANOSECONDS,End - HH:MM:SS:NANOSECONDS,Difference in NANOSECONDS
00:20:19:828506897,00:20:19:832504128,3997231
00:20:19:832504397,00:20:19:836498531,3994134
00:20:19:836498837,00:20:19:840504381,4005544
00:20:19:840504640,00:20:19:844509150,4004510
00:20:19:844509399,00:20:19:848503646,3994247
00:20:19:848503896,00:20:19:852499994,3996098
00:20:19:852500262,00:20:19:856496638,3996376
00:20:19:856496868,00:20:19:860500890,4004022
00:20:19:860501200,00:20:19:864514859,4013659
00:20:19:864515115,00:20:19:868504505,3989390
00:20:19:868504792,00:20:19:872497730,3992938
00:20:19:872497985,00:20:19:876502479,4004494
00:20:19:876502745,00:20:19:880498876,3996131
00:20:19:880499107,00:20:19:884506115,4007008
00:20:19:884506400,00:20:19:888499442,3993042
00:20:19:888499695,00:20:19:892509348,4009653
00:20:19:892509673,00:20:19:896500267,3990594
00:20:19:896500527,00:20:19:900507936,4007409
00:20:19:900508238,00:20:19:904504154,3995916
00:20:19:904504446,00:20:19:908497584,3993138
00:20:19:908497835,00:20:19:912503812,4005977
00:20:19:912504072,00:20:19:916500228,3996156
00:20:19:916500516,00:20:19:920505088,4004572
00:20:19:920505374,00:20:19:924499461,3994087
00:20:19:924499713,00:20:19:928506301,4006588
00:20:19:928506589,00:20:19:932500221,3993632
00:20:19:932500492,00:20:19:936497999,3997507
00:20:19:936498284,00:20:19:940503980,4005696
00:20:19:940504236,00:20:19:944498592,3994356
00:20:19:944498843,00:20:19:948502238,4003395
00:20:19:948502499,00:20:19:952500439,3997940
00:20:19:952500729,00:20:19:956495645,3994916
00:20:19:956495887,00:20:19:960500534,4004647
00:20:19:960500902,00:20:19:964506026,4005124
00:20:19:964506290,00:20:19:968499879,3993589
00:20:19:968500122,00:20:19:972506964,4006842
00:20:19:972507207,00:20:19:976501833,3994626
00:20:19:976502063,00:20:19:980497225,3995162
00:20:19:980497464,00:20:19:984502758,4005294
00:20:19:984503021,00:20:19:988527611,4024590
00:20:19:988527876,00:20:19:992502745,3974869
00:20:19:992502992,00:20:19:996512016,4009024
00:20:19:996512359,00:20:20:000505366,3993007
00:20:20:000505641,00:20:20:004499808,3994167
00:20:20:004506752,00:20:20:008495752,3989000
00:20:20:008495989,00:20:20:012501868,4005879
00:20:20:012502100,00:20:20:016505371,4003271
00:20:20:016505640,00:20:20:020503424,3997784
00:20:20:020503662,00:20:20:024499407,3995745
00:20:20:024499653,00:20:20:028502219,4002566
00:20:20:028502460,00:20:20:032498687,3996227
00:20:20:032498940,00:20:20:036505195,4006255
00:20:20:036505443,00:20:20:040508092,4002649
00:20:20:040508326,00:20:20:044506468,3998142
00:20:20:044506737,00:20:20:048504189,3997452
00:20:20:048504618,00:20:20:052511049,4006431
00:20:20:052511450,00:20:20:056504948,3993498
00:20:20:056505448,00:20:20:060500390,3994942
00:20:20:060500744,00:20:20:064505104,4004360
00:20:20:064505399,00:20:20:068508060,4002661
00:20:20:068508298,00:20:20:072505137,3996839
00:20:20:072505387,00:20:20:076499371,3993984
00:20:20:076499606,00:20:20:080504172,4004566
00:20:20:080504417,00:20:20:084501187,3996770
00:20:20:084501417,00:20:20:088507006,4005589
00:20:20:088507285,00:20:20:092509984,4002699
00:20:20:092510232,00:20:20:096498769,3988537
00:20:20:096499029,00:20:20:100502572,4003543
00:20:20:100502843,00:20:20:104509840,4006997
00:20:20:104510091,00:20:20:108504274,3994183
00:20:20:108504513,00:20:20:112517248,4012735
00:20:20:112517491,00:20:20:116505841,3988350
00:20:20:116506141,00:20:20:120510772,4004631
00:20:20:120511062,00:20:20:124504341,3993279
00:20:20:124504590,00:20:20:128500728,3996138
00:20:20:128501030,00:20:20:132507470,4006440
00:20:20:132507724,00:20:20:136502769,3995045
00:20:20:136503031,00:20:20:140498036,3995005
00:20:20:140498281,00:20:20:144504612,4006331
00:20:20:144504876,00:20:20:148507651,4002775
00:20:20:148507890,00:20:20:152505641,3997751
00:20:20:152505918,00:20:20:156500881,3994963
00:20:20:156501133,00:20:20:160504016,4002883
00:20:20:160504261,00:20:20:164501230,3996969
00:20:20:164501490,00:20:20:168507286,4005796
00:20:20:168507601,00:20:20:172502898,3995297
00:20:20:172503158,00:20:20:176508038,4004880
00:20:20:176508286,00:20:20:180504998,3996712
00:20:20:180505300,00:20:20:184499691,3994391
00:20:20:184499954,00:20:20:188505067,4005113
00:20:20:188505369,00:20:20:192501492,3996123
00:20:20:192501761,00:20:20:196505234,4003473
00:20:20:196505486,00:20:20:200501836,3996350
00:20:20:200502066,00:20:20:204508595,4006529
00:20:20:204508889,00:20:20:208502635,3993746
00:20:20:208502873,00:20:20:212506765,4003892
00:20:20:212507065,00:20:20:216503845,3996780
00:20:20:216504099,00:20:20:220506170,4002071
00:20:20:220506393,00:20:20:224510891,4004498
00:20:20:224511106,00:20:20:228501546,3990440
00:20:20:228501807,00:20:20:232505293,4003486
00:20:20:232505554,00:20:20:236520057,4014503
00:20:20:236520341,00:20:20:240507492,3987151
00:20:20:240507774,00:20:20:244501837,3994063
00:20:20:244502126,00:20:20:248507353,4005227
00:20:20:248507636,00:20:20:252505043,3997407
00:20:20:252505321,00:20:20:256497772,3992451
00:20:20:256498018,00:20:20:260503232,4005214
00:20:20:260503461,00:20:20:264509675,4006214
00:20:20:264509938,00:20:20:268503424,3993486
00:20:20:268503704,00:20:20:272498785,3995081
00:20:20:272499013,00:20:20:276507102,4008089
00:20:20:276507383,00:20:20:280500998,3993615
00:20:20:280501255,00:20:20:284505883,4004628
00:20:20:284506140,00:20:20:288503684,3997544
00:20:20:288503954,00:20:20:292506300,4002346
00:20:20:292506536,00:20:20:296502256,3995720
00:20:20:296502500,00:20:20:300500760,3998260
00:20:20:300501037,00:20:20:304507321,4006284
00:20:20:304507630,00:20:20:308502265,3994635
00:20:20:308502568,00:20:20:312507370,4004802
00:20:20:312507658,00:20:20:316500883,3993225
00:20:20:316501151,00:20:20:320505941,4004790
00:20:20:320506184,00:20:20:324503397,3997213
00:20:20:324503664,00:20:20:328506451,4002787
00:20:20:328506709,00:20:20:332502715,3996006
00:20:20:332502996,00:20:20:336501152,3998156
00:20:20:336501444,00:20:20:340504508,4003064
00:20:20:340504742,00:20:20:344510352,4005610
00:20:20:344510605,00:20:20:348506579,3995974
00:20:20:348506855,00:20:20:352502560,3995705
00:20:20:352502833,00:20:20:356506034,4003201
00:20:20:356506286,00:20:20:360520843,4014557
00:20:20:360521093,00:20:20:364505763,3984670
00:20:20:364505993,00:20:20:368502273,3996280
00:20:20:368502543,00:20:20:372500632,3998089
00:20:20:372500895,00:20:20:376504902,4004007
00:20:20:376505206,00:20:20:380517233,4012027
00:20:20:380517464,00:20:20:384505645,3988181
00:20:20:384505903,00:20:20:388499861,3993958
00:20:20:388500108,00:20:20:392505131,4005023
00:20:20:392505373,00:20:20:396502892,3997519
00:20:20:396503157,00:20:20:396662114,158957
00:20:20:396662335,00:20:20:396806848,144513
00:20:20:396807091,00:20:20:396961802,154711
00:20:20:396962039,00:20:20:397102907,140868
00:20:20:397103143,00:20:20:397238051,134908
00:20:20:397238294,00:20:20:397382184,143890
00:20:20:397382421,00:20:20:397525828,143407
00:20:20:397526069,00:20:20:397660768,134699
00:20:20:397661006,00:20:20:397807901,146895
00:20:20:397808153,00:20:20:397948876,140723
00:20:20:397949091,00:20:20:398092403,143312
00:20:20:398092622,00:20:20:398236001,143379
00:20:20:398236206,00:20:20:398380333,144127
00:20:20:398380548,00:20:20:398524449,143901
00:20:20:398524672,00:20:20:398659455,134783
00:20:20:398659666,00:20:20:398803788,144122
00:20:20:398804017,00:20:20:398938892,134875
00:20:20:398939126,00:20:20:399074088,134962
00:20:20:399074317,00:20:20:399208581,134264
00:20:20:399208903,00:20:20:399353188,144285
00:20:20:399353407,00:20:20:399496711,143304
00:20:20:399496940,00:20:20:399632027,135087
00:20:20:399632258,00:20:20:399767230,134972
00:20:20:399767488,00:20:20:399934729,167241
00:20:20:399934953,00:20:20:400074182,139229
00:20:20:400074404,00:20:20:400216533,142129
00:20:20:400216759,00:20:20:400351387,134628
00:20:20:400351608,00:20:20:400513355,161747
00:20:20:400513573,00:20:20:400648424,134851
00:20:20:400648646,00:20:20:400793932,145286
00:20:20:400794191,00:20:20:400945144,150953
00:20:20:400945361,00:20:20:401081983,136622
00:20:20:401082202,00:20:20:401225857,143655
00:20:20:401226076,00:20:20:401368295,142219
00:20:20:401368515,00:20:20:401512119,143604
00:20:20:401512333,00:20:20:401646831,134498
00:20:20:401647043,00:20:20:401791904,144861
00:20:20:401792135,00:20:20:401935650,143515
00:20:20:401935866,00:20:20:402088756,152890
00:20:20:402088996,00:20:20:402241809,152813
00:20:20:402242039,00:20:20:402388401,146362
00:20:20:402388634,00:20:20:402530067,141433
00:20:20:402530303,00:20:20:402677343,147040
00:20:20:402677596,00:20:20:402819561,141965
00:20:20:402819798,00:20:20:402961110,141312
00:20:20:402961317,00:20:20:403096791,135474
00:20:20:403097007,00:20:20:403240012,143005
00:20:20:403240223,00:20:20:403393313,153090
00:20:20:403393527,00:20:20:403537300,143773
00:20:20:403537514,00:20:20:403675519,138005
00:20:20:403675747,00:20:20:403816276,140529
00:20:20:403816497,00:20:20:403961350,144853
00:20:20:403961580,00:20:20:404104588,143008
00:20:20:404104820,00:20:20:404249454,144634
00:20:20:404249683,00:20:20:404394282,144599
00:20:20:404394517,00:20:20:404545436,150919
00:20:20:404545661,00:20:20:404689874,144213
00:20:20:404690119,00:20:20:404834192,144073
00:20:20:404834422,00:20:20:404981326,146904
00:20:20:404981552,00:20:20:405121313,139761
00:20:20:405121539,00:20:20:405265397,143858
00:20:20:405265626,00:20:20:405409799,144173
00:20:20:405410020,00:20:20:405554236,144216
00:20:20:405554460,00:20:20:405689044,134584
00:20:20:405689275,00:20:20:405831771,142496
00:20:20:405832001,00:20:20:405978003,146002
00:20:20:405978223,00:20:20:406120030,141807
00:20:20:406120248,00:20:20:406264201,143953
00:20:20:406264415,00:20:20:406408292,143877
00:20:20:406408510,00:20:20:406552366,143856
00:20:20:406552578,00:20:20:406689599,137021
00:20:20:406689839,00:20:20:406831584,141745
00:20:20:406831804,00:20:20:406976619,144815
00:20:20:406976856,00:20:20:407120412,143556
00:20:20:407120655,00:20:20:407263638,142983
00:20:20:407263875,00:20:20:407407905,144030
00:20:20:407408137,00:20:20:407552142,144005
00:20:20:407552384,00:20:20:407697018,144634
00:20:20:407697259,00:20:20:407844159,146900
00:20:20:407844427,00:20:20:407998684,154257
00:20:20:407998892,00:20:20:408135900,137008
00:20:20:408136108,00:20:20:408280314,144206
00:20:20:408280522,00:20:20:408415077,134555
00:20:20:408415287,00:20:20:408567881,152594
00:20:20:408568094,00:20:20:408714429,146335
00:20:20:408714647,00:20:20:408856391,141744
00:20:20:408856601,00:20:20:409002491,145890
00:20:20:409002734,00:20:20:409145122,142388
00:20:20:409145372,00:20:20:409289205,143833
00:20:20:409289453,00:20:20:409433403,143950
00:20:20:409433652,00:20:20:409577115,143463
00:20:20:409577354,00:20:20:409732237,154883
00:20:20:409732493,00:20:20:409874204,141711
00:20:20:409874450,00:20:20:410018462,144012
00:20:20:410018715,00:20:20:410170575,151860
00:20:20:410170780,00:20:20:410304876,134096
00:20:20:410305079,00:20:20:410449238,144159
00:20:20:410449452,00:20:20:410593255,143803
00:20:20:410593467,00:20:20:410728520,135053
00:20:20:410728753,00:20:20:410871968,143215
00:20:20:410872176,00:20:20:411016819,144643
00:20:20:411017054,00:20:20:411161509,144455
00:20:20:411161745,00:20:20:411306113,144368
00:20:20:411306355,00:20:20:411448542,142187
00:20:20:411448780,00:20:20:411593007,144227
00:20:20:411593248,00:20:20:411739624,146376
00:20:20:411739862,00:20:20:411880952,141090
00:20:20:411881192,00:20:20:412025187,143995
00:20:20:412025404,00:20:20:412168200,142796
00:20:20:412168416,00:20:20:412312403,143987
00:20:20:412312620,00:20:20:412446533,133913
00:20:20:412446744,00:20:20:412590947,144203
00:20:20:412591168,00:20:20:412744842,153674
00:20:20:412745089,00:20:20:412888647,143558
00:20:20:412888866,00:20:20:413042957,154091
00:20:20:413043181,00:20:20:413186179,142998
00:20:20:413186418,00:20:20:413329630,143212
00:20:20:413329855,00:20:20:413473923,144068
00:20:20:413474146,00:20:20:413617487,143341
00:20:20:413617720,00:20:20:413763806,146086
00:20:20:413764046,00:20:20:413905617,141571
00:20:20:413905844,00:20:20:414041091,135247
00:20:20:414041316,00:20:20:414184397,143081
00:20:20:414184618,00:20:20:414319196,134578
00:20:20:414319423,00:20:20:414463582,144159
00:20:20:414463805,00:20:20:414608951,145146
00:20:20:414609170,00:20:20:414752666,143496
00:20:20:414752900,00:20:20:414895357,142457
00:20:20:414895586,00:20:20:415030183,134597
00:20:20:415030391,00:20:20:415165465,135074
00:20:20:415165681,00:20:20:415309123,143442
00:20:20:415309346,00:20:20:415445517,136171
00:20:20:415445732,00:20:20:415588169,142437
00:20:20:415588387,00:20:20:415912397,324010
00:20:20:415912685,00:20:20:416058876,146191
00:20:20:416059124,00:20:20:416201104,141980
00:20:20:416201347,00:20:20:416347106,145759
00:20:20:416347359,00:20:20:416509310,161951
00:20:20:416509554,00:20:20:416661384,151830
00:20:20:416661623,00:20:20:416804648,143025
00:20:20:416804891,00:20:20:416949530,144639
00:20:20:416949773,00:20:20:417090941,141168
00:20:20:417091138,00:20:20:417226629,135491
00:20:20:417226814,00:20:20:417377434,150620
00:20:20:417377623,00:20:20:417513609,135986
00:20:20:417513806,00:20:20:417657872,144066
00:20:20:417658061,00:20:20:417802215,144154
00:20:20:417802473,00:20:20:417936567,134094
00:20:20:417936762,00:20:20:418094189,157427
00:20:20:418094439,00:20:20:418237488,143049
00:20:20:418237755,00:20:20:418380926,143171
00:20:20:418381174,00:20:20:418524731,143557
00:20:20:418524984,00:20:20:418672374,147390
00:20:20:418672650,00:20:20:418814025,141375
00:20:20:418814273,00:20:20:418971578,157305
00:20:20:418971769,00:20:20:419106785,135016
00:20:20:419106986,00:20:20:419250849,143863
00:20:20:419251048,00:20:20:419395049,144001
00:20:20:419395253,00:20:20:419538836,143583
00:20:20:419539049,00:20:20:419677913,138864
00:20:20:419678127,00:20:20:419818037,139910
00:20:20:419818254,00:20:20:419954265,136011
00:20:20:419954504,00:20:20:420097739,143235
00:20:20:420097976,00:20:20:420242889,144913
00:20:20:420243127,00:20:20:420385618,142491
00:20:20:420385848,00:20:20:420521116,135268
00:20:20:420521353,00:20:20:420678789,157436
00:20:20:420679052,00:20:20:420819343,140291
00:20:20:420819578,00:20:20:420961949,142371
00:20:20:420962194,00:20:20:421114010,151816
00:20:20:421114219,00:20:20:421249623,135404
00:20:20:421249832,00:20:20:421394356,144524
00:20:20:421394558,00:20:20:421536889,142331
00:20:20:421537097,00:20:20:421675126,138029
00:20:20:421675351,00:20:20:421817315,141964
00:20:20:421817527,00:20:20:421960432,142905
00:20:20:421960660,00:20:20:422104522,143862
00:20:20:422104752,00:20:20:422248567,143815
00:20:20:422248802,00:20:20:422392439,143637
00:20:20:422392666,00:20:20:422527508,134842
00:20:20:422527730,00:20:20:422674603,146873
00:20:20:422674856,00:20:20:422816323,141467
00:20:20:422816557,00:20:20:422983546,166989
00:20:20:422983773,00:20:20:423122736,138963
00:20:20:423122958,00:20:20:423265240,142282
00:20:20:423265460,00:20:20:423409535,144075
00:20:20:423409747,00:20:20:423553162,143415
00:20:20:423553382,00:20:20:423698178,144796
00:20:20:423698417,00:20:20:423841482,143065
00:20:20:423841707,00:20:20:423978373,136666
00:20:20:423978597,00:20:20:424120315,141718
00:20:20:424120535,00:20:20:424264585,144050
00:20:20:424264804,00:20:20:424408499,143695
00:20:20:424408721,00:20:20:424561893,153172
00:20:20:424562115,00:20:20:424696758,134643
00:20:20:424696980,00:20:20:424841829,144849
00:20:20:424842045,00:20:20:424985341,143296
00:20:20:424985573,00:20:20:425128458,142885
00:20:20:425128682,00:20:20:425273749,145067
00:20:20:425273968,00:20:20:425416241,142273
00:20:20:425416447,00:20:20:425559955,143508
00:20:20:425560179,00:20:20:425705346,145167
00:20:20:425705572,00:20:20:425840047,134475
00:20:20:425840271,00:20:20:425983089,142818
00:20:20:425983308,00:20:20:426127347,144039
00:20:20:426127567,00:20:20:426271618,144051
00:20:20:426271851,00:20:20:426406172,134321
00:20:20:426406388,00:20:20:426549666,143278
00:20:20:426549886,00:20:20:426685817,135931
00:20:20:426686036,00:20:20:426829591,143555
00:20:20:426829814,00:20:20:426973432,143618
00:20:20:426973659,00:20:20:427117226,143567
00:20:20:427117460,00:20:20:427252490,135030
00:20:20:427252727,00:20:20:427397519,144792
00:20:20:427397741,00:20:20:427541717,143976
00:20:20:427541951,00:20:20:427685221,143270
00:20:20:427685459,00:20:20:427828751,143292
00:20:20:427828974,00:20:20:427972658,143684
00:20:20:427972891,00:20:20:428116443,143552
00:20:20:428116673,00:20:20:428260263,143590
00:20:20:428260486,00:20:20:428404512,144026
00:20:20:428404743,00:20:20:428557845,153102
00:20:20:428558066,00:20:20:428703893,145827
00:20:20:428704123,00:20:20:428847169,143046
00:20:20:428847397,00:20:20:429003592,156195
00:20:20:429003806,00:20:20:429151094,147288
00:20:20:429151305,00:20:20:429294983,143678
00:20:20:429295203,00:20:20:429430123,134920
00:20:20:429430332,00:20:20:429573891,143559
00:20:20:429574107,00:20:20:429720961,146854
00:20:20:429721205,00:20:20:429862172,140967
00:20:20:429862393,00:20:20:430006169,143776
00:20:20:430006387,00:20:20:430152032,145645
00:20:20:430152258,00:20:20:430296256,143998
00:20:20:430296489,00:20:20:430448026,151537
00:20:20:430448250,00:20:20:448558950,18110700
00:20:20:448559265,00:20:20:452508513,3949248
00:20:20:452508772,00:20:20:452659381,150609
00:20:20:452659602,00:20:20:452803388,143786
00:20:20:452803635,00:20:20:452946584,142949
00:20:20:452946798,00:20:20:453100562,153764
00:20:20:453100826,00:20:20:453246332,145506
00:20:20:453246568,00:20:20:453388432,141864
00:20:20:453388678,00:20:20:453542156,153478
00:20:20:453542396,00:20:20:453685980,143584
00:20:20:453686253,00:20:20:453830078,143825
00:20:20:453830327,00:20:20:453990181,159854
00:20:20:453990395,00:20:20:454134536,144141
00:20:20:454134760,00:20:20:454269786,135026
00:20:20:454270006,00:20:20:454406704,136698
00:20:20:454406924,00:20:20:454548931,142007
00:20:20:454549154,00:20:20:454694454,145300
00:20:20:454694689,00:20:20:454838741,144052
00:20:20:454838959,00:20:20:455000998,162039
00:20:20:455001238,00:20:20:455143862,142624
00:20:20:455144124,00:20:20:455288622,144498
00:20:20:455288841,00:20:20:455431152,142311
00:20:20:455431379,00:20:20:455575389,144010
00:20:20:455575616,00:20:20:455710566,134950
00:20:20:455710822,00:20:20:455845051,134229
00:20:20:455845296,00:20:20:455998060,152764
00:20:20:455998284,00:20:20:456142282,143998
00:20:20:456142548,00:20:20:456285954,143406
00:20:20:456286184,00:20:20:456421041,134857
00:20:20:456421290,00:20:20:460509985,4088695
00:20:20:460510242,00:20:20:460660444,150202
00:20:20:460660669,00:20:20:460795188,134519
00:20:20:460795435,00:20:20:460939631,144196
00:20:20:460939860,00:20:20:461082988,143128
00:20:20:461083216,00:20:20:461218224,135008
00:20:20:461218458,00:20:20:461361912,143454
00:20:20:461362137,00:20:20:461505918,143781
00:20:20:461506164,00:20:20:461651386,145222
00:20:20:461651628,00:20:20:464504918,2853290
00:20:20:464505170,00:20:20:468501911,3996741
00:20:20:468502189,00:20:20:472506652,4004463
00:20:20:472506884,00:20:20:476501724,3994840
00:20:20:476501957,00:20:20:480506676,4004719
00:20:20:480506925,00:20:20:484522120,4015195
00:20:20:484522364,00:20:20:488508723,3986359
00:20:20:488508961,00:20:20:492504328,3995367
00:20:20:492504565,00:20:20:496510609,4006044
00:20:20:496510896,00:20:20:500504093,3993197
00:20:20:500504323,00:20:20:504510542,4006219
00:20:20:504510777,00:20:20:508506572,3995795
00:20:20:508506799,00:20:20:512502738,3995939
00:20:20:512502994,00:20:20:516510878,4007884
00:20:20:516511173,00:20:20:520503787,3992614
00:20:20:520504026,00:20:20:524508610,4004584
00:20:20:524508870,00:20:20:528503821,3994951
00:20:20:528504070,00:20:20:532499953,3995883
00:20:20:532500190,00:20:20:536504422,4004232
00:20:20:536504646,00:20:20:540512498,4007852
00:20:20:540512799,00:20:20:544507259,3994460
00:20:20:544507518,00:20:20:548515435,4007917
00:20:20:548516115,00:20:20:552511441,3995326
00:20:20:552512203,00:20:20:556516819,4004616
00:20:20:556517224,00:20:20:560510878,3993654
00:20:20:560511237,00:20:20:564513880,4002643
00:20:20:564514165,00:20:20:568510638,3996473
00:20:20:568510957,00:20:20:572504397,3993440
00:20:20:572504669,00:20:20:576509597,4004928
00:20:20:576509825,00:20:20:580505640,3995815
00:20:20:580505867,00:20:20:584501716,3995849
00:20:20:584501967,00:20:20:588506883,4004916
00:20:20:588507172,00:20:20:592513588,4006416
00:20:20:592513877,00:20:20:596506070,3992193
00:20:20:596506338,00:20:20:600511279,4004941
00:20:20:600511515,00:20:20:604509629,3998114
00:20:20:604509866,00:20:20:608525073,4015207
00:20:20:608525359,00:20:20:612510908,3985549
00:20:20:612511203,00:20:20:616515319,4004116
00:20:20:616515571,00:20:20:620509476,3993905
00:20:20:620509748,00:20:20:624508884,3999136
00:20:20:624509194,00:20:20:628503458,3994264
00:20:20:628503718,00:20:20:632505672,4001954
00:20:20:632505892,00:20:20:636502921,3997029
00:20:20:636503182,00:20:20:640510024,4006842
00:20:20:640510302,00:20:20:644502630,3992328
00:20:20:644502858,00:20:20:648508456,4005598
00:20:20:648508707,00:20:20:652506374,3997667
00:20:20:652506658,00:20:20:656509212,4002554
00:20:20:656509454,00:20:20:660533698,4024244
00:20:20:660533941,00:20:20:664511210,3977269
00:20:20:664511442,00:20:20:668505108,3993666
00:20:20:668505333,00:20:20:672514639,4009306
00:20:20:672514928,00:20:20:676508484,3993556
00:20:20:676508724,00:20:20:680502995,3994271
00:20:20:680503252,00:20:20:684508857,4005605
00:20:20:684509141,00:20:20:688505347,3996206
00:20:20:688505583,00:20:20:692508187,4002604
00:20:20:692508413,00:20:20:696507108,3998695
00:20:20:696507362,00:20:20:700505375,3998013
00:20:20:700505905,00:20:20:704508940,4003035
00:20:20:704509237,00:20:20:708504362,3995125
00:20:20:708504687,00:20:20:712509168,4004481
00:20:20:712509454,00:20:20:716503928,3994474
00:20:20:716504230,00:20:20:720508265,4004035
00:20:20:720508521,00:20:20:724507918,3999397
00:20:20:724508154,00:20:20:728510384,4002230
00:20:20:728510612,00:20:20:732523122,4012510
00:20:20:732523374,00:20:20:736512116,3988742
00:20:20:736512379,00:20:20:740507416,3995037
00:20:20:740507700,00:20:20:744510850,4003150
00:20:20:744511126,00:20:20:748508540,3997414
00:20:20:748508840,00:20:20:752503394,3994554
00:20:20:752503645,00:20:20:756509348,4005703
00:20:20:756509588,00:20:20:760504906,3995318
00:20:20:760505165,00:20:20:764508391,4003226
00:20:20:764508641,00:20:20:768506822,3998181
00:20:20:768507075,00:20:20:772501443,3994368
00:20:20:772501688,00:20:20:776506696,4005008
00:20:20:776506945,00:20:20:780512461,4005516
00:20:20:780512738,00:20:20:784518033,4005295
00:20:20:784518284,00:20:20:788502038,3983754
00:20:20:788502250,00:20:20:792508416,4006166
00:20:20:792508662,00:20:20:796505043,3996381
00:20:20:796505299,00:20:20:800508405,4003106
00:20:20:800508656,00:20:20:804506670,3998014
00:20:20:804506950,00:20:20:808510867,4003917
00:20:20:808511120,00:20:20:812506290,3995170
00:20:20:812506518,00:20:20:816512423,4005905
00:20:20:816512685,00:20:20:820507728,3995043
00:20:20:820507975,00:20:20:824512512,4004537
00:20:20:824512760,00:20:20:828509091,3996331
00:20:20:828509367,00:20:20:832513713,4004346
00:20:20:832513967,00:20:20:836507687,3993720
00:20:20:836507904,00:20:20:840513401,4005497
00:20:20:840513689,00:20:20:844510307,3996618
00:20:20:844510549,00:20:20:848504518,3993969
00:20:20:848504763,00:20:20:852512230,4007467
00:20:20:852512516,00:20:20:856525820,4013304
00:20:20:856526083,00:20:20:860513712,3987629
00:20:20:860514020,00:20:20:864507651,3993631
00:20:20:864507878,00:20:20:868513480,4005602
00:20:20:868513737,00:20:20:872509767,3996030
00:20:20:872510035,00:20:20:876505469,3995434
00:20:20:876505731,00:20:20:880520745,4015014
00:20:20:880521012,00:20:20:884504433,3983421
00:20:20:884504698,00:20:20:888508618,4003920
00:20:20:888508858,00:20:20:892507800,3998942
00:20:20:892508088,00:20:20:896512364,4004276
00:20:20:896512601,00:20:20:900507555,3994954
00:20:20:900507780,00:20:20:904504824,3997044
00:20:20:904505135,00:20:20:908509734,4004599
00:20:20:908510006,00:20:20:912514861,4004855
00:20:20:912515121,00:20:20:916509797,3994676
00:20:20:916510048,00:20:20:920513025,4002977
00:20:20:920513289,00:20:20:924510622,3997333
00:20:20:924510871,00:20:20:928507681,3996810
00:20:20:928507947,00:20:20:932513693,4005746
00:20:20:932514030,00:20:20:936512242,3998212
00:20:20:936512554,00:20:20:940513302,4000748
00:20:20:940513571,00:20:20:944507347,3993776
00:20:20:944507603,00:20:20:948503144,3995541
00:20:20:948503392,00:20:20:952510616,4007224
00:20:20:952510915,00:20:20:956504138,3993223
00:20:20:956504371,00:20:20:960512147,4007776
00:20:20:960512432,00:20:20:964522030,4009598
00:20:20:964522503,00:20:20:968512298,3989795
00:20:20:968512598,00:20:20:972508241,3995643
00:20:20:972508522,00:20:20:976512968,4004446
00:20:20:976513266,00:20:20:980524771,4011505
00:20:20:980525152,00:20:20:984512060,3986908
00:20:20:984512339,00:20:20:988510133,3997794
00:20:20:988510426,00:20:20:992515995,4005569
00:20:20:992516322,00:20:20:996508604,3992282
00:20:20:996508888,00:20:21:000505787,3996899
00:20:21:000506082,00:20:21:004511678,4005596
00:20:21:004518803,00:20:21:008515634,3996831
00:20:21:008515909,00:20:21:012511908,3995999
00:20:21:012512157,00:20:21:016514992,4002835
00:20:21:016515239,00:20:21:020513191,3997952
00:20:21:020513460,00:20:21:024511982,3998522
00:20:21:024512335,00:20:21:028511559,3999224
00:20:21:028511802,00:20:21:032510100,3998298
00:20:21:032510401,00:20:21:036518803,4008402
00:20:21:036519116,00:20:21:040509603,3990487
00:20:21:040509851,00:20:21:044507491,3997640
00:20:21:044507787,00:20:21:048513998,4006211
00:20:21:048514417,00:20:21:052508045,3993628
00:20:21:052508373,00:20:21:056514305,4005932
00:20:21:056514589,00:20:21:060512072,3997483
00:20:21:060512532,00:20:21:064514661,4002129
00:20:21:064514979,00:20:21:068508149,3993170
00:20:21:068508460,00:20:21:072515556,4007096
00:20:21:072515832,00:20:21:076509139,3993307
00:20:21:076509412,00:20:21:080516621,4007209
00:20:21:080516913,00:20:21:084513234,3996321
00:20:21:084513527,00:20:21:088512550,3999023
00:20:21:088513448,00:20:21:092514965,4001517
00:20:21:092515281,00:20:21:096510621,3995340
00:20:21:096510979,00:20:21:100513960,4002981
00:20:21:100514240,00:20:21:104526098,4011858
00:20:21:104526352,00:20:21:108505789,3979437
00:20:21:108506054,00:20:21:112509263,4003209
00:20:21:112509515,00:20:21:116515706,4006191
00:20:21:116516010,00:20:21:120520426,4004416
00:20:21:120520681,00:20:21:124505758,3985077
00:20:21:124506001,00:20:21:128510802,4004801
00:20:21:128511055,00:20:21:132507609,3996554
00:20:21:132507890,00:20:21:136512565,4004675
00:20:21:136512839,00:20:21:140510060,3997221
00:20:21:140510320,00:20:21:144519329,4009009
00:20:21:144519675,00:20:21:148511220,3991545
00:20:21:148511494,00:20:21:152506317,3994823
00:20:21:152506628,00:20:21:156511003,4004375
00:20:21:156511257,00:20:21:160518789,4007532
00:20:21:160519143,00:20:21:164511002,3991859
00:20:21:164511270,00:20:21:168517433,4006163
