Start - HH:MM:SS:NANOSECONDS,End - HH:MM:SS:NANOSECONDS,Difference in NANOSECONDS
23:59:44:576548161,23:59:44:576705317,157156
23:59:44:576705524,23:59:44:576872834,167310
23:59:44:576873025,23:59:44:577029081,156056
23:59:44:577029388,23:59:44:577183952,154564
23:59:44:577184245,23:59:44:577353856,169611
23:59:44:577354072,23:59:44:577506942,152870
23:59:44:577507124,23:59:44:577669930,162806
23:59:44:577670308,23:59:44:577839211,168903
23:59:44:577839731,23:59:44:578007348,167617
23:59:44:578007796,23:59:44:578161627,153831
23:59:44:578161896,23:59:44:578331241,169345
23:59:44:578331455,23:59:44:578499531,168076
23:59:44:578499796,23:59:44:578668127,168331
23:59:44:578668364,23:59:44:578835838,167474
23:59:44:578836032,23:59:44:578991761,155729
23:59:44:578991949,23:59:44:579147820,155871
23:59:44:579147999,23:59:44:579304418,156419
23:59:44:579304650,23:59:44:579460110,155460
23:59:44:579460314,23:59:44:579615878,155564
23:59:44:579616058,23:59:44:579772360,156302
23:59:44:579772570,23:59:44:579941475,168905
23:59:44:579941747,23:59:44:580109733,167986
23:59:44:580109919,23:59:44:580266110,156191
23:59:44:580266314,23:59:44:580421945,155631
23:59:44:580422137,23:59:44:580578577,156440
23:59:44:580578764,23:59:44:580747142,168378
23:59:44:580747353,23:59:44:580902903,155550
23:59:44:580903094,23:59:44:581058870,155776
23:59:44:581059035,23:59:44:581215725,156690
23:59:44:581215898,23:59:44:581386319,170421
23:59:44:581386536,23:59:44:581552761,166225
23:59:44:581552954,23:59:44:581710115,157161
23:59:44:581710303,23:59:44:581880759,170456
23:59:44:581880984,23:59:44:582046797,165813
23:59:44:582047009,23:59:44:582202716,155707
23:59:44:582202871,23:59:44:582372190,169319
23:59:44:582372369,23:59:44:582528606,156237
23:59:44:582528785,23:59:44:582684618,155833
23:59:44:582684812,23:59:44:582852707,167895
23:59:44:582852871,23:59:44:583008795,155924
23:59:44:583008979,23:59:44:583165277,156298
23:59:44:583165447,23:59:44:583333718,168271
23:59:44:583333890,23:59:44:583490101,156211
23:59:44:583490308,23:59:44:583646398,156090
23:59:44:583646606,23:59:44:583817417,170811
23:59:44:583817603,23:59:44:583989472,171869
23:59:44:583989843,23:59:44:584155507,165664
23:59:44:584155706,23:59:44:584323120,167414
23:59:44:584323295,23:59:44:584492009,168714
23:59:44:584492218,23:59:44:584661480,169262
23:59:44:584661684,23:59:44:584841698,180014
23:59:44:584841889,23:59:44:584998818,156929
23:59:44:584999123,23:59:44:585155315,156192
23:59:44:585155604,23:59:44:585325276,169672
23:59:44:585325577,23:59:44:585491099,165522
23:59:44:585491281,23:59:44:585648870,157589
23:59:44:585649195,23:59:44:585818089,168894
23:59:44:585818955,23:59:44:585985871,166916
23:59:44:585986047,23:59:44:586141717,155670
23:59:44:586141889,23:59:44:586297682,155793
23:59:44:586297865,23:59:44:586453547,155682
23:59:44:586453726,23:59:44:586597029,143303
23:59:44:586597215,23:59:44:586753457,156242
23:59:44:586753649,23:59:44:586922321,168672
23:59:44:586922875,23:59:44:587090981,168106
23:59:44:587091172,23:59:44:587246886,155714
23:59:44:587247088,23:59:44:587389759,142671
23:59:44:587389919,23:59:44:587546116,156197
23:59:44:587546287,23:59:44:587702578,156291
23:59:44:587702784,23:59:44:587871146,168362
23:59:44:587871335,23:59:44:588027303,155968
23:59:44:588027482,23:59:44:588183913,156431
23:59:44:588184076,23:59:44:588354473,170397
23:59:44:588354648,23:59:44:588521183,166535
23:59:44:588521380,23:59:44:588677175,155795
23:59:44:588677402,23:59:44:588833137,155735
23:59:44:588833325,23:59:44:589004783,171458
23:59:44:589004966,23:59:44:589172840,167874
23:59:44:589173080,23:59:44:589342923,169843
23:59:44:589343255,23:59:44:589497193,153938
23:59:44:589497454,23:59:44:589666713,169259
23:59:44:589666995,23:59:44:589834479,167484
23:59:44:589834828,23:59:44:590003408,168580
23:59:44:590003598,23:59:44:590172035,168437
23:59:44:590172222,23:59:44:590340995,168773
23:59:44:590341190,23:59:44:590496659,155469
23:59:44:590496865,23:59:44:590653578,156713
23:59:44:590653782,23:59:44:590823916,170134
23:59:44:590824311,23:59:44:590992074,167763
23:59:44:590992282,23:59:44:591160130,167848
23:59:44:591160318,23:59:44:591316555,156237
23:59:44:591316711,23:59:44:591485393,168682
23:59:44:591485570,23:59:44:591655841,170271
23:59:44:591656118,23:59:44:591823752,167634
23:59:44:591823953,23:59:44:591992852,168899
23:59:44:591993069,23:59:44:592151258,158189
23:59:44:592151486,23:59:44:592316393,164907
23:59:44:592316798,23:59:44:592488352,171554
23:59:44:592488661,23:59:44:592659637,170976
23:59:44:592659934,23:59:44:592841923,181989
23:59:44:592842389,23:59:44:593020395,178006
23:59:44:593020580,23:59:44:593188023,167443
23:59:44:593188201,23:59:44:593343686,155485
23:59:44:593343855,23:59:44:593499926,156071
23:59:44:593500097,23:59:44:593656649,156552
23:59:44:593656824,23:59:44:593812703,155879
23:59:44:593812917,23:59:44:593981117,168200
23:59:44:593981281,23:59:44:594150584,169303
23:59:44:594150730,23:59:44:594306263,155533
23:59:44:594306410,23:59:44:594461992,155582
23:59:44:594462183,23:59:44:594617936,155753
23:59:44:594618072,23:59:44:594775799,157727
23:59:44:594776016,23:59:44:594943327,167311
23:59:44:594943505,23:59:44:595111902,168397
23:59:44:595112071,23:59:44:595268596,156525
23:59:44:595268782,23:59:44:595439772,170990
23:59:44:595439934,23:59:44:595593721,153787
23:59:44:595593869,23:59:44:595762137,168268
23:59:44:595762280,23:59:44:595931072,168792
23:59:44:595931245,23:59:44:596088770,157525
23:59:44:596089082,23:59:44:596259542,170460
23:59:44:596259703,23:59:44:596427083,167380
23:59:44:596427248,23:59:44:596595403,168155
23:59:44:596595571,23:59:44:596764982,169411
23:59:44:596765193,23:59:44:596933198,168005
23:59:44:596933412,23:59:44:597101257,167845
23:59:44:597101509,23:59:44:597270285,168776
23:59:44:597270442,23:59:44:597426581,156139
23:59:44:597426772,23:59:44:597582304,155532
23:59:44:597582450,23:59:44:597738353,155903
23:59:44:597738563,23:59:44:597893700,155137
23:59:44:597893879,23:59:44:598049905,156026
23:59:44:598050076,23:59:44:598208668,158592
23:59:44:598209106,23:59:44:598376816,167710
23:59:44:598377190,23:59:44:598544626,167436
23:59:44:598544826,23:59:44:598701219,156393
23:59:44:598701574,23:59:44:598870256,168682
23:59:44:598870431,23:59:44:599034083,163652
23:59:44:599034302,23:59:44:599196340,162038
23:59:44:599196617,23:59:44:599359800,163183
23:59:44:599360052,23:59:44:599516700,156648
23:59:44:599516889,23:59:44:599679146,162257
23:59:44:599679529,23:59:44:599848354,168825
23:59:44:599848768,23:59:44:600017211,168443
23:59:44:600017513,23:59:44:600170552,153039
23:59:44:600170749,23:59:44:600338141,167392
23:59:44:600338341,23:59:44:600493861,155520
23:59:44:600494035,23:59:44:600652002,157967
23:59:44:600652253,23:59:44:600832465,180212
23:59:44:600832661,23:59:44:601000759,168098
23:59:44:601000912,23:59:44:601156734,155822
23:59:44:601156910,23:59:44:601312899,155989
23:59:44:601313076,23:59:44:601469066,155990
23:59:44:601469236,23:59:44:601626410,157174
23:59:44:601626586,23:59:44:601794559,167973
23:59:44:601794701,23:59:44:601963286,168585
23:59:44:601963449,23:59:44:602132146,168697
23:59:44:602132317,23:59:44:602290163,157846
23:59:44:602290306,23:59:44:602457270,166964
23:59:44:602457449,23:59:44:602628817,171368
23:59:44:602629035,23:59:44:602795358,166323
23:59:44:602795538,23:59:44:602950848,155310
23:59:44:602951015,23:59:44:603107109,156094
23:59:44:603107276,23:59:44:603279315,172039
23:59:44:603279509,23:59:44:603454461,174952
23:59:44:603454667,23:59:44:603616103,161436
23:59:44:603616324,23:59:44:603784383,168059
23:59:44:603784577,23:59:44:603952215,167638
23:59:44:603952440,23:59:44:604108687,156247
23:59:44:604108851,23:59:44:604263942,155091
23:59:44:604264112,23:59:44:604419774,155662
23:59:44:604419927,23:59:44:604576083,156156
23:59:44:604576279,23:59:44:604745852,169573
23:59:44:604746039,23:59:44:604913603,167564
23:59:44:604913775,23:59:44:605069759,155984
23:59:44:605070051,23:59:44:605227872,157821
23:59:44:605228288,23:59:44:605395315,167027
23:59:44:605395517,23:59:44:605564685,169168
23:59:44:605564948,23:59:44:605731641,166693
23:59:44:605731832,23:59:44:605898929,167097
23:59:44:605899175,23:59:44:606054005,154830
23:59:44:606054199,23:59:44:606216875,162676
23:59:44:606217157,23:59:44:606384002,166845
23:59:44:606384489,23:59:44:606558808,174319
23:59:44:606559372,23:59:44:606737541,178169
23:59:44:606737835,23:59:44:606903754,165919
23:59:44:606903965,23:59:44:607071868,167903
23:59:44:607072054,23:59:44:607228085,156031
23:59:44:607228277,23:59:44:607384024,155747
23:59:44:607384202,23:59:44:607539976,155774
23:59:44:607540140,23:59:44:607698153,158013
23:59:44:607698371,23:59:44:607866031,167660
23:59:44:607866191,23:59:44:608048553,182362
23:59:44:608048702,23:59:44:608215990,167288
23:59:44:608216146,23:59:44:608371896,155750
23:59:44:608372051,23:59:44:608527980,155929
23:59:44:608528127,23:59:44:608685530,157403
23:59:44:608685674,23:59:44:608853142,167468
23:59:44:608853321,23:59:44:609008745,155424
23:59:44:609008934,23:59:44:609166130,157196
23:59:44:609166317,23:59:44:609335990,169673
23:59:44:609336169,23:59:44:609502920,166751
23:59:44:609503096,23:59:44:609673309,170213
23:59:44:609673463,23:59:44:609841308,167845
23:59:44:609841463,23:59:44:610011079,169616
23:59:44:610011244,23:59:44:610178945,167701
23:59:44:610179096,23:59:44:610338184,159088
23:59:44:610338335,23:59:44:610506795,168460
23:59:44:610506961,23:59:44:610676001,169040
23:59:44:610676312,23:59:44:610842506,166194
23:59:44:610842687,23:59:44:611010980,168293
23:59:44:611011232,23:59:44:611180050,168818
23:59:44:611180230,23:59:44:611349744,169514
23:59:44:611349916,23:59:44:611518037,168121
23:59:44:611518211,23:59:44:611674558,156347
23:59:44:611674765,23:59:44:611843720,168955
23:59:44:611843892,23:59:44:612012717,168825
23:59:44:612012869,23:59:44:612181073,168204
23:59:44:612181304,23:59:44:612339231,157927
23:59:44:612339709,23:59:44:612507170,167461
23:59:44:612507350,23:59:44:612673325,165975
23:59:44:612673489,23:59:44:612827676,154187
23:59:44:612827862,23:59:44:612983194,155332
23:59:44:612983485,23:59:44:613146882,163397
23:59:44:613147177,23:59:44:613315874,168697
23:59:44:613316186,23:59:44:613484352,168166
23:59:44:613484726,23:59:44:613651236,166510
23:59:44:613651484,23:59:44:613819735,168251
23:59:44:613819896,23:59:44:613989009,169113
23:59:44:613989154,23:59:44:614157302,168148
23:59:44:614157448,23:59:44:614312836,155388
23:59:44:614312992,23:59:44:614468986,155994
23:59:44:614469141,23:59:44:614628842,159701
23:59:44:614629105,23:59:44:614794210,165105
23:59:44:614794419,23:59:44:614949846,155427
23:59:44:614950044,23:59:44:615106337,156293
23:59:44:615106493,23:59:44:615262613,156120
23:59:44:615262769,23:59:44:615430763,167994
23:59:44:615430956,23:59:44:615587204,156248
23:59:44:615587348,23:59:44:615744173,156825
23:59:44:615744332,23:59:44:615912715,168383
23:59:44:615912912,23:59:44:616090012,177100
23:59:44:616090190,23:59:44:616264970,174780
23:59:44:616265164,23:59:44:616434154,168990
23:59:44:616434336,23:59:44:616603793,169457
23:59:44:616604032,23:59:44:616772149,168117
23:59:44:616772352,23:59:44:616940835,168483
23:59:44:616940988,23:59:44:617109099,168111
23:59:44:617109753,23:59:44:617278243,168490
23:59:44:617278512,23:59:44:617446356,167844
23:59:44:617446516,23:59:44:617601993,155477
23:59:44:617602157,23:59:44:617758722,156565
23:59:44:617758913,23:59:44:617914118,155205
23:59:44:617914318,23:59:44:618069602,155284
23:59:44:618069780,23:59:44:618226134,156354
23:59:44:618226288,23:59:44:618395323,169035
23:59:44:618395485,23:59:44:618551240,155755
23:59:44:618551392,23:59:44:618707374,155982
23:59:44:618707549,23:59:44:618875577,168028
23:59:44:618875764,23:59:44:619031765,156001
23:59:44:619032173,23:59:44:619176892,144719
23:59:44:619177293,23:59:44:619344308,167015
23:59:44:619344514,23:59:44:619511507,166993
23:59:44:619511692,23:59:44:619672421,160729
23:59:44:619672911,23:59:44:619841114,168203
23:59:44:619841276,23:59:44:620014004,172728
23:59:44:620014850,23:59:44:620192759,177909
23:59:44:620193053,23:59:44:620361076,168023
23:59:44:620361333,23:59:44:620529205,167872
23:59:44:620529458,23:59:44:620698951,169493
23:59:44:620699210,23:59:44:620866857,167647
23:59:44:620867072,23:59:44:621034718,167646
23:59:44:621034971,23:59:44:621204776,169805
23:59:44:621205021,23:59:44:621373696,168675
23:59:44:621373936,23:59:44:621543268,169332
23:59:44:621543532,23:59:44:621717691,174159
23:59:44:621717966,23:59:44:621881111,163145
23:59:44:621881365,23:59:44:622049510,168145
23:59:44:622049745,23:59:44:622220457,170712
23:59:44:622220869,23:59:44:622388485,167616
23:59:44:622388780,23:59:44:622557462,168682
23:59:44:622557690,23:59:44:622727515,169825
23:59:44:622727743,23:59:44:622894500,166757
23:59:44:622894712,23:59:44:623063471,168759
23:59:44:623063700,23:59:44:623237563,173863
23:59:44:623237810,23:59:44:623402426,164616
23:59:44:623402625,23:59:44:623578488,175863
23:59:44:623579292,23:59:44:623755427,176135
23:59:44:623755681,23:59:44:623921541,165860
23:59:44:623921777,23:59:44:624089497,167720
23:59:44:624089705,23:59:44:624258753,169048
23:59:44:624258976,23:59:44:624427516,168540
23:59:44:624427723,23:59:44:624597027,169304
23:59:44:624597239,23:59:44:624768013,170774
23:59:44:624768298,23:59:44:624934926,166628
23:59:44:624935152,23:59:44:625103954,168802
23:59:44:625104149,23:59:44:625275652,171503
23:59:44:625275889,23:59:44:625441611,165722
23:59:44:625441813,23:59:44:625610606,168793
23:59:44:625610808,23:59:44:625782107,171299
23:59:44:625782393,23:59:44:625949147,166754
23:59:44:625949382,23:59:44:626117845,168463
23:59:44:626118081,23:59:44:626286792,168711
23:59:44:626286996,23:59:44:626457142,170146
23:59:44:626457446,23:59:44:626638748,181302
23:59:44:626638994,23:59:44:626807840,168846
23:59:44:626808027,23:59:44:626979143,171116
23:59:44:626979412,23:59:44:627131828,152416
23:59:44:627132073,23:59:44:627276699,144626
23:59:44:627276925,23:59:44:627445408,168483
23:59:44:627445639,23:59:44:627613416,167777
23:59:44:627613594,23:59:44:627783742,170148
23:59:44:627784028,23:59:44:627955857,171829
23:59:44:627956199,23:59:44:628127027,170828
23:59:44:628127763,23:59:44:628303360,175597
23:59:44:628303522,23:59:44:628473140,169618
23:59:44:628473402,23:59:44:628642967,169565
23:59:44:628643208,23:59:44:628798507,155299
23:59:44:628798751,23:59:44:628967009,168258
23:59:44:628967205,23:59:44:629133512,166307
23:59:44:629133760,23:59:44:629302421,168661
23:59:44:629302616,23:59:44:629471867,169251
23:59:44:629472067,23:59:44:629641949,169882
23:59:44:629642465,23:59:44:629810636,168171
23:59:44:629811130,23:59:44:629983503,172373
23:59:44:629983883,23:59:44:630148199,164316
23:59:44:630148553,23:59:44:630316912,168359
23:59:44:630317250,23:59:44:630485437,168187
23:59:44:630486035,23:59:44:630654504,168469
23:59:44:630654694,23:59:44:630823023,168329
23:59:44:630823203,23:59:44:630979565,156362
23:59:44:630979723,23:59:44:631150771,171048
23:59:44:631150983,23:59:44:631319762,168779
23:59:44:631320119,23:59:44:631487908,167789
23:59:44:631488246,23:59:44:631659640,171394
23:59:44:631659960,23:59:44:631827949,167989
23:59:44:631828289,23:59:44:631994544,166255
23:59:44:631994980,23:59:44:632161811,166831
23:59:44:632162011,23:59:44:632317964,155953
23:59:44:632318212,23:59:44:632474120,155908
23:59:44:632474303,23:59:44:632635625,161322
23:59:44:632635861,23:59:44:632798926,163065
23:59:44:632799122,23:59:44:632967788,168666
23:59:44:632967949,23:59:44:633137423,169474
23:59:44:633137632,23:59:44:633306416,168784
23:59:44:633306605,23:59:44:633474572,167967
23:59:44:633474746,23:59:44:633630636,155890
23:59:44:633630833,23:59:44:633783007,152174
23:59:44:633783172,23:59:44:633943058,159886
23:59:44:633943484,23:59:44:634112198,168714
23:59:44:634112796,23:59:44:634282385,169589
23:59:44:634282702,23:59:44:634450733,168031
23:59:44:634451100,23:59:44:634630624,179524
23:59:44:634630952,23:59:44:634805822,174870
23:59:44:634806126,23:59:44:634971113,164987
23:59:44:634971376,23:59:44:635139850,168474
23:59:44:635140067,23:59:44:635308567,168500
23:59:44:635308745,23:59:44:635477701,168956
23:59:44:635478004,23:59:44:635645971,167967
23:59:44:635646182,23:59:44:635802375,156193
23:59:44:635802551,23:59:44:635957990,155439
23:59:44:635958163,23:59:44:636132652,174489
23:59:44:636133195,23:59:44:636310131,176936
23:59:44:636310373,23:59:44:636478763,168390
23:59:44:636478928,23:59:44:636651099,172171
23:59:44:636651339,23:59:44:636832624,181285
23:59:44:636832889,23:59:44:636999804,166915
23:59:44:637000029,23:59:44:637167709,167680
23:59:44:637167938,23:59:44:637337162,169224
23:59:44:637337351,23:59:44:637513874,176523
23:59:44:637514305,23:59:44:637691235,176930
23:59:44:637691579,23:59:44:637863354,171775
23:59:44:637863752,23:59:44:638046029,182277
23:59:44:638046451,23:59:44:638223043,176592
23:59:44:638223306,23:59:44:638390088,166782
23:59:44:638390310,23:59:44:638559089,168779
23:59:44:638559259,23:59:44:638730022,170763
23:59:44:638730309,23:59:44:638896256,165947
23:59:44:638896522,23:59:44:639065485,168963
23:59:44:639065697,23:59:44:639235211,169514
23:59:44:639235373,23:59:44:639403873,168500
23:59:44:639404055,23:59:44:639572293,168238
23:59:44:639572493,23:59:44:639741925,169432
23:59:44:639742112,23:59:44:639910843,168731
23:59:44:639911028,23:59:44:640079796,168768
23:59:44:640080022,23:59:44:640249222,169200
23:59:44:640249425,23:59:44:640419035,169610
23:59:44:640419305,23:59:44:640588805,169500
23:59:44:640589180,23:59:44:640757468,168288
23:59:44:640757747,23:59:44:640925205,167458
23:59:44:640925492,23:59:44:641093301,167809
23:59:44:641093539,23:59:44:641262258,168719
23:59:44:641262511,23:59:44:641418812,156301
23:59:44:641419053,23:59:44:641575166,156113
23:59:44:641575427,23:59:44:641745733,170306
23:59:44:641746001,23:59:44:641912651,166650
23:59:44:641912872,23:59:44:642081692,168820
23:59:44:642081864,23:59:44:642250185,168321
23:59:44:642250392,23:59:44:642419966,169574
23:59:44:642420219,23:59:44:642588749,168530
23:59:44:642588970,23:59:44:642758240,169270
23:59:44:642758417,23:59:44:642926134,167717
23:59:44:642926360,23:59:44:643082447,156087
23:59:44:643082599,23:59:44:643238124,155525
23:59:44:643238283,23:59:44:643394105,155822
23:59:44:643394318,23:59:44:643563373,169055
23:59:44:643563577,23:59:44:643736058,172481
23:59:44:643736384,23:59:44:643902426,166042
23:59:44:643902655,23:59:44:644070818,168163
23:59:44:644071039,23:59:44:644244810,173771
23:59:44:644245244,23:59:44:644415192,169948
23:59:44:644415894,23:59:44:644594467,178573
23:59:44:644595139,23:59:44:644765888,170749
23:59:44:644766466,23:59:44:644945946,179480
23:59:44:644946618,23:59:44:645112760,166142
23:59:44:645113024,23:59:44:645280306,167282
23:59:44:645280483,23:59:44:645448967,168484
23:59:44:645449194,23:59:44:645617467,168273
23:59:44:645617659,23:59:44:645773675,156016
23:59:44:645773877,23:59:44:645942630,168753
23:59:44:645942867,23:59:44:646111850,168983
23:59:44:646112041,23:59:44:646280379,168338
23:59:44:646280594,23:59:44:646436424,155830
23:59:44:646436620,23:59:44:646605406,168786
23:59:44:646605610,23:59:44:646762093,156483
23:59:44:646762335,23:59:44:646930346,168011
23:59:44:646930525,23:59:44:647087035,156510
23:59:44:647087249,23:59:44:647255952,168703
23:59:44:647256156,23:59:44:647426638,170482
23:59:44:647426808,23:59:44:647594856,168048
23:59:44:647595048,23:59:44:647800019,204971
23:59:44:647800886,23:59:44:648013306,212420
23:59:44:648013762,23:59:44:648207507,193745
23:59:44:648207954,23:59:44:648372711,164757
23:59:44:648372953,23:59:44:648525551,152598
23:59:44:648525750,23:59:44:648721708,195958
23:59:44:648722160,23:59:44:648922749,200589
23:59:44:648923197,23:59:44:649126806,203609
23:59:44:649127249,23:59:44:649333082,205833
23:59:44:649333531,23:59:44:649504647,171116
23:59:44:649504882,23:59:44:649673886,169004
23:59:44:649674085,23:59:44:649841558,167473
23:59:44:649841730,23:59:44:649997437,155707
23:59:44:649997599,23:59:44:650153660,156061
23:59:44:650153830,23:59:44:650309795,155965
23:59:44:650309957,23:59:44:650452753,142796
23:59:44:650452918,23:59:44:650608457,155539
23:59:44:650608620,23:59:44:650765755,157135
23:59:44:650765931,23:59:44:650936330,170399
23:59:44:650936495,23:59:44:651102741,166246
23:59:44:651102990,23:59:44:651258474,155484
23:59:44:651258637,23:59:44:651414487,155850
23:59:44:651414658,23:59:44:651580474,165816
23:59:44:651580998,23:59:44:651761285,180287
23:59:44:651761739,23:59:44:651940889,179150
23:59:44:651941320,23:59:44:652109428,168108
23:59:44:652109759,23:59:44:652275848,166089
23:59:44:652276097,23:59:44:652443551,167454
23:59:44:652443784,23:59:44:652611875,168091
23:59:44:652612082,23:59:44:652781357,169275
23:59:44:652781592,23:59:44:652949628,168036
23:59:44:652949871,23:59:44:653118254,168383
23:59:44:653118456,23:59:44:653287264,168808
23:59:44:653287466,23:59:44:653456919,169453
23:59:44:653457112,23:59:44:653628919,171807
23:59:44:653629201,23:59:44:653795895,166694
23:59:44:653796169,23:59:44:653963536,167367
23:59:44:653963755,23:59:44:654132241,168486
23:59:44:654132453,23:59:44:654302290,169837
23:59:44:654302526,23:59:44:654471069,168543
23:59:44:654471277,23:59:44:654642281,171004
23:59:44:654642571,23:59:44:654822010,179439
23:59:44:654822355,23:59:44:654987590,165235
23:59:44:654987821,23:59:44:655131365,143544
23:59:44:655131568,23:59:44:655284690,153122
23:59:44:655284889,23:59:44:655445403,160514
23:59:44:655445604,23:59:44:655615377,169773
23:59:44:655615588,23:59:44:655785842,170254
23:59:44:655786127,23:59:44:655952792,166665
23:59:44:655953019,23:59:44:656121453,168434
23:59:44:656121685,23:59:44:656278171,156486
23:59:44:656278370,23:59:44:656446079,167709
23:59:44:656446288,23:59:44:656602099,155811
23:59:44:656602301,23:59:44:656758624,156323
23:59:44:656758879,23:59:44:656927334,168455
23:59:44:656927533,23:59:44:657096466,168933
23:59:44:657096669,23:59:44:657265223,168554
23:59:44:657265437,23:59:44:657437203,171766
23:59:44:657437408,23:59:44:657603898,166490
23:59:44:657604113,23:59:44:657813719,209606
23:59:44:657814815,23:59:44:657995957,181142
23:59:44:657996184,23:59:44:658165310,169126
23:59:44:658165514,23:59:44:658335054,169540
23:59:44:658335345,23:59:44:658507390,172045
23:59:44:658507882,23:59:44:658687874,179992
23:59:44:658688149,23:59:44:658852389,164240
23:59:44:658852649,23:59:44:659021056,168407
23:59:44:659021288,23:59:44:659188998,167710
23:59:44:659189216,23:59:44:659350701,161485
23:59:44:659350874,23:59:44:659514471,163597
23:59:44:659514673,23:59:44:659685033,170360
23:59:44:659685326,23:59:44:659852556,167230
23:59:44:659852804,23:59:44:660021096,168292
23:59:44:660021319,23:59:44:660190547,169228
23:59:44:660190760,23:59:44:660359941,169181
23:59:44:660360165,23:59:44:660528221,168056
23:59:44:660528421,23:59:44:660699622,171201
23:59:44:660699889,23:59:44:660866697,166808
23:59:44:660866931,23:59:44:661035505,168574
23:59:44:661035722,23:59:44:661204183,168461
23:59:44:661204409,23:59:44:661373418,169009
23:59:44:661373625,23:59:44:661543319,169694
23:59:44:661543545,23:59:44:661716678,173133
23:59:44:661716961,23:59:44:661888062,171101
23:59:44:661888929,23:59:44:662059429,170500
23:59:44:662059598,23:59:44:662215034,155436
23:59:44:662215175,23:59:44:662357762,142587
23:59:44:662357939,23:59:44:662513126,155187
23:59:44:662513258,23:59:44:662695178,181920
23:59:44:662695623,23:59:44:662896802,201179
23:59:44:662897263,23:59:44:663079446,182183
23:59:44:663079885,23:59:44:663269610,189725
23:59:44:663270057,23:59:44:663426976,156919
23:59:44:663427218,23:59:44:663582167,154949
23:59:44:663582361,23:59:44:663726435,144074
23:59:44:663726621,23:59:44:663881518,154897
23:59:44:663881690,23:59:44:664024460,142770
23:59:44:664024623,23:59:44:664168014,143391
23:59:44:664168190,23:59:44:664311009,142819
23:59:44:664311178,23:59:44:664466450,155272
23:59:44:664466619,23:59:44:664609978,143359
23:59:44:664610160,23:59:44:664754479,144319
23:59:44:664754713,23:59:44:664909471,154758
23:59:44:664909650,23:59:44:665067330,157680
23:59:44:665067689,23:59:44:665226717,159028
23:59:44:665227034,23:59:44:665382779,155745
23:59:44:665383157,23:59:44:665537000,153843
23:59:44:665537317,23:59:44:665696886,159569
23:59:44:665697272,23:59:44:665862922,165650
23:59:44:665863281,23:59:44:666016522,153241
23:59:44:666016819,23:59:44:666172233,155414
23:59:44:666172463,23:59:44:666327190,154727
23:59:44:666327451,23:59:44:666482746,155295
23:59:44:666482974,23:59:44:666639954,156980
23:59:44:666640190,23:59:44:666795780,155590
23:59:44:666796007,23:59:44:666950850,154843
23:59:44:666951090,23:59:44:667106732,155642
23:59:44:667106955,23:59:44:667263932,156977
23:59:44:667264142,23:59:44:667420231,156089
23:59:44:667420461,23:59:44:667575502,155041
23:59:44:667575728,23:59:44:667732319,156591
23:59:44:667732551,23:59:44:667887636,155085
23:59:44:667887870,23:59:44:668043512,155642
23:59:44:668043733,23:59:44:668199384,155651
23:59:44:668199655,23:59:44:668355511,155856
23:59:44:668355768,23:59:44:668511646,155878
23:59:44:668511869,23:59:44:668673588,161719
23:59:44:668673929,23:59:44:668849758,175829
23:59:44:668850022,23:59:44:669005024,155002
23:59:44:669005260,23:59:44:669161437,156177
23:59:44:669161673,23:59:44:669317688,156015
23:59:44:669317943,23:59:44:669469567,151624
23:59:44:669469810,23:59:44:669611989,142179
23:59:44:669612225,23:59:44:669756000,143775
23:59:44:669756257,23:59:44:669902808,146551
23:59:44:669903089,23:59:44:670058507,155418
23:59:44:670058765,23:59:44:670214954,156189
23:59:44:670215224,23:59:44:670369956,154732
23:59:44:670370219,23:59:44:670526203,155984
23:59:44:670526455,23:59:44:670682692,156237
23:59:44:670682966,23:59:44:670850967,168001
23:59:44:670851222,23:59:44:671007092,155870
23:59:44:671007329,23:59:44:671167370,160041
23:59:44:671167623,23:59:44:671318907,151284
23:59:44:671319157,23:59:44:671475525,156368
23:59:44:671475766,23:59:44:671637387,161621
23:59:44:671637681,23:59:44:671801638,163957
23:59:44:671801905,23:59:44:671956941,155036
23:59:44:671957184,23:59:44:672112420,155236
23:59:44:672112658,23:59:44:672268459,155801
23:59:44:672268696,23:59:44:672432707,164011
23:59:44:672433427,23:59:44:672598634,165207
23:59:44:672599095,23:59:44:672765794,166699
23:59:44:672766245,23:59:44:672923993,157748
23:59:44:672924291,23:59:44:673090404,166113
23:59:44:673090725,23:59:44:673243043,152318
23:59:44:673243299,23:59:44:673398500,155201
23:59:44:673398736,23:59:44:673554583,155847
23:59:44:673554807,23:59:44:673711523,156716
23:59:44:673711780,23:59:44:673866248,154468
23:59:44:673866488,23:59:44:674022060,155572
23:59:44:674022269,23:59:44:674178751,156482
23:59:44:674178960,23:59:44:674334822,155862
23:59:44:674335045,23:59:44:674489989,154944
23:59:44:674490202,23:59:44:674637797,147595
23:59:44:674637992,23:59:44:674789725,151733
23:59:44:674789931,23:59:44:674946492,156561
23:59:44:674946714,23:59:44:675102265,155551
23:59:44:675102490,23:59:44:675258518,156028
23:59:44:675258781,23:59:44:675413541,154760
23:59:44:675413748,23:59:44:675580211,166463
23:59:44:675581208,23:59:44:675739719,158511
23:59:44:675739905,23:59:44:675893409,153504
23:59:44:675893548,23:59:44:676036845,143297
23:59:44:676037016,23:59:44:676179883,142867
23:59:44:676180010,23:59:44:676322179,142169
