Start - HH:MM:SS:NANOSECONDS,End - HH:MM:SS:NANOSECONDS,Difference in NANOSECONDS
23:59:42:581866406,23:59:42:582048015,181609
23:59:42:582048195,23:59:42:582230407,182212
23:59:42:582230582,23:59:42:582412248,181666
23:59:42:582412419,23:59:42:582581701,169282
23:59:42:582581884,23:59:42:582763662,181778
23:59:42:582763885,23:59:42:582933042,169157
23:59:42:582933210,23:59:42:583114416,181206
23:59:42:583114580,23:59:42:583296282,181702
23:59:42:583296446,23:59:42:583464969,168523
23:59:42:583465132,23:59:42:583621906,156774
23:59:42:583622076,23:59:42:583804969,182893
23:59:42:583805270,23:59:42:583971585,166315
23:59:42:583971794,23:59:42:584141602,169808
23:59:42:584141781,23:59:42:584323941,182160
23:59:42:584324108,23:59:42:584505349,181241
23:59:42:584505508,23:59:42:584687016,181508
23:59:42:584687254,23:59:42:584873946,186692
23:59:42:584874156,23:59:42:585051882,177726
23:59:42:585052096,23:59:42:585233994,181898
23:59:42:585234159,23:59:42:585416534,182375
23:59:42:585416707,23:59:42:585597178,180471
23:59:42:585597342,23:59:42:585768781,171439
23:59:42:585769025,23:59:42:585948982,179957
23:59:42:585949175,23:59:42:586118358,169183
23:59:42:586118540,23:59:42:586299484,180944
23:59:42:586299672,23:59:42:586482554,182882
23:59:42:586482730,23:59:42:586664565,181835
23:59:42:586664739,23:59:42:586846397,181658
23:59:42:586846602,23:59:42:587027494,180892
23:59:42:587027672,23:59:42:587196509,168837
23:59:42:587196735,23:59:42:587378190,181455
23:59:42:587378352,23:59:42:587560324,181972
23:59:42:587560558,23:59:42:587743207,182649
23:59:42:587743456,23:59:42:587912443,168987
23:59:42:587912635,23:59:42:588080362,167727
23:59:42:588080539,23:59:42:588265745,185206
23:59:42:588266006,23:59:42:588449838,183832
23:59:42:588450119,23:59:42:588614781,164662
23:59:42:588614983,23:59:42:588796861,181878
23:59:42:588797092,23:59:42:588977871,180779
23:59:42:588978025,23:59:42:589163828,185803
23:59:42:589163983,23:59:42:589329926,165943
23:59:42:589330085,23:59:42:589510975,180890
23:59:42:589511133,23:59:42:589693502,182369
23:59:42:589693729,23:59:42:589875535,181806
23:59:42:589875699,23:59:42:590044128,168429
23:59:42:590044300,23:59:42:590225835,181535
23:59:42:590226231,23:59:42:590407369,181138
23:59:42:590407537,23:59:42:590589468,181931
23:59:42:590589639,23:59:42:590772564,182925
23:59:42:590772850,23:59:42:590940870,168020
23:59:42:590941027,23:59:42:591121355,180328
23:59:42:591121502,23:59:42:591278273,156771
23:59:42:591278396,23:59:42:591460518,182122
23:59:42:591460658,23:59:42:591643232,182574
23:59:42:591643462,23:59:42:591811214,167752
23:59:42:591811452,23:59:42:591993233,181781
23:59:42:591993395,23:59:42:592162338,168943
23:59:42:592162495,23:59:42:592332200,169705
23:59:42:592332342,23:59:42:592499257,166915
23:59:42:592499411,23:59:42:592685861,186450
23:59:42:592686109,23:59:42:592865306,179197
23:59:42:592865483,23:59:42:593033368,167885
23:59:42:593033531,23:59:42:593215251,181720
23:59:42:593215465,23:59:42:593397096,181631
23:59:42:593397277,23:59:42:593566723,169446
23:59:42:593566913,23:59:42:593749043,182130
23:59:42:593749245,23:59:42:593917294,168049
23:59:42:593917460,23:59:42:594086733,169273
23:59:42:594086887,23:59:42:594281970,195083
23:59:42:594282135,23:59:42:594449747,167612
23:59:42:594449908,23:59:42:594619020,169112
23:59:42:594619174,23:59:42:594788244,169070
23:59:42:594788425,23:59:42:594970649,182224
23:59:42:594970816,23:59:42:595152551,181735
23:59:42:595152716,23:59:42:595323092,170376
23:59:42:595323365,23:59:42:595490813,167448
23:59:42:595491026,23:59:42:595673627,182601
23:59:42:595673878,23:59:42:595854483,180605
23:59:42:595854658,23:59:42:596036171,181513
23:59:42:596036341,23:59:42:596210499,174158
23:59:42:596210686,23:59:42:596374573,163887
23:59:42:596374819,23:59:42:596557018,182199
23:59:42:596557425,23:59:42:596726243,168818
23:59:42:596726480,23:59:42:596912036,185556
23:59:42:596912246,23:59:42:597076902,164656
23:59:42:597077101,23:59:42:597246171,169070
23:59:42:597246378,23:59:42:597414387,168009
23:59:42:597414541,23:59:42:597599735,185194
23:59:42:597599934,23:59:42:597779613,179679
23:59:42:597779813,23:59:42:597960497,180684
23:59:42:597960636,23:59:42:598142743,182107
23:59:42:598142905,23:59:42:598315343,172438
23:59:42:598315489,23:59:42:598480984,165495
23:59:42:598481133,23:59:42:598649948,168815
23:59:42:598650095,23:59:42:598830965,180870
23:59:42:598831106,23:59:42:599013322,182216
23:59:42:599013453,23:59:42:599183511,170058
23:59:42:599183655,23:59:42:599364488,180833
23:59:42:599364627,23:59:42:599547951,183324
23:59:42:599548173,23:59:42:599729889,181716
23:59:42:599730080,23:59:42:599923415,193335
23:59:42:599923594,23:59:42:600104957,181363
23:59:42:600105124,23:59:42:600287316,182192
23:59:42:600287494,23:59:42:600456881,169387
23:59:42:600457054,23:59:42:600640760,183706
23:59:42:600640970,23:59:42:600820502,179532
23:59:42:600820689,23:59:42:601001711,181022
23:59:42:601001898,23:59:42:601171511,169613
23:59:42:601171702,23:59:42:601365240,193538
23:59:42:601365456,23:59:42:601521807,156351
23:59:42:601521972,23:59:42:601704147,182175
23:59:42:601704314,23:59:42:601875948,171634
23:59:42:601876129,23:59:42:602041796,165667
23:59:42:602041961,23:59:42:602212333,170372
23:59:42:602212619,23:59:42:602381233,168614
23:59:42:602381507,23:59:42:602562404,180897
23:59:42:602562592,23:59:42:602732443,169851
23:59:42:602732660,23:59:42:602912664,180004
23:59:42:602912808,23:59:42:603095140,182332
23:59:42:603095276,23:59:42:603277103,181827
23:59:42:603277428,23:59:42:603459404,181976
23:59:42:603459594,23:59:42:603641750,182156
23:59:42:603642573,23:59:42:603827626,185053
23:59:42:603828022,23:59:42:604009150,181128
23:59:42:604009534,23:59:42:604190208,180674
23:59:42:604190544,23:59:42:604359275,168731
23:59:42:604359588,23:59:42:604540769,181181
23:59:42:604541081,23:59:42:604710736,169655
23:59:42:604711060,23:59:42:604891832,180772
23:59:42:604892136,23:59:42:605073037,180901
23:59:42:605073352,23:59:42:605255182,181830
23:59:42:605255498,23:59:42:605436745,181247
23:59:42:605437065,23:59:42:605607277,170212
23:59:42:605607592,23:59:42:605789373,181781
23:59:42:605789701,23:59:42:605970362,180661
23:59:42:605970684,23:59:42:606144945,174261
23:59:42:606145600,23:59:42:606334972,189372
23:59:42:606335300,23:59:42:606529091,193791
23:59:42:606529409,23:59:42:606701563,172154
23:59:42:606702044,23:59:42:606882169,180125
23:59:42:606882508,23:59:42:607050730,168222
23:59:42:607051051,23:59:42:607231961,180910
23:59:42:607232272,23:59:42:607414275,182003
23:59:42:607414569,23:59:42:607596614,182045
23:59:42:607596901,23:59:42:607766585,169684
23:59:42:607766949,23:59:42:607947487,180538
23:59:42:607947797,23:59:42:608128896,181099
23:59:42:608129186,23:59:42:608298439,169253
23:59:42:608298806,23:59:42:608479607,180801
23:59:42:608479920,23:59:42:608687386,207466
23:59:42:608687789,23:59:42:608869322,181533
23:59:42:608869592,23:59:42:609038897,169305
23:59:42:609039214,23:59:42:609207888,168674
23:59:42:609208145,23:59:42:609389692,181547
23:59:42:609390007,23:59:42:609571213,181206
23:59:42:609571532,23:59:42:609754621,183089
23:59:42:609754953,23:59:42:609937363,182410
23:59:42:609937738,23:59:42:610119495,181757
23:59:42:610119837,23:59:42:610300056,180219
23:59:42:610300376,23:59:42:610483248,182872
23:59:42:610483666,23:59:42:610669431,185765
23:59:42:610669941,23:59:42:610849251,179310
23:59:42:610849834,23:59:42:611029470,179636
23:59:42:611029845,23:59:42:611197637,167792
23:59:42:611198018,23:59:42:611367895,169877
23:59:42:611368282,23:59:42:611562085,193803
23:59:42:611562498,23:59:42:611739497,176999
23:59:42:611739808,23:59:42:611926945,187137
23:59:42:611927374,23:59:42:612106976,179602
23:59:42:612107350,23:59:42:612276242,168892
23:59:42:612276570,23:59:42:612444926,168356
23:59:42:612445232,23:59:42:612628633,183401
23:59:42:612628955,23:59:42:612812018,183063
23:59:42:612812667,23:59:42:613056919,244252
23:59:42:613057293,23:59:42:613237372,180079
23:59:42:613237674,23:59:42:613405740,168066
23:59:42:613406045,23:59:42:613589643,183598
23:59:42:613589963,23:59:42:614451133,861170
23:59:42:614451434,23:59:42:614637456,186022
23:59:42:614637718,23:59:42:614825634,187916
23:59:42:614826052,23:59:42:615005413,179361
23:59:42:615005741,23:59:42:615189025,183284
23:59:42:615189316,23:59:42:615369084,179768
23:59:42:615369397,23:59:42:615551490,182093
23:59:42:615551810,23:59:42:615735151,183341
23:59:42:615735467,23:59:42:615914991,179524
23:59:42:615915299,23:59:42:616097614,182315
23:59:42:616097877,23:59:42:616266858,168981
23:59:42:616267168,23:59:42:616435763,168595
23:59:42:616436080,23:59:42:616603585,167505
23:59:42:616603902,23:59:42:616786210,182308
23:59:42:616786533,23:59:42:616968163,181630
23:59:42:616968483,23:59:42:617137668,169185
23:59:42:617137987,23:59:42:617319773,181786
23:59:42:617320110,23:59:42:617487848,167738
23:59:42:617488179,23:59:42:617658305,170126
23:59:42:617658653,23:59:42:617840094,181441
23:59:42:617840427,23:59:42:618009620,169193
23:59:42:618009956,23:59:42:618190458,180502
23:59:42:618190779,23:59:42:618359484,168705
23:59:42:618359800,23:59:42:618528059,168259
23:59:42:618528375,23:59:42:618711178,182803
23:59:42:618711494,23:59:42:618892484,180990
23:59:42:618892802,23:59:42:619061651,168849
23:59:42:619061961,23:59:42:619230460,168499
23:59:42:619230779,23:59:42:619400487,169708
23:59:42:619400929,23:59:42:619577028,176099
23:59:42:619577281,23:59:42:619738998,161717
23:59:42:619739297,23:59:42:619916016,176719
23:59:42:619916290,23:59:42:620084159,167869
23:59:42:620084401,23:59:42:620260261,175860
23:59:42:620260594,23:59:42:620435602,175008
23:59:42:620435873,23:59:42:620610529,174656
23:59:42:620610845,23:59:42:620773548,162703
23:59:42:620773821,23:59:42:620955449,181628
23:59:42:620955662,23:59:42:621112430,156768
23:59:42:621112703,23:59:42:621282733,170030
23:59:42:621282964,23:59:42:621449528,166564
23:59:42:621449756,23:59:42:621628293,178537
23:59:42:621628610,23:59:42:621813038,184428
23:59:42:621813310,23:59:42:621987901,174591
23:59:42:621988218,23:59:42:622164099,175881
23:59:42:622164374,23:59:42:622338940,174566
23:59:42:622339262,23:59:42:622514773,175511
23:59:42:622515046,23:59:42:622688625,173579
23:59:42:622688848,23:59:42:622867142,178294
23:59:42:622867417,23:59:42:623049243,181826
23:59:42:623049529,23:59:42:623221189,171660
23:59:42:623221522,23:59:42:623386673,165151
23:59:42:623386946,23:59:42:623555631,168685
23:59:42:623555878,23:59:42:623716403,160525
23:59:42:623716699,23:59:42:623879546,162847
23:59:42:623879818,23:59:42:624047476,167658
23:59:42:624047727,23:59:42:624218201,170474
23:59:42:624218471,23:59:42:624405271,186800
23:59:42:624405554,23:59:42:624575202,169648
23:59:42:624575476,23:59:42:624751399,175923
23:59:42:624751705,23:59:42:624936248,184543
23:59:42:624936529,23:59:42:625112915,176386
23:59:42:625113134,23:59:42:625284735,171601
23:59:42:625285016,23:59:42:625464535,179519
23:59:42:625464767,23:59:42:625637215,172448
23:59:42:625637452,23:59:42:625808741,171289
23:59:42:625809012,23:59:42:625983477,174465
23:59:42:625983720,23:59:42:626147280,163560
23:59:42:626147603,23:59:42:626323558,175955
23:59:42:626323830,23:59:42:626476765,152935
23:59:42:626477011,23:59:42:626653364,176353
23:59:42:626653623,23:59:42:626829229,175606
23:59:42:626829448,23:59:42:627006439,176991
23:59:42:627006801,23:59:42:627181830,175029
23:59:42:627182065,23:59:42:627349117,167052
23:59:42:627349302,23:59:42:627505071,155769
23:59:42:627505283,23:59:42:627667924,162641
23:59:42:627668159,23:59:42:627842148,173989
23:59:42:627842378,23:59:42:628006860,164482
23:59:42:628007188,23:59:42:628169574,162386
23:59:42:628169806,23:59:42:628341220,171414
23:59:42:628341512,23:59:42:628523805,182293
23:59:42:628524075,23:59:42:628706033,181958
23:59:42:628706275,23:59:42:628885417,179142
23:59:42:628885695,23:59:42:629064875,179180
23:59:42:629065058,23:59:42:629229084,164026
23:59:42:629229405,23:59:42:629404748,175343
23:59:42:629405021,23:59:42:629572570,167549
23:59:42:629572796,23:59:42:629733676,160880
23:59:42:629733949,23:59:42:629897992,164043
23:59:42:629898246,23:59:42:630060229,161983
23:59:42:630060558,23:59:42:630223835,163277
23:59:42:630224106,23:59:42:630391092,166986
23:59:42:630391307,23:59:42:630562675,171368
23:59:42:630562951,23:59:42:630743245,180294
23:59:42:630743477,23:59:42:630918457,174980
23:59:42:630918785,23:59:42:631098621,179836
23:59:42:631098894,23:59:42:631262725,163831
23:59:42:631262963,23:59:42:631425776,162813
23:59:42:631426094,23:59:42:631602941,176847
23:59:42:631603211,23:59:42:631768458,165247
23:59:42:631768703,23:59:42:631932327,163624
23:59:42:631932658,23:59:42:632108173,175515
23:59:42:632108446,23:59:42:632266856,158410
23:59:42:632267031,23:59:42:632439224,172193
23:59:42:632439546,23:59:42:632615473,175927
23:59:42:632615735,23:59:42:632774446,158711
23:59:42:632774692,23:59:42:632958211,183519
23:59:42:632958485,23:59:42:633124749,166264
23:59:42:633124979,23:59:42:633309630,184651
23:59:42:633309959,23:59:42:633477722,167763
23:59:42:633477992,23:59:42:633655223,177231
23:59:42:633655432,23:59:42:633826087,170655
23:59:42:633826300,23:59:42:634000398,174098
23:59:42:634000787,23:59:42:634162132,161345
23:59:42:634162389,23:59:42:634333720,171331
23:59:42:634333951,23:59:42:634500810,166859
23:59:42:634501084,23:59:42:634681190,180106
23:59:42:634681419,23:59:42:634857339,175920
23:59:42:634857670,23:59:42:635034582,176912
23:59:42:635034847,23:59:42:635217031,182184
23:59:42:635217197,23:59:42:635384731,167534
23:59:42:635385008,23:59:42:635552621,167613
23:59:42:635552855,23:59:42:635729430,176575
23:59:42:635729755,23:59:42:635909292,179537
23:59:42:635909573,23:59:42:636085056,175483
23:59:42:636085283,23:59:42:636256827,171544
23:59:42:636257159,23:59:42:636429079,171920
23:59:42:636429352,23:59:42:636595321,165969
23:59:42:636595541,23:59:42:636779553,184012
23:59:42:636779799,23:59:42:636964155,184356
23:59:42:636964534,23:59:42:637125589,161055
23:59:42:637125836,23:59:42:637299237,173401
23:59:42:637299555,23:59:42:637480131,180576
23:59:42:637480438,23:59:42:637661202,180764
23:59:42:637661521,23:59:42:637848241,186720
23:59:42:637848616,23:59:42:638015227,166611
23:59:42:638016033,23:59:42:638192454,176421
23:59:42:638192682,23:59:42:638363628,170946
23:59:42:638363799,23:59:42:638530964,167165
23:59:42:638531240,23:59:42:638721300,190060
23:59:42:638721793,23:59:42:638934914,213121
23:59:42:638935306,23:59:42:639157281,221975
23:59:42:639157705,23:59:42:639370829,213124
23:59:42:639371262,23:59:42:639561951,190689
23:59:42:639562496,23:59:42:639759393,196897
23:59:42:639759802,23:59:42:639987881,228079
23:59:42:639988324,23:59:42:640207362,219038
23:59:42:640207765,23:59:42:640395910,188145
23:59:42:640396158,23:59:42:640558244,162086
23:59:42:640558440,23:59:42:640714248,155808
23:59:42:640714465,23:59:42:640900772,186307
23:59:42:640900956,23:59:42:641077503,176547
23:59:42:641077679,23:59:42:641232169,154490
23:59:42:641232358,23:59:42:641390285,157927
23:59:42:641390471,23:59:42:641546587,156116
23:59:42:641546764,23:59:42:641715575,168811
23:59:42:641715773,23:59:42:641887085,171312
23:59:42:641887267,23:59:42:642071638,184371
23:59:42:642072022,23:59:42:642255901,183879
23:59:42:642256209,23:59:42:642435100,178891
23:59:42:642435289,23:59:42:642617452,182163
23:59:42:642617616,23:59:42:642834951,217335
23:59:42:642835731,23:59:42:643074430,238699
23:59:42:643074879,23:59:42:643316690,241811
23:59:42:643317193,23:59:42:643519839,202646
23:59:42:643520392,23:59:42:643702049,181657
23:59:42:643702391,23:59:42:643891177,188786
23:59:42:643891502,23:59:42:644071617,180115
23:59:42:644071864,23:59:42:644241986,170122
23:59:42:644242200,23:59:42:644410367,168167
23:59:42:644410565,23:59:42:644596437,185872
23:59:42:644596754,23:59:42:644788739,191985
23:59:42:644789015,23:59:42:644967481,178466
23:59:42:644967714,23:59:42:645149367,181653
23:59:42:645149532,23:59:42:645319186,169654
23:59:42:645319351,23:59:42:645500765,181414
23:59:42:645500996,23:59:42:645685088,184092
23:59:42:645685454,23:59:42:645874226,188772
23:59:42:645874474,23:59:42:646060990,186516
23:59:42:646061243,23:59:42:646241854,180611
23:59:42:646242042,23:59:42:646422447,180405
23:59:42:646422634,23:59:42:646592420,169786
23:59:42:646592612,23:59:42:646774499,181887
23:59:42:646774677,23:59:42:646942357,167680
23:59:42:646942528,23:59:42:647111629,169101
23:59:42:647111798,23:59:42:647280614,168816
23:59:42:647280804,23:59:42:647449932,169128
23:59:42:647450109,23:59:42:647618927,168818
23:59:42:647619097,23:59:42:647789707,170610
23:59:42:647789893,23:59:42:647969852,179959
23:59:42:647970034,23:59:42:648125927,155893
23:59:42:648126133,23:59:42:648294526,168393
23:59:42:648294708,23:59:42:648450655,155947
23:59:42:648450832,23:59:42:648606677,155845
23:59:42:648606854,23:59:42:648764993,158139
23:59:42:648765253,23:59:42:648944352,179099
23:59:42:648944555,23:59:42:649113673,169118
23:59:42:649113830,23:59:42:649296211,182381
23:59:42:649296578,23:59:42:649464693,168115
23:59:42:649464850,23:59:42:649620483,155633
23:59:42:649620704,23:59:42:649803735,183031
23:59:42:649803938,23:59:42:649971623,167685
23:59:42:649971864,23:59:42:650140566,168702
23:59:42:650140743,23:59:42:650296365,155622
23:59:42:650296530,23:59:42:650439223,142693
23:59:42:650439385,23:59:42:650582601,143216
23:59:42:650582746,23:59:42:650727093,144347
23:59:42:650727235,23:59:42:650888026,160791
23:59:42:650888477,23:59:42:651044511,156034
23:59:42:651045302,23:59:42:651210137,164835
23:59:42:651210371,23:59:42:651363810,153439
23:59:42:651364025,23:59:42:651520432,156407
23:59:42:651520702,23:59:42:651678132,157430
23:59:42:651678459,23:59:42:651832459,154000
23:59:42:651832738,23:59:42:651988091,155353
23:59:42:651988305,23:59:42:652144112,155807
23:59:42:652144326,23:59:42:652299919,155593
23:59:42:652300148,23:59:42:652455309,155161
23:59:42:652455542,23:59:42:652609226,153684
23:59:42:652609462,23:59:42:652754519,145057
23:59:42:652754769,23:59:42:652906670,151901
23:59:42:652906917,23:59:42:653053872,146955
23:59:42:653054119,23:59:42:653209492,155373
