Start - HH:MM:SS:NANOSECONDS,     End - HH:MM:SS:NANOSECONDS,     Difference in NANOSECONDS
23:47:25:108830387,     23:47:25:108982699,     152312
23:47:25:108982849,     23:47:25:109135763,     152914
23:47:25:109135917,     23:47:25:109288442,     152525
23:47:25:109288584,     23:47:25:109441933,     153349
23:47:25:109442075,     23:47:25:109594468,     152393
23:47:25:109594608,     23:47:25:109747855,     153247
23:47:25:109748011,     23:47:25:109900891,     152880
23:47:25:109901048,     23:47:25:110053901,     152853
23:47:25:110054051,     23:47:25:110206725,     152674
23:47:25:110206874,     23:47:25:110359710,     152836
23:47:25:110359850,     23:47:25:110511247,     151397
23:47:25:110511380,     23:47:25:110657442,     146062
23:47:25:110657612,     23:47:25:110808565,     150953
23:47:25:110808721,     23:47:25:110953104,     144383
23:47:25:110953239,     23:47:25:111106832,     153593
23:47:25:111106973,     23:47:25:111259723,     152750
23:47:25:111259864,     23:47:25:111412348,     152484
23:47:25:111412489,     23:47:25:111565569,     153080
23:47:25:111565717,     23:47:25:111719026,     153309
23:47:25:111719196,     23:47:25:111872179,     152983
23:47:25:111872345,     23:47:25:112024793,     152448
23:47:25:112024951,     23:47:25:112175850,     150899
23:47:25:112175994,     23:47:25:112321840,     145846
23:47:25:112321990,     23:47:25:112475156,     153166
23:47:25:112475307,     23:47:25:112629111,     153804
23:47:25:112629278,     23:47:25:112778807,     149529
23:47:25:112778969,     23:47:25:112924439,     145470
23:47:25:112924583,     23:47:25:113077698,     153115
23:47:25:113077867,     23:47:25:113230700,     152833
23:47:25:113230841,     23:47:25:113383680,     152839
23:47:25:113383823,     23:47:25:113536520,     152697
23:47:25:113536662,     23:47:25:113690329,     153667
23:47:25:113690491,     23:47:25:113842517,     152026
23:47:25:113842681,     23:47:25:113995727,     153046
23:47:25:113995887,     23:47:25:114148447,     152560
23:47:25:114148600,     23:47:25:114301617,     153017
23:47:25:114301765,     23:47:25:114445321,     143556
23:47:25:114445465,     23:47:25:114597787,     152322
23:47:25:114597933,     23:47:25:114743431,     145498
23:47:25:114743578,     23:47:25:114896076,     152498
23:47:25:114896245,     23:47:25:115048251,     152006
23:47:25:115048410,     23:47:25:115199781,     151371
23:47:25:115199923,     23:47:25:115345484,     145561
23:47:25:115345635,     23:47:25:115498678,     153043
23:47:25:115498831,     23:47:25:115651610,     152779
23:47:25:115651784,     23:47:25:115804676,     152892
23:47:25:115804839,     23:47:25:115955808,     150969
23:47:25:115955962,     23:47:25:116100993,     145031
23:47:25:116101137,     23:47:25:116254400,     153263
23:47:25:116254554,     23:47:25:116405864,     151310
23:47:25:116406007,     23:47:25:116551407,     145400
23:47:25:116551570,     23:47:25:116705152,     153582
23:47:25:116705331,     23:47:25:116858005,     152674
23:47:25:116858160,     23:47:25:117010706,     152546
23:47:25:117010861,     23:47:25:117163661,     152800
23:47:25:117163817,     23:47:25:117316871,     153054
23:47:25:117317036,     23:47:25:117469956,     152920
23:47:25:117470113,     23:47:25:117623869,     153756
23:47:25:117624039,     23:47:25:117776297,     152258
23:47:25:117776439,     23:47:25:117928967,     152528
23:47:25:117929118,     23:47:25:118081473,     152355
23:47:25:118081617,     23:47:25:118234347,     152730
23:47:25:118234490,     23:47:25:118387522,     153032
23:47:25:118387665,     23:47:25:118540523,     152858
23:47:25:118540674,     23:47:25:118693414,     152740
23:47:25:118693570,     23:47:25:118846692,     153122
23:47:25:118846854,     23:47:25:118999975,     153121
23:47:25:119000128,     23:47:25:119153070,     152942
23:47:25:119153219,     23:47:25:119305324,     152105
23:47:25:119305471,     23:47:25:119457053,     151582
23:47:25:119457201,     23:47:25:119602864,     145663
23:47:25:119603020,     23:47:25:119756190,     153170
23:47:25:119756345,     23:47:25:119908418,     152073
23:47:25:119908566,     23:47:25:120061600,     153034
23:47:25:120061749,     23:47:25:120214227,     152478
23:47:25:120214382,     23:47:25:120367453,     153071
23:47:25:120367599,     23:47:25:120520370,     152771
23:47:25:120520510,     23:47:25:120673944,     153434
23:47:25:120674116,     23:47:25:120829103,     154987
23:47:25:120829261,     23:47:25:120981348,     152087
23:47:25:120981494,     23:47:25:121133331,     151837
23:47:25:121133482,     23:47:25:121285596,     152114
23:47:25:121285751,     23:47:25:121438385,     152634
23:47:25:121438530,     23:47:25:121591602,     153072
23:47:25:121591749,     23:47:25:121745470,     153721
23:47:25:121745647,     23:47:25:121897893,     152246
23:47:25:121898046,     23:47:25:122051661,     153615
23:47:25:122051827,     23:47:25:122203887,     152060
23:47:25:122204049,     23:47:25:122355709,     151660
23:47:25:122355865,     23:47:25:122500604,     144739
23:47:25:122500759,     23:47:25:122653626,     152867
23:47:25:122653793,     23:47:25:122815614,     161821
23:47:25:122815781,     23:47:25:122968777,     152996
23:47:25:122968928,     23:47:25:123121582,     152654
23:47:25:123121724,     23:47:25:123274641,     152917
23:47:25:123274800,     23:47:25:123427951,     153151
23:47:25:123428105,     23:47:25:123580842,     152737
23:47:25:123580998,     23:47:25:123733682,     152684
23:47:25:123733821,     23:47:25:123886398,     152577
23:47:25:123886539,     23:47:25:124039843,     153304
23:47:25:124039991,     23:47:25:124192565,     152574
23:47:25:124192718,     23:47:25:124345171,     152453
23:47:25:124345320,     23:47:25:124498416,     153096
23:47:25:124498559,     23:47:25:124662275,     163716
23:47:25:124662433,     23:47:25:124812208,     149775
23:47:25:124812352,     23:47:25:124957386,     145034
23:47:25:124957534,     23:47:25:125110348,     152814
23:47:25:125110497,     23:47:25:125263843,     153346
23:47:25:125263996,     23:47:25:125416329,     152333
23:47:25:125416474,     23:47:25:125567694,     151220
23:47:25:125567847,     23:47:25:125713585,     145738
23:47:25:125713755,     23:47:25:125866600,     152845
23:47:25:125866747,     23:47:25:126019281,     152534
23:47:25:126019424,     23:47:25:126172281,     152857
23:47:25:126172422,     23:47:25:126324684,     152262
23:47:25:126324829,     23:47:25:126469529,     144700
23:47:25:126469683,     23:47:25:126622229,     152546
23:47:25:126627005,     23:47:25:126803419,     176414
23:47:25:126803583,     23:47:25:126955610,     152027
23:47:25:126955774,     23:47:25:127107337,     151563
23:47:25:127107498,     23:47:25:127252680,     145182
23:47:25:127252834,     23:47:25:127405879,     153045
23:47:25:127406037,     23:47:25:127557814,     151777
23:47:25:127557964,     23:47:25:127711789,     153825
23:47:25:127711952,     23:47:25:127864264,     152312
23:47:25:127864419,     23:47:25:128017380,     152961
23:47:25:128017528,     23:47:25:128170726,     153198
23:47:25:128170881,     23:47:25:128324045,     153164
23:47:25:128324206,     23:47:25:128476786,     152580
23:47:25:128476948,     23:47:25:128630112,     153164
23:47:25:128630286,     23:47:25:128782762,     152476
23:47:25:128782924,     23:47:25:128935474,     152550
23:47:25:128935625,     23:47:25:129079241,     143616
23:47:25:129079385,     23:47:25:129232336,     152951
23:47:25:129232490,     23:47:25:129385596,     153106
23:47:25:129385742,     23:47:25:129538580,     152838
23:47:25:129538724,     23:47:25:129695130,     156406
23:47:25:129695292,     23:47:25:129842630,     147338
23:47:25:129842780,     23:47:25:129988348,     145568
23:47:25:129988504,     23:47:25:130141624,     153120
23:47:25:130141788,     23:47:25:130293609,     151821
23:47:25:130293754,     23:47:25:130436866,     143112
23:47:25:130437005,     23:47:25:130582274,     145269
23:47:25:130582415,     23:47:25:130735863,     153448
23:47:25:130736011,     23:47:25:130888404,     152393
23:47:25:130888553,     23:47:25:131041312,     152759
23:47:25:131041453,     23:47:25:131185330,     143877
23:47:25:131185486,     23:47:25:131338461,     152975
23:47:25:131338604,     23:47:25:131491611,     153007
23:47:25:131491754,     23:47:25:131663967,     172213
23:47:25:131664160,     23:47:25:131815826,     151666
23:47:25:131815997,     23:47:25:131968890,     152893
23:47:25:131969042,     23:47:25:132121472,     152430
23:47:25:132121624,     23:47:25:132274565,     152941
23:47:25:132274724,     23:47:25:132427659,     152935
23:47:25:132427810,     23:47:25:132581207,     153397
23:47:25:132581372,     23:47:25:132733865,     152493
23:47:25:132734029,     23:47:25:132902335,     168306
23:47:25:132902485,     23:47:25:133057407,     154922
23:47:25:133057551,     23:47:25:133210785,     153234
23:47:25:133210939,     23:47:25:133363735,     152796
23:47:25:133363892,     23:47:25:133516770,     152878
23:47:25:133516919,     23:47:25:133670460,     153541
23:47:25:133670620,     23:47:25:133822772,     152152
23:47:25:133822926,     23:47:25:133975218,     152292
23:47:25:133975364,     23:47:25:134128225,     152861
23:47:25:134128371,     23:47:25:134281312,     152941
23:47:25:134281461,     23:47:25:134434543,     153082
23:47:25:134434694,     23:47:25:134587315,     152621
23:47:25:134587460,     23:47:25:134741104,     153644
23:47:25:134741287,     23:47:25:134893681,     152394
23:47:25:134893853,     23:47:25:135047015,     153162
23:47:25:135047169,     23:47:25:135199442,     152273
23:47:25:135199584,     23:47:25:135352634,     153050
23:47:25:135352782,     23:47:25:135505606,     152824
23:47:25:135505759,     23:47:25:135659129,     153370
23:47:25:135659284,     23:47:25:135811245,     151961
23:47:25:135811396,     23:47:25:135964273,     152877
23:47:25:135964432,     23:47:25:136117260,     152828
23:47:25:136117400,     23:47:25:136270432,     153032
23:47:25:136270584,     23:47:25:136423191,     152607
23:47:25:136423338,     23:47:25:136576215,     152877
23:47:25:136576363,     23:47:25:136729355,     152992
23:47:25:136729522,     23:47:25:136882993,     153471
23:47:25:136883140,     23:47:25:137035230,     152090
23:47:25:137035373,     23:47:25:137188580,     153207
23:47:25:137188727,     23:47:25:137341728,     153001
23:47:25:137341867,     23:47:25:137494772,     152905
23:47:25:137494917,     23:47:25:137647722,     152805
23:47:25:137647882,     23:47:25:137800368,     152486
23:47:25:137800513,     23:47:25:137953296,     152783
23:47:25:137953448,     23:47:25:138106576,     153128
23:47:25:138106717,     23:47:25:138259162,     152445
23:47:25:138259316,     23:47:25:138412321,     153005
23:47:25:138412471,     23:47:25:138565901,     153430
23:47:25:138566057,     23:47:25:138719700,     153643
23:47:25:138719876,     23:47:25:138872427,     152551
23:47:25:138872584,     23:47:25:139023586,     151002
23:47:25:139023744,     23:47:25:139167546,     143802
23:47:25:139167709,     23:47:25:139322473,     154764
23:47:25:139322630,     23:47:25:139473721,     151091
23:47:25:139473872,     23:47:25:139628526,     154654
23:47:25:139628689,     23:47:25:139781224,     152535
23:47:25:139781378,     23:47:25:139934523,     153145
23:47:25:139934685,     23:47:25:140087047,     152362
23:47:25:140087207,     23:47:25:140240096,     152889
23:47:25:140240251,     23:47:25:140393262,     153011
23:47:25:140393422,     23:47:25:140546325,     152903
23:47:25:140546489,     23:47:25:140698169,     151680
23:47:25:140698326,     23:47:25:140851735,     153409
23:47:25:140851878,     23:47:25:141005047,     153169
23:47:25:141005198,     23:47:25:141158145,     152947
23:47:25:141158294,     23:47:25:141310468,     152174
23:47:25:141310610,     23:47:25:141463738,     153128
23:47:25:141463882,     23:47:25:141616837,     152955
23:47:25:141616986,     23:47:25:141770609,     153623
23:47:25:141770771,     23:47:25:141923162,     152391
23:47:25:141923326,     23:47:25:142075980,     152654
23:47:25:142076140,     23:47:25:142227501,     151361
23:47:25:142227659,     23:47:25:142382406,     154747
23:47:25:142382565,     23:47:25:142535105,     152540
23:47:25:142535257,     23:47:25:142688235,     152978
23:47:25:142688385,     23:47:25:142840809,     152424
23:47:25:142840947,     23:47:25:143010252,     169305
23:47:25:143010386,     23:47:25:143165034,     154648
23:47:25:143165188,     23:47:25:143317781,     152593
23:47:25:143317922,     23:47:25:143470743,     152821
23:47:25:143470885,     23:47:25:143626265,     155380
23:47:25:143626440,     23:47:25:143777828,     151388
23:47:25:143777987,     23:47:25:143930120,     152133
23:47:25:143930264,     23:47:25:144083391,     153127
23:47:25:144083542,     23:47:25:144234862,     151320
23:47:25:144235010,     23:47:25:144389180,     154170
23:47:25:144389321,     23:47:25:144540427,     151106
23:47:25:144540583,     23:47:25:144695258,     154675
23:47:25:144695410,     23:47:25:144847650,     152240
23:47:25:144847797,     23:47:25:145000672,     152875
23:47:25:145000817,     23:47:25:145154016,     153199
23:47:25:145154159,     23:47:25:145306769,     152610
23:47:25:145306911,     23:47:25:145460006,     153095
23:47:25:145460146,     23:47:25:145612700,     152554
23:47:25:145612840,     23:47:25:145766445,     153605
23:47:25:145766619,     23:47:25:145919245,     152626
23:47:25:145919397,     23:47:25:146072297,     152900
23:47:25:146072439,     23:47:25:146224795,     152356
23:47:25:146224936,     23:47:25:146389498,     164562
23:47:25:146389667,     23:47:25:146540215,     150548
23:47:25:146540368,     23:47:25:146693469,     153101
23:47:25:146693631,     23:47:25:146845689,     152058
23:47:25:146845830,     23:47:25:146997122,     151292
23:47:25:146997268,     23:47:25:147142755,     145487
23:47:25:147142906,     23:47:25:147296267,     153361
23:47:25:147296428,     23:47:25:147448715,     152287
23:47:25:147448863,     23:47:25:147601949,     153086
23:47:25:147602091,     23:47:25:147755548,     153457
23:47:25:147755667,     23:47:25:147913524,     157857
23:47:25:147913694,     23:47:25:148061053,     147359
23:47:25:148061220,     23:47:25:148213975,     152755
23:47:25:148214132,     23:47:25:148366139,     152007
23:47:25:148366279,     23:47:25:148520275,     153996
23:47:25:148520432,     23:47:25:148673145,     152713
23:47:25:148673264,     23:47:25:148824072,     150808
23:47:25:148824241,     23:47:25:148969733,     145492
23:47:25:148969881,     23:47:25:149123096,     153215
23:47:25:149123264,     23:47:25:149275709,     152445
23:47:25:149275863,     23:47:25:149429088,     153225
23:47:25:149429239,     23:47:25:149581700,     152461
23:47:25:149581853,     23:47:25:149735546,     153693
23:47:25:149735671,     23:47:25:149888068,     152397
23:47:25:149888222,     23:47:25:150041006,     152784
23:47:25:150041153,     23:47:25:150193886,     152733
23:47:25:150194037,     23:47:25:150347123,     153086
23:47:25:150347263,     23:47:25:150499720,     152457
23:47:25:150499874,     23:47:25:150658900,     159026
23:47:25:150659082,     23:47:25:150815159,     156077
23:47:25:150815313,     23:47:25:150968453,     153140
23:47:25:150968562,     23:47:25:151121296,     152734
23:47:25:151121456,     23:47:25:151274015,     152559
23:47:25:151274165,     23:47:25:151427313,     153148
23:47:25:151427454,     23:47:25:151580077,     152623
23:47:25:151580234,     23:47:25:151732892,     152658
23:47:25:151733047,     23:47:25:151885168,     152121
23:47:25:151885331,     23:47:25:152038149,     152818
23:47:25:152038290,     23:47:25:152191687,     153397
23:47:25:152191851,     23:47:25:152344401,     152550
23:47:25:152344517,     23:47:25:152497702,     153185
23:47:25:152497814,     23:47:25:152650626,     152812
23:47:25:152650780,     23:47:25:152803780,     153000
23:47:25:152803939,     23:47:25:152956217,     152278
23:47:25:152956364,     23:47:25:153109198,     152834
23:47:25:153109340,     23:47:25:153262129,     152789
23:47:25:153262290,     23:47:25:153415391,     153101
23:47:25:153415549,     23:47:25:153567834,     152285
23:47:25:153567989,     23:47:25:153721733,     153744
23:47:25:153721919,     23:47:25:153876773,     154854
23:47:25:153876931,     23:47:25:154029336,     152405
23:47:25:154029474,     23:47:25:154180445,     150971
23:47:25:154180598,     23:47:25:154333527,     152929
23:47:25:154333677,     23:47:25:154486285,     152608
23:47:25:154486462,     23:47:25:154641917,     155455
23:47:25:154642061,     23:47:25:154792673,     150612
23:47:25:154792839,     23:47:25:154945469,     152630
23:47:25:154945615,     23:47:25:155098287,     152672
23:47:25:155098443,     23:47:25:155251815,     153372
23:47:25:155251968,     23:47:25:155404453,     152485
23:47:25:155404613,     23:47:25:155557425,     152812
23:47:25:155557571,     23:47:25:155711016,     153445
23:47:25:155711174,     23:47:25:155863517,     152343
23:47:25:155863671,     23:47:25:156016098,     152427
23:47:25:156016246,     23:47:25:156169125,     152879
23:47:25:156169271,     23:47:25:156322210,     152939
23:47:25:156322352,     23:47:25:156475358,     153006
23:47:25:156475509,     23:47:25:156629992,     154483
23:47:25:156630159,     23:47:25:156782871,     152712
23:47:25:156783032,     23:47:25:156934241,     151209
23:47:25:156934392,     23:47:25:157085996,     151604
23:47:25:157086138,     23:47:25:157229597,     143459
23:47:25:157229753,     23:47:25:157375177,     145424
23:47:25:157375328,     23:47:25:157528232,     152904
23:47:25:157528381,     23:47:25:157681787,     153406
23:47:25:157681947,     23:47:25:157834358,     152411
23:47:25:157834508,     23:47:25:157987142,     152634
23:47:25:157987282,     23:47:25:158131175,     143893
23:47:25:158131327,     23:47:25:158284371,     153044
23:47:25:158284517,     23:47:25:158437126,     152609
23:47:25:158437271,     23:47:25:158589195,     151924
23:47:25:158589337,     23:47:25:158735197,     145860
23:47:25:158735429,     23:47:25:158888029,     152600
23:47:25:158888236,     23:47:25:159040530,     152294
23:47:25:159040693,     23:47:25:159193463,     152770
23:47:25:159193623,     23:47:25:159346458,     152835
23:47:25:159346638,     23:47:25:159499332,     152694
23:47:25:159499487,     23:47:25:159652456,     152969
23:47:25:159652633,     23:47:25:159805735,     153102
23:47:25:159805889,     23:47:25:159958772,     152883
23:47:25:159958936,     23:47:25:160111750,     152814
23:47:25:160111920,     23:47:25:160264420,     152500
23:47:25:160264586,     23:47:25:160415810,     151224
23:47:25:160415978,     23:47:25:160561525,     145547
23:47:25:160561689,     23:47:25:160714709,     153020
23:47:25:160714860,     23:47:25:160867424,     152564
23:47:25:160867567,     23:47:25:161018498,     150931
23:47:25:161018640,     23:47:25:161164051,     145411
23:47:25:161164195,     23:47:25:161317399,     153204
23:47:25:161317551,     23:47:25:161470085,     152534
23:47:25:161470232,     23:47:25:161621624,     151392
23:47:25:161621774,     23:47:25:161776963,     155189
23:47:25:161777138,     23:47:25:161929588,     152450
23:47:25:161929741,     23:47:25:162082221,     152480
23:47:25:162082371,     23:47:25:162235095,     152724
23:47:25:162235237,     23:47:25:162388004,     152767
23:47:25:162388156,     23:47:25:162541522,     153366
23:47:25:162541663,     23:47:25:162695056,     153393
23:47:25:162695209,     23:47:25:162847559,     152350
23:47:25:162847738,     23:47:25:163000631,     152893
23:47:25:163000804,     23:47:25:163153278,     152474
23:47:25:163153427,     23:47:25:163306523,     153096
23:47:25:163306686,     23:47:25:163459416,     152730
23:47:25:163459579,     23:47:25:163610752,     151173
23:47:25:163610897,     23:47:25:163757257,     146360
23:47:25:163757424,     23:47:25:163907934,     150510
23:47:25:163908102,     23:47:25:164053651,     145549
23:47:25:164053808,     23:47:25:164206439,     152631
23:47:25:164206602,     23:47:25:164359396,     152794
23:47:25:164359545,     23:47:25:164512394,     152849
23:47:25:164512551,     23:47:25:164665644,     153093
23:47:25:164665815,     23:47:25:164818239,     152424
23:47:25:164818395,     23:47:25:164971829,     153434
23:47:25:164971993,     23:47:25:165124462,     152469
23:47:25:165124607,     23:47:25:165275484,     150877
23:47:25:165275628,     23:47:25:165421171,     145543
23:47:25:165421332,     23:47:25:165574818,     153486
23:47:25:165574970,     23:47:25:166077400,     502430
23:47:25:166077560,     23:47:25:166231747,     154187
23:47:25:166231929,     23:47:25:166384472,     152543
23:47:25:166384634,     23:47:25:166537453,     152819
23:47:25:166537602,     23:47:25:166690755,     153153
23:47:25:166690944,     23:47:25:166843549,     152605
23:47:25:166843707,     23:47:25:166996493,     152786
23:47:25:166996663,     23:47:25:167149947,     153284
23:47:25:167150104,     23:47:25:167302061,     151957
23:47:25:167302202,     23:47:25:167455378,     153176
23:47:25:167455540,     23:47:25:167617767,     162227
23:47:25:167617943,     23:47:25:167771068,     153125
23:47:25:167771228,     23:47:25:167923380,     152152
23:47:25:167923536,     23:47:25:168074836,     151300
23:47:25:168074995,     23:47:25:168220918,     145923
23:47:25:168221093,     23:47:25:168373749,     152656
23:47:25:168373914,     23:47:25:168526116,     152202
23:47:25:168526263,     23:47:25:168679644,     153381
23:47:25:168679808,     23:47:25:168832423,     152615
23:47:25:168832577,     23:47:25:168985492,     152915
23:47:25:168985647,     23:47:25:169138011,     152364
23:47:25:169138153,     23:47:25:169290098,     151945
23:47:25:169290267,     23:47:25:169435537,     145270
23:47:25:169435692,     23:47:25:169588732,     153040
23:47:25:169588886,     23:47:25:169741490,     152604
23:47:25:169741640,     23:47:25:169893573,     151933
23:47:25:169893720,     23:47:25:170038358,     144638
23:47:25:170038516,     23:47:25:170191737,     153221
23:47:25:170191913,     23:47:25:170344357,     152444
23:47:25:170344491,     23:47:25:170496847,     152356
23:47:25:170496998,     23:47:25:170651132,     154134
23:47:25:170651305,     23:47:25:170812652,     161347
23:47:25:170812811,     23:47:25:170965335,     152524
23:47:25:170965504,     23:47:25:171118313,     152809
23:47:25:171118464,     23:47:25:171271444,     152980
23:47:25:171271594,     23:47:25:171424801,     153207
23:47:25:171424969,     23:47:25:171577333,     152364
23:47:25:171577497,     23:47:25:171730225,     152728
23:47:25:171730407,     23:47:25:171883200,     152793
23:47:25:171883344,     23:47:25:172036702,     153358
23:47:25:172036864,     23:47:25:172189363,     152499
23:47:25:172189521,     23:47:25:172349895,     160374
23:47:25:172350058,     23:47:25:172504683,     154625
23:47:25:172504845,     23:47:25:172658008,     153163
23:47:25:172658177,     23:47:25:172810564,     152387
23:47:25:172810719,     23:47:25:172962427,     151708
23:47:25:172962576,     23:47:25:173106961,     144385
23:47:25:173107104,     23:47:25:173260176,     153072
23:47:25:173260339,     23:47:25:173413016,     152677
23:47:25:173413160,     23:47:25:173564658,     151498
23:47:25:173564802,     23:47:25:173710683,     145881
23:47:25:173710854,     23:47:25:173863736,     152882
23:47:25:173863911,     23:47:25:174015518,     151607
23:47:25:174015684,     23:47:25:174169382,     153698
23:47:25:174169554,     23:47:25:174322459,     152905
23:47:25:174322624,     23:47:25:174475685,     153061
23:47:25:174475795,     23:47:25:174628924,     153129
23:47:25:174629082,     23:47:25:174781593,     152511
23:47:25:174781758,     23:47:25:174934509,     152751
23:47:25:174934690,     23:47:25:175087579,     152889
23:47:25:175087763,     23:47:25:175240398,     152635
23:47:25:175240559,     23:47:25:175393389,     152830
23:47:25:175393559,     23:47:25:175546697,     153138
23:47:25:175546863,     23:47:25:175702079,     155216
23:47:25:175702247,     23:47:25:175852527,     150280
23:47:25:175852700,     23:47:25:176005124,     152424
23:47:25:176005270,     23:47:25:176158134,     152864
23:47:25:176158287,     23:47:25:176320363,     162076
23:47:25:176320521,     23:47:25:176472989,     152468
23:47:25:176473143,     23:47:25:176629331,     156188
23:47:25:176629533,     23:47:25:176788459,     158926
23:47:25:176788632,     23:47:25:176941712,     153080
23:47:25:176941874,     23:47:25:177094401,     152527
23:47:25:177094550,     23:47:25:177247313,     152763
23:47:25:177247469,     23:47:25:177400365,     152896
23:47:25:177400534,     23:47:25:177553596,     153062
23:47:25:177553748,     23:47:25:177706738,     152990
23:47:25:177706890,     23:47:25:177859022,     152132
23:47:25:177859173,     23:47:25:178012054,     152881
23:47:25:178012205,     23:47:25:178164731,     152526
23:47:25:178164888,     23:47:25:178317949,     153061
23:47:25:178318097,     23:47:25:178469535,     151438
23:47:25:178469675,     23:47:25:178615414,     145739
23:47:25:178615561,     23:47:25:178769542,     153981
23:47:25:178769713,     23:47:25:178921303,     151590
23:47:25:178921464,     23:47:25:179074367,     152903
23:47:25:179074524,     23:47:25:179227443,     152919
23:47:25:179227605,     23:47:25:179378219,     150614
23:47:25:179378377,     23:47:25:179524399,     146022
23:47:25:179524553,     23:47:25:179677501,     152948
23:47:25:179677676,     23:47:25:179830420,     152744
23:47:25:179830567,     23:47:25:179983177,     152610
23:47:25:179983326,     23:47:25:180136352,     153026
23:47:25:180136515,     23:47:25:180307209,     170694
23:47:25:180307364,     23:47:25:180460354,     152990
23:47:25:180460508,     23:47:25:180613627,     153119
23:47:25:180613776,     23:47:25:180766309,     152533
23:47:25:180766454,     23:47:25:180919303,     152849
23:47:25:180919449,     23:47:25:181072091,     152642
23:47:25:181072243,     23:47:25:181225363,     153120
23:47:25:181225517,     23:47:25:181378031,     152514
23:47:25:181378175,     23:47:25:181530469,     152294
23:47:25:181530621,     23:47:25:181675540,     144919
23:47:25:181675709,     23:47:25:181829038,     153329
23:47:25:181829193,     23:47:25:181981561,     152368
23:47:25:181981712,     23:47:25:182134074,     152362
23:47:25:182134231,     23:47:25:182287342,     153111
23:47:25:182287497,     23:47:25:182440496,     152999
23:47:25:182440639,     23:47:25:182593041,     152402
23:47:25:182593184,     23:47:25:182746187,     153003
23:47:25:182746349,     23:47:25:182899378,     153029
23:47:25:182899522,     23:47:25:183052437,     152915
23:47:25:183052597,     23:47:25:183205300,     152703
23:47:25:183205402,     23:47:25:183358317,     152915
23:47:25:183358465,     23:47:25:183511401,     152936
23:47:25:183511567,     23:47:25:183664516,     152949
23:47:25:183664677,     23:47:25:183817115,     152438
23:47:25:183817272,     23:47:25:183968731,     151459
23:47:25:183968878,     23:47:25:184114128,     145250
23:47:25:184114299,     23:47:25:184267342,     153043
23:47:25:184267503,     23:47:25:184419078,     151575
23:47:25:184419221,     23:47:25:184563955,     144734
23:47:25:184564098,     23:47:25:184717928,     153830
23:47:25:184718107,     23:47:25:184870703,     152596
23:47:25:184870867,     23:47:25:185023500,     152633
23:47:25:185023657,     23:47:25:185174711,     151054
23:47:25:185174873,     23:47:25:185320398,     145525
23:47:25:185320552,     23:47:25:185473811,     153259
23:47:25:185473971,     23:47:25:185626679,     152708
23:47:25:185626826,     23:47:25:185779387,     152561
23:47:25:185779540,     23:47:25:185932330,     152790
23:47:25:185932489,     23:47:25:186085990,     153501
23:47:25:186086135,     23:47:25:186238233,     152098
23:47:25:186238381,     23:47:25:186391361,     152980
23:47:25:186391511,     23:47:25:186544346,     152835
23:47:25:186544500,     23:47:25:186697807,     153307
23:47:25:186697971,     23:47:25:186850500,     152529
23:47:25:186850654,     23:47:25:187003059,     152405
23:47:25:187003206,     23:47:25:187155705,     152499
23:47:25:187155851,     23:47:25:187309233,     153382
23:47:25:187309384,     23:47:25:187461928,     152544
23:47:25:187462079,     23:47:25:187615030,     152951
23:47:25:187615182,     23:47:25:187768562,     153380
23:47:25:187768727,     23:47:25:187921568,     152841
23:47:25:187921722,     23:47:25:188074140,     152418
23:47:25:188074288,     23:47:25:188227456,     153168
23:47:25:188227605,     23:47:25:188388655,     161050
23:47:25:188388804,     23:47:25:188542417,     153613
23:47:25:188542569,     23:47:25:188695432,     152863
23:47:25:188695585,     23:47:25:188846448,     150863
23:47:25:188846599,     23:47:25:188990469,     143870
23:47:25:188990627,     23:47:25:189136376,     145749
23:47:25:189136531,     23:47:25:189289252,     152721
23:47:25:189289402,     23:47:25:189442074,     152672
23:47:25:189442223,     23:47:25:189595097,     152874
23:47:25:189595255,     23:47:25:189748715,     153460
23:47:25:189748829,     23:47:25:189901270,     152441
23:47:25:189901435,     23:47:25:190052781,     151346
23:47:25:190052935,     23:47:25:190197951,     145016
23:47:25:190198103,     23:47:25:190351722,     153619
23:47:25:190351884,     23:47:25:190505314,     153430
23:47:25:190505463,     23:47:25:190657773,     152310
23:47:25:190657945,     23:47:25:190809917,     151972
23:47:25:190810075,     23:47:25:190963078,     153003
23:47:25:190963225,     23:47:25:191116147,     152922
23:47:25:191116310,     23:47:25:191269375,     153065
23:47:25:191269541,     23:47:25:191421935,     152394
23:47:25:191422086,     23:47:25:191575647,     153561
23:47:25:191575810,     23:47:25:191731541,     155731
23:47:25:191731710,     23:47:25:191890315,     158605
23:47:25:191890469,     23:47:25:192055662,     165193
23:47:25:192055823,     23:47:25:192208684,     152861
23:47:25:192208837,     23:47:25:192357958,     149121
23:47:25:192358112,     23:47:25:192511173,     153061
23:47:25:192511324,     23:47:25:192664239,     152915
23:47:25:192664387,     23:47:25:192817139,     152752
23:47:25:192817288,     23:47:25:192969925,     152637
23:47:25:192970068,     23:47:25:193123345,     153277
23:47:25:193123506,     23:47:25:193275908,     152402
23:47:25:193276041,     23:47:25:193438450,     162409
23:47:25:193438593,     23:47:25:193587982,     149389
23:47:25:193588136,     23:47:25:193736177,     148041
23:47:25:193736326,     23:47:25:193884330,     148004
23:47:25:193884491,     23:47:25:194028813,     144322
23:47:25:194028957,     23:47:25:194181757,     152800
