Start - HH:MM:SS:NANOSECONDS,     End - HH:MM:SS:NANOSECONDS,     Difference in NANOSECONDS
23:47:27:624846452,     23:47:27:624999310,     152858
23:47:27:624999459,     23:47:27:625152691,     153232
23:47:27:625152847,     23:47:27:625306651,     153804
23:47:27:625306798,     23:47:27:625459758,     152960
23:47:27:625459911,     23:47:27:625612199,     152288
23:47:27:625612348,     23:47:27:625765185,     152837
23:47:27:625765339,     23:47:27:625918213,     152874
23:47:27:625918364,     23:47:27:626070924,     152560
23:47:27:626071067,     23:47:27:626223925,     152858
23:47:27:626224074,     23:47:27:626376851,     152777
23:47:27:626376997,     23:47:27:626530080,     153083
23:47:27:626530227,     23:47:27:626683054,     152827
23:47:27:626683215,     23:47:27:626835884,     152669
23:47:27:626836044,     23:47:27:626989116,     153072
23:47:27:626989266,     23:47:27:627142257,     152991
23:47:27:627142399,     23:47:27:627294697,     152298
23:47:27:627294849,     23:47:27:627448452,     153603
23:47:27:627448596,     23:47:27:627601129,     152533
23:47:27:627601284,     23:47:27:627754330,     153046
23:47:27:627754455,     23:47:27:627907172,     152717
23:47:27:627907347,     23:47:27:628060160,     152813
23:47:27:628060313,     23:47:27:628213126,     152813
23:47:27:628213273,     23:47:27:628366226,     152953
23:47:27:628366374,     23:47:27:628519115,     152741
23:47:27:628519266,     23:47:27:628672610,     153344
23:47:27:628672780,     23:47:27:628825088,     152308
23:47:27:628825241,     23:47:27:628978435,     153194
23:47:27:628978601,     23:47:27:629131230,     152629
23:47:27:629131400,     23:47:27:629284073,     152673
23:47:27:629284221,     23:47:27:629437212,     152991
23:47:27:629437369,     23:47:27:629590820,     153451
23:47:27:629590975,     23:47:27:629742307,     151332
23:47:27:629742457,     23:47:27:629895254,     152797
23:47:27:629895418,     23:47:27:630048391,     152973
23:47:27:630048544,     23:47:27:630201386,     152842
23:47:27:630201530,     23:47:27:630354274,     152744
23:47:27:630354414,     23:47:27:630516244,     161830
23:47:27:630516385,     23:47:27:630669971,     153586
23:47:27:630670121,     23:47:27:630823018,     152897
23:47:27:630823165,     23:47:27:630975257,     152092
23:47:27:630975399,     23:47:27:631128115,     152716
23:47:27:631128255,     23:47:27:631281363,     153108
23:47:27:631281510,     23:47:27:631434433,     152923
23:47:27:631434572,     23:47:27:631587244,     152672
23:47:27:631587385,     23:47:27:631741242,     153857
23:47:27:631741417,     23:47:27:631893958,     152541
23:47:27:631894118,     23:47:27:632047015,     152897
23:47:27:632047163,     23:47:27:632199160,     151997
23:47:27:632199302,     23:47:27:632352665,     153363
23:47:27:632352813,     23:47:27:632505660,     152847
23:47:27:632505815,     23:47:27:632662330,     156515
23:47:27:632662586,     23:47:27:632821239,     158653
23:47:27:632821485,     23:47:27:632973559,     152074
23:47:27:632973714,     23:47:27:633126335,     152621
23:47:27:633126481,     23:47:27:633279524,     153043
23:47:27:633279668,     23:47:27:633432188,     152520
23:47:27:633432333,     23:47:27:633585238,     152905
23:47:27:633585389,     23:47:27:633739444,     154055
23:47:27:633739624,     23:47:27:633891529,     151905
23:47:27:633891705,     23:47:27:634044617,     152912
23:47:27:634044797,     23:47:27:634197215,     152418
23:47:27:634197361,     23:47:27:634350664,     153303
23:47:27:634350836,     23:47:27:634503788,     152952
23:47:27:634503947,     23:47:27:634657210,     153263
23:47:27:634657371,     23:47:27:634809484,     152113
23:47:27:634809629,     23:47:27:634962251,     152622
23:47:27:634962402,     23:47:27:635115703,     153301
23:47:27:635115866,     23:47:27:635268103,     152237
23:47:27:635268258,     23:47:27:635421145,     152887
23:47:27:635421286,     23:47:27:635574438,     153152
23:47:27:635574602,     23:47:27:635728044,     153442
23:47:27:635728204,     23:47:27:635879581,     151377
23:47:27:635879724,     23:47:27:636024203,     144479
23:47:27:636024357,     23:47:27:636177150,     152793
23:47:27:636177294,     23:47:27:636330552,     153258
23:47:27:636330706,     23:47:27:636483226,     152520
23:47:27:636483368,     23:47:27:636636315,     152947
23:47:27:636636459,     23:47:27:636789442,     152983
23:47:27:636789582,     23:47:27:636942775,     153193
23:47:27:636942925,     23:47:27:637095227,     152302
23:47:27:637095378,     23:47:27:637248101,     152723
23:47:27:637248243,     23:47:27:637399624,     151381
23:47:27:637399779,     23:47:27:637545481,     145702
23:47:27:637545631,     23:47:27:637698910,     153279
23:47:27:637699108,     23:47:27:637851613,     152505
23:47:27:637851764,     23:47:27:638004879,     153115
23:47:27:638005024,     23:47:27:638157811,     152787
23:47:27:638157979,     23:47:27:638310496,     152517
23:47:27:638310648,     23:47:27:638463353,     152705
23:47:27:638463500,     23:47:27:638615504,     152004
23:47:27:638615656,     23:47:27:638769655,     153999
23:47:27:638769810,     23:47:27:638922486,     152676
23:47:27:638922632,     23:47:27:639075835,     153203
23:47:27:639075990,     23:47:27:639228576,     152586
23:47:27:639228728,     23:47:27:639381845,     153117
23:47:27:639382002,     23:47:27:639534577,     152575
23:47:27:639534734,     23:47:27:639685932,     151198
23:47:27:639686083,     23:47:27:639831323,     145240
23:47:27:639831465,     23:47:27:639984545,     153080
23:47:27:639984695,     23:47:27:640137448,     152753
23:47:27:640137592,     23:47:27:640299628,     162036
23:47:27:640299776,     23:47:27:640452483,     152707
23:47:27:640452650,     23:47:27:640606013,     153363
23:47:27:640606167,     23:47:27:640758762,     152595
23:47:27:640758938,     23:47:27:640911209,     152271
23:47:27:640911354,     23:47:27:641064215,     152861
23:47:27:641064366,     23:47:27:641217395,     153029
23:47:27:641217545,     23:47:27:641370091,     152546
23:47:27:641370233,     23:47:27:641521546,     151313
23:47:27:641521684,     23:47:27:641667743,     146059
23:47:27:641667905,     23:47:27:641820727,     152822
23:47:27:641820883,     23:47:27:641973392,     152509
23:47:27:641973540,     23:47:27:642126826,     153286
23:47:27:642126976,     23:47:27:642279486,     152510
23:47:27:642279651,     23:47:27:642432802,     153151
23:47:27:642432954,     23:47:27:642584607,     151653
23:47:27:642584749,     23:47:27:642729311,     144562
23:47:27:642729463,     23:47:27:642881981,     152518
23:47:27:642882123,     23:47:27:643035428,     153305
23:47:27:643035568,     23:47:27:643188744,     153176
23:47:27:643188889,     23:47:27:643341548,     152659
23:47:27:643341708,     23:47:27:643494490,     152782
23:47:27:643494654,     23:47:27:643657047,     162393
23:47:27:643657221,     23:47:27:643809553,     152332
23:47:27:643809716,     23:47:27:643960592,     150876
23:47:27:643960743,     23:47:27:644106248,     145505
23:47:27:644106411,     23:47:27:644277714,     171303
23:47:27:644277882,     23:47:27:644430163,     152281
23:47:27:644430305,     23:47:27:644583156,     152851
23:47:27:644583299,     23:47:27:644736717,     153418
23:47:27:644736894,     23:47:27:644889817,     152923
23:47:27:644889977,     23:47:27:645042563,     152586
23:47:27:645042712,     23:47:27:645195529,     152817
23:47:27:645195683,     23:47:27:645348689,     153006
23:47:27:645348845,     23:47:27:645501412,     152567
23:47:27:645501555,     23:47:27:645655596,     154041
23:47:27:645655804,     23:47:27:645821118,     165314
23:47:27:645821271,     23:47:27:645989839,     168568
23:47:27:645990015,     23:47:27:646140832,     150817
23:47:27:646140983,     23:47:27:646293469,     152486
23:47:27:646293627,     23:47:27:646455693,     162066
23:47:27:646455850,     23:47:27:646606879,     151029
23:47:27:646607043,     23:47:27:646752735,     145692
23:47:27:646752902,     23:47:27:646905514,     152612
23:47:27:646905677,     23:47:27:647058052,     152375
23:47:27:647058216,     23:47:27:647211195,     152979
23:47:27:647211337,     23:47:27:647364610,     153273
23:47:27:647364754,     23:47:27:647516167,     151413
23:47:27:647516310,     23:47:27:647661908,     145598
23:47:27:647662019,     23:47:27:647814619,     152600
23:47:27:647814778,     23:47:27:647967857,     153079
23:47:27:647968017,     23:47:27:648120615,     152598
23:47:27:648120765,     23:47:27:648282383,     161618
23:47:27:648282530,     23:47:27:648435809,     153279
23:47:27:648435974,     23:47:27:648588868,     152894
23:47:27:648589017,     23:47:27:648741358,     152341
23:47:27:648741508,     23:47:27:648894718,     153210
23:47:27:648894974,     23:47:27:649047477,     152503
23:47:27:649047684,     23:47:27:649200813,     153129
23:47:27:649200986,     23:47:27:649353495,     152509
23:47:27:649353676,     23:47:27:649506665,     152989
23:47:27:649506823,     23:47:27:649659869,     153046
23:47:27:649660046,     23:47:27:649812751,     152705
23:47:27:649812915,     23:47:27:649965144,     152229
23:47:27:649965280,     23:47:27:650118298,     153018
23:47:27:650118448,     23:47:27:650271228,     152780
23:47:27:650271380,     23:47:27:650424330,     152950
23:47:27:650424487,     23:47:27:650577349,     152862
23:47:27:650577499,     23:47:27:650730888,     153389
23:47:27:650731082,     23:47:27:650883889,     152807
23:47:27:650884058,     23:47:27:651036856,     152798
23:47:27:651037027,     23:47:27:651189113,     152086
23:47:27:651189278,     23:47:27:651340961,     151683
23:47:27:651341136,     23:47:27:651485664,     144528
23:47:27:651485827,     23:47:27:651640247,     154420
23:47:27:651640420,     23:47:27:651792140,     151720
23:47:27:651792282,     23:47:27:651945085,     152803
23:47:27:651945228,     23:47:27:652098101,     152873
23:47:27:652098255,     23:47:27:652269456,     171201
23:47:27:652269631,     23:47:27:652422106,     152475
23:47:27:652422248,     23:47:27:652574971,     152723
23:47:27:652575113,     23:47:27:652728758,     153645
23:47:27:652728882,     23:47:27:652881800,     152918
23:47:27:652881974,     23:47:27:653034076,     152102
23:47:27:653034216,     23:47:27:653187468,     153252
23:47:27:653187645,     23:47:27:653340510,     152865
23:47:27:653340683,     23:47:27:653493859,     153176
23:47:27:653494035,     23:47:27:653647089,     153054
23:47:27:653647292,     23:47:27:653799743,     152451
23:47:27:653799932,     23:47:27:653951490,     151558
23:47:27:653951658,     23:47:27:654105732,     154074
23:47:27:654105901,     23:47:27:654258303,     152402
23:47:27:654258478,     23:47:27:654411415,     152937
23:47:27:654411586,     23:47:27:654564520,     152934
23:47:27:654564709,     23:47:27:654717883,     153174
23:47:27:654718072,     23:47:27:654868570,     150498
23:47:27:654868722,     23:47:27:655014065,     145343
23:47:27:655014214,     23:47:27:655167195,     152981
23:47:27:655167340,     23:47:27:655320407,     153067
23:47:27:655320554,     23:47:27:655482008,     161454
23:47:27:655482162,     23:47:27:655635330,     153168
23:47:27:655635461,     23:47:27:655788801,     153340
23:47:27:655788966,     23:47:27:655941759,     152793
23:47:27:655941929,     23:47:27:656094322,     152393
23:47:27:656094503,     23:47:27:656247346,     152843
23:47:27:656247525,     23:47:27:656400434,     152909
23:47:27:656400611,     23:47:27:656553942,     153331
23:47:27:656554136,     23:47:27:656706263,     152127
23:47:27:656706420,     23:47:27:656859431,     153011
23:47:27:656859578,     23:47:27:657012519,     152941
23:47:27:657012665,     23:47:27:657165157,     152492
23:47:27:657165308,     23:47:27:657318638,     153330
23:47:27:657318784,     23:47:27:657471614,     152830
23:47:27:657471756,     23:47:27:657626139,     154383
23:47:27:657626304,     23:47:27:657778620,     152316
23:47:27:657778802,     23:47:27:657939707,     160905
23:47:27:657939875,     23:47:27:658093021,     153146
23:47:27:658093190,     23:47:27:658245957,     152767
23:47:27:658246127,     23:47:27:658399325,     153198
23:47:27:658399504,     23:47:27:658552014,     152510
23:47:27:658552174,     23:47:27:658704250,     152076
23:47:27:658704418,     23:47:27:658857096,     152678
23:47:27:658857244,     23:47:27:659010495,     153251
23:47:27:659010643,     23:47:27:659163414,     152771
23:47:27:659163577,     23:47:27:659316431,     152854
23:47:27:659316604,     23:47:27:659469470,     152866
23:47:27:659469650,     23:47:27:659624809,     155159
23:47:27:659625018,     23:47:27:659775778,     150760
23:47:27:659775940,     23:47:27:659928041,     152101
23:47:27:659928180,     23:47:27:660081565,     153385
23:47:27:660081712,     23:47:27:660234491,     152779
23:47:27:660234635,     23:47:27:660396108,     161473
23:47:27:660396250,     23:47:27:660548912,     152662
23:47:27:660549055,     23:47:27:660702696,     153641
23:47:27:660702877,     23:47:27:660855864,     152987
23:47:27:660856047,     23:47:27:661008779,     152732
23:47:27:661008936,     23:47:27:661161556,     152620
23:47:27:661161729,     23:47:27:661314420,     152691
23:47:27:661314581,     23:47:27:661467231,     152650
23:47:27:661467349,     23:47:27:661620203,     152854
23:47:27:661620344,     23:47:27:661773400,     153056
23:47:27:661773565,     23:47:27:661926114,     152549
23:47:27:661926259,     23:47:27:662079621,     153362
23:47:27:662079764,     23:47:27:662232008,     152244
23:47:27:662232163,     23:47:27:662385080,     152917
23:47:27:662385222,     23:47:27:662538127,     152905
23:47:27:662538273,     23:47:27:662692287,     154014
23:47:27:662692482,     23:47:27:662844557,     152075
23:47:27:662844725,     23:47:27:662997253,     152528
23:47:27:662997420,     23:47:27:663150483,     153063
23:47:27:663150639,     23:47:27:663302970,     152331
23:47:27:663303121,     23:47:27:663456461,     153340
23:47:27:663456620,     23:47:27:663609084,     152464
23:47:27:663609229,     23:47:27:663762631,     153402
23:47:27:663762795,     23:47:27:663915881,     153086
23:47:27:663916038,     23:47:27:664066838,     150800
23:47:27:664067001,     23:47:27:664212649,     145648
23:47:27:664212834,     23:47:27:664374615,     161781
23:47:27:664374790,     23:47:27:664527374,     152584
23:47:27:664527521,     23:47:27:664680606,     153085
23:47:27:664680798,     23:47:27:664832728,     151930
23:47:27:664832879,     23:47:27:664986465,     153586
23:47:27:664986638,     23:47:27:665139717,     153079
23:47:27:665139868,     23:47:27:665292647,     152779
23:47:27:665292815,     23:47:27:665445286,     152471
23:47:27:665445445,     23:47:27:665598422,     152977
23:47:27:665598590,     23:47:27:665751403,     152813
23:47:27:665751561,     23:47:27:665904100,     152539
23:47:27:665904241,     23:47:27:666056979,     152738
23:47:27:666057120,     23:47:27:666248411,     191291
23:47:27:666248664,     23:47:27:666399861,     151197
23:47:27:666400054,     23:47:27:666552449,     152395
23:47:27:666552621,     23:47:27:666705618,     152997
23:47:27:666705783,     23:47:27:666858417,     152634
23:47:27:666858582,     23:47:27:667011449,     152867
23:47:27:667011596,     23:47:27:667164090,     152494
23:47:27:667164237,     23:47:27:667317535,     153298
23:47:27:667317674,     23:47:27:667470279,     152605
23:47:27:667470428,     23:47:27:667625278,     154850
23:47:27:667625450,     23:47:27:667776676,     151226
23:47:27:667776830,     23:47:27:667929101,     152271
23:47:27:667929241,     23:47:27:668082931,     153690
23:47:27:668083083,     23:47:27:668234597,     151514
23:47:27:668234747,     23:47:27:668397286,     162539
23:47:27:668397436,     23:47:27:668549988,     152552
23:47:27:668550144,     23:47:27:668703821,     153677
23:47:27:668704016,     23:47:27:668856845,     152829
23:47:27:668857021,     23:47:27:669009417,     152396
23:47:27:669009571,     23:47:27:669162381,     152810
23:47:27:669162544,     23:47:27:669314972,     152428
23:47:27:669315137,     23:47:27:669468041,     152904
23:47:27:669468200,     23:47:27:669621066,     152866
23:47:27:669621221,     23:47:27:669774479,     153258
23:47:27:669774657,     23:47:27:669927090,     152433
23:47:27:669927248,     23:47:27:670080364,     153116
23:47:27:670080512,     23:47:27:670233413,     152901
23:47:27:670233564,     23:47:27:670385992,     152428
23:47:27:670386128,     23:47:27:670537684,     151556
23:47:27:670537844,     23:47:27:670684077,     146233
23:47:27:670684266,     23:47:27:670836506,     152240
23:47:27:670836681,     23:47:27:670989472,     152791
23:47:27:670989651,     23:47:27:671142485,     152834
23:47:27:671142641,     23:47:27:671295564,     152923
23:47:27:671295735,     23:47:27:671448376,     152641
23:47:27:671448545,     23:47:27:671601192,     152647
23:47:27:671601338,     23:47:27:671754316,     152978
23:47:27:671754475,     23:47:27:671907580,     153105
23:47:27:671907759,     23:47:27:672060303,     152544
23:47:27:672060457,     23:47:27:672222248,     161791
23:47:27:672222418,     23:47:27:672383791,     161373
23:47:27:672383951,     23:47:27:672537733,     153782
23:47:27:672537900,     23:47:27:672690865,     152965
23:47:27:672691049,     23:47:27:672843061,     152012
23:47:27:672843215,     23:47:27:672994522,     151307
23:47:27:672994674,     23:47:27:673140408,     145734
23:47:27:673140561,     23:47:27:673293024,     152463
23:47:27:673293159,     23:47:27:673446066,     152907
23:47:27:673446200,     23:47:27:673599608,     153408
23:47:27:673599747,     23:47:27:673753784,     154037
23:47:27:673753982,     23:47:27:673905418,     151436
23:47:27:673905587,     23:47:27:674056809,     151222
23:47:27:674056958,     23:47:27:674202226,     145268
23:47:27:674202377,     23:47:27:674355691,     153314
23:47:27:674355856,     23:47:27:674508429,     152573
23:47:27:674508621,     23:47:27:674670014,     161393
23:47:27:674670185,     23:47:27:674823051,     152866
23:47:27:674823200,     23:47:27:674976371,     153171
23:47:27:674976513,     23:47:27:675129437,     152924
23:47:27:675129578,     23:47:27:675282301,     152723
23:47:27:675282450,     23:47:27:675435041,     152591
23:47:27:675435182,     23:47:27:675588202,     153020
23:47:27:675588351,     23:47:27:675741429,     153078
23:47:27:675741581,     23:47:27:675894031,     152450
23:47:27:675894180,     23:47:27:676047577,     153397
23:47:27:676047735,     23:47:27:676200545,     152810
23:47:27:676200710,     23:47:27:676353131,     152421
23:47:27:676353287,     23:47:27:676506388,     153101
23:47:27:676506545,     23:47:27:676659957,     153412
23:47:27:676660170,     23:47:27:676813167,     152997
23:47:27:676813349,     23:47:27:676965535,     152186
23:47:27:676965698,     23:47:27:677117853,     152155
23:47:27:677117992,     23:47:27:677262495,     144503
23:47:27:677262673,     23:47:27:677415630,     152957
23:47:27:677415800,     23:47:27:677568334,     152534
23:47:27:677568506,     23:47:27:677721454,     152948
23:47:27:677721635,     23:47:27:677874140,     152505
23:47:27:677874282,     23:47:27:678027269,     152987
23:47:27:678027413,     23:47:27:678180029,     152616
23:47:27:678180188,     23:47:27:678331278,     151090
23:47:27:678331427,     23:47:27:678477002,     145575
23:47:27:678477145,     23:47:27:678629890,     152745
23:47:27:678630098,     23:47:27:678783428,     153330
23:47:27:678783615,     23:47:27:678935043,     151428
23:47:27:678935208,     23:47:27:679089296,     154088
23:47:27:679089458,     23:47:27:679242689,     153231
23:47:27:679242863,     23:47:27:679395263,     152400
23:47:27:679395446,     23:47:27:679548752,     153306
23:47:27:679548917,     23:47:27:679701616,     152699
23:47:27:679701793,     23:47:27:679854195,     152402
23:47:27:679854367,     23:47:27:680007241,     152874
23:47:27:680007389,     23:47:27:680160381,     152992
23:47:27:680160554,     23:47:27:680313406,     152852
23:47:27:680313606,     23:47:27:680466649,     153043
23:47:27:680466817,     23:47:27:680619310,     152493
23:47:27:680619473,     23:47:27:680772503,     153030
23:47:27:680772684,     23:47:27:680924996,     152312
23:47:27:680925155,     23:47:27:681078527,     153372
23:47:27:681078677,     23:47:27:681231375,     152698
23:47:27:681231533,     23:47:27:681383747,     152214
23:47:27:681383899,     23:47:27:681536952,     153053
23:47:27:681537093,     23:47:27:681690759,     153666
23:47:27:681690938,     23:47:27:681843338,     152400
23:47:27:681843525,     23:47:27:681996485,     152960
23:47:27:681996649,     23:47:27:682149103,     152454
23:47:27:682149246,     23:47:27:682302608,     153362
23:47:27:682302793,     23:47:27:682455259,     152466
23:47:27:682455439,     23:47:27:682607691,     152252
23:47:27:682607871,     23:47:27:682761300,     153429
23:47:27:682761476,     23:47:27:682914946,     153470
23:47:27:682915131,     23:47:27:683067574,     152443
23:47:27:683067756,     23:47:27:683218760,     151004
23:47:27:683218922,     23:47:27:683364105,     145183
23:47:27:683364253,     23:47:27:683517633,     153380
23:47:27:683517800,     23:47:27:683670482,     152682
23:47:27:683670648,     23:47:27:683823290,     152642
23:47:27:683823488,     23:47:27:683976010,     152522
23:47:27:683976157,     23:47:27:684129344,     153187
23:47:27:684129486,     23:47:27:684299983,     170497
23:47:27:684300138,     23:47:27:684461917,     161779
23:47:27:684462059,     23:47:27:684615076,     153017
23:47:27:684615236,     23:47:27:684768726,     153490
23:47:27:684768915,     23:47:27:684921145,     152230
23:47:27:684921340,     23:47:27:685073474,     152134
23:47:27:685073650,     23:47:27:685218611,     144961
23:47:27:685218777,     23:47:27:685371486,     152709
23:47:27:685371656,     23:47:27:685524333,     152677
23:47:27:685524497,     23:47:27:685675881,     151384
23:47:27:685676072,     23:47:27:685821063,     144991
23:47:27:685821225,     23:47:27:685974277,     153052
23:47:27:685974418,     23:47:27:686127246,     152828
23:47:27:686127386,     23:47:27:686278581,     151195
23:47:27:686278746,     23:47:27:686432947,     154201
23:47:27:686433097,     23:47:27:686586356,     153259
23:47:27:686586497,     23:47:27:686739539,     153042
23:47:27:686739730,     23:47:27:686892345,     152615
23:47:27:686892508,     23:47:27:687054325,     161817
23:47:27:687054507,     23:47:27:687207561,     153054
23:47:27:687207717,     23:47:27:687360512,     152795
23:47:27:687360676,     23:47:27:687512939,     152263
23:47:27:687513089,     23:47:27:687666450,     153361
23:47:27:687666618,     23:47:27:687819406,     152788
23:47:27:687819572,     23:47:27:687972144,     152572
23:47:27:687972318,     23:47:27:688125275,     152957
23:47:27:688125431,     23:47:27:688278306,     152875
23:47:27:688278466,     23:47:27:688431686,     153220
23:47:27:688431848,     23:47:27:688584244,     152396
23:47:27:688584400,     23:47:27:688737011,     152611
23:47:27:688737162,     23:47:27:688889936,     152774
23:47:27:688890087,     23:47:27:689042478,     152391
23:47:27:689042634,     23:47:27:689187198,     144564
23:47:27:689187360,     23:47:27:689340115,     152755
23:47:27:689340302,     23:47:27:689493533,     153231
23:47:27:689493695,     23:47:27:689647003,     153308
23:47:27:689647176,     23:47:27:689799077,     151901
23:47:27:689799245,     23:47:27:689950278,     151033
23:47:27:689950436,     23:47:27:690095438,     145002
23:47:27:690095603,     23:47:27:690249176,     153573
23:47:27:690249322,     23:47:27:690402134,     152812
23:47:27:690402292,     23:47:27:690553666,     151374
23:47:27:690553831,     23:47:27:690699437,     145606
23:47:27:690699627,     23:47:27:690852554,     152927
23:47:27:690852719,     23:47:27:691004926,     152207
23:47:27:691005076,     23:47:27:691157953,     152877
23:47:27:691158111,     23:47:27:691310958,     152847
23:47:27:691311128,     23:47:27:691464410,     153282
23:47:27:691464580,     23:47:27:691616908,     152328
23:47:27:691617050,     23:47:27:691770113,     153063
23:47:27:691770279,     23:47:27:691924549,     154270
23:47:27:691924715,     23:47:27:692076554,     151839
23:47:27:692076743,     23:47:27:692229499,     152756
23:47:27:692229684,     23:47:27:692382211,     152527
23:47:27:692382383,     23:47:27:692535614,     153231
23:47:27:692535781,     23:47:27:692688655,     152874
23:47:27:692688833,     23:47:27:692840777,     151944
23:47:27:692840932,     23:47:27:692992272,     151340
23:47:27:692992412,     23:47:27:693137967,     145555
23:47:27:693138118,     23:47:27:693291157,     153039
23:47:27:693291326,     23:47:27:693443854,     152528
23:47:27:693444005,     23:47:27:693597034,     153029
23:47:27:693597183,     23:47:27:693750522,     153339
23:47:27:693750711,     23:47:27:693903537,     152826
23:47:27:693903720,     23:47:27:694054576,     150856
23:47:27:694054739,     23:47:27:694198529,     143790
23:47:27:694198703,     23:47:27:694344035,     145332
23:47:27:694344178,     23:47:27:694497445,     153267
23:47:27:694497616,     23:47:27:694651035,     153419
23:47:27:694651219,     23:47:27:694802905,     151686
23:47:27:694803055,     23:47:27:694955899,     152844
23:47:27:694956046,     23:47:27:695109201,     153155
23:47:27:695109363,     23:47:27:695262097,     152734
23:47:27:695262255,     23:47:27:695415067,     152812
23:47:27:695415224,     23:47:27:695567405,     152181
23:47:27:695567545,     23:47:27:695713075,     145530
23:47:27:695713278,     23:47:27:695865012,     151734
23:47:27:695865183,     23:47:27:696016779,     151596
23:47:27:696016942,     23:47:27:696162253,     145311
23:47:27:696162426,     23:47:27:696315606,     153180
23:47:27:696315770,     23:47:27:696468192,     152422
23:47:27:696468372,     23:47:27:696620007,     151635
23:47:27:696620160,     23:47:27:696766175,     146015
23:47:27:696766336,     23:47:27:696918317,     151981
23:47:27:696918479,     23:47:27:697070815,     152336
23:47:27:697070968,     23:47:27:697223773,     152805
23:47:27:697223929,     23:47:27:697376984,     153055
23:47:27:697377139,     23:47:27:697530146,     153007
23:47:27:697530302,     23:47:27:697683479,     153177
23:47:27:697683598,     23:47:27:697836501,     152903
23:47:27:697836674,     23:47:27:697989299,     152625
23:47:27:697989468,     23:47:27:698142204,     152736
23:47:27:698142354,     23:47:27:698293235,     150881
23:47:27:698293383,     23:47:27:698437570,     144187
23:47:27:698437741,     23:47:27:698582954,     145213
23:47:27:698583096,     23:47:27:698736752,     153656
23:47:27:698736927,     23:47:27:698889597,     152670
23:47:27:698889775,     23:47:27:699040744,     150969
23:47:27:699040903,     23:47:27:699186279,     145376
23:47:27:699186440,     23:47:27:699339582,     153142
23:47:27:699339714,     23:47:27:699491910,     152196
23:47:27:699492071,     23:47:27:699645332,     153261
23:47:27:699645508,     23:47:27:699797792,     152284
23:47:27:699797942,     23:47:27:699951290,     153348
23:47:27:699951440,     23:47:27:700103795,     152355
23:47:27:700103937,     23:47:27:700274859,     170922
23:47:27:700275002,     23:47:27:700427964,     152962
23:47:27:700428115,     23:47:27:700581079,     152964
23:47:27:700581228,     23:47:27:700734415,     153187
23:47:27:700734612,     23:47:27:700887556,     152944
23:47:27:700887735,     23:47:27:701040364,     152629
23:47:27:701040528,     23:47:27:701193541,     153013
23:47:27:701193707,     23:47:27:701346105,     152398
23:47:27:701346270,     23:47:27:701498765,     152495
23:47:27:701498916,     23:47:27:701652536,     153620
23:47:27:701652711,     23:47:27:701805571,     152860
23:47:27:701805738,     23:47:27:701958472,     152734
23:47:27:701958626,     23:47:27:702111152,     152526
23:47:27:702111339,     23:47:27:702264130,     152791
23:47:27:702264288,     23:47:27:702417368,     153080
23:47:27:702417536,     23:47:27:702570311,     152775
23:47:27:702570467,     23:47:27:702722951,     152484
23:47:27:702723099,     23:47:27:702875843,     152744
23:47:27:702875992,     23:47:27:703029333,     153341
23:47:27:703029493,     23:47:27:703181880,     152387
23:47:27:703182024,     23:47:27:703333297,     151273
23:47:27:703333449,     23:47:27:703478840,     145391
23:47:27:703478984,     23:47:27:703632179,     153195
23:47:27:703632328,     23:47:27:703785167,     152839
23:47:27:703785333,     23:47:27:703936610,     151277
23:47:27:703936783,     23:47:27:704082531,     145748
23:47:27:704082685,     23:47:27:704235489,     152804
23:47:27:704235657,     23:47:27:704388144,     152487
23:47:27:704388317,     23:47:27:704540853,     152536
23:47:27:704541006,     23:47:27:704695226,     154220
23:47:27:704695406,     23:47:27:704847028,     151622
23:47:27:704847176,     23:47:27:704999985,     152809
23:47:27:705000144,     23:47:27:705153443,     153299
23:47:27:705153605,     23:47:27:705306206,     152601
23:47:27:705306379,     23:47:27:705459493,     153114
23:47:27:705459655,     23:47:27:705611170,     151515
23:47:27:705611327,     23:47:27:705755853,     144526
23:47:27:705756004,     23:47:27:705909225,     153221
23:47:27:705909383,     23:47:27:706061884,     152501
23:47:27:706062038,     23:47:27:706215289,     153251
23:47:27:706215460,     23:47:27:706368095,     152635
23:47:27:706368283,     23:47:27:706521138,     152855
23:47:27:706521314,     23:47:27:706674554,     153240
23:47:27:706674714,     23:47:27:706827149,     152435
23:47:27:706827318,     23:47:27:706979861,     152543
23:47:27:706980012,     23:47:27:707133171,     153159
23:47:27:707133313,     23:47:27:707286226,     152913
23:47:27:707286372,     23:47:27:707438882,     152510
23:47:27:707439033,     23:47:27:707591777,     152744
23:47:27:707591930,     23:47:27:707745339,     153409
23:47:27:707745484,     23:47:27:707898280,     152796
23:47:27:707898443,     23:47:27:708051123,     152680
23:47:27:708051286,     23:47:27:708204260,     152974
23:47:27:708204426,     23:47:27:708355550,     151124
23:47:27:708355692,     23:47:27:708501352,     145660
23:47:27:708501519,     23:47:27:708654437,     152918
23:47:27:708654610,     23:47:27:708806805,     152195
23:47:27:708806960,     23:47:27:708959858,     152898
23:47:27:708960015,     23:47:27:709113055,     153040
23:47:27:709113205,     23:47:27:709265690,     152485
23:47:27:709265842,     23:47:27:709418720,     152878
23:47:27:709418864,     23:47:27:709571835,     152971
23:47:27:709571975,     23:47:27:709725765,     153790
23:47:27:709725897,     23:47:27:709878037,     152140
23:47:27:709878223,     23:47:27:710030732,     152509
