Start - HH:MM:SS:NANOSECONDS,End - HH:MM:SS:NANOSECONDS,Difference in NANOSECONDS
00:00:17:781840252,00:00:17:781982780,142528
00:00:17:781982955,00:00:17:782137947,154992
00:00:17:782138122,00:00:17:782282266,144144
00:00:17:782282445,00:00:17:782424805,142360
00:00:17:782424977,00:00:17:782567882,142905
00:00:17:782568054,00:00:17:782710991,142937
00:00:17:782711174,00:00:17:782867220,156046
00:00:17:782867432,00:00:17:783009711,142279
00:00:17:783009883,00:00:17:783165826,155943
00:00:17:783165997,00:00:17:783321760,155763
00:00:17:783321945,00:00:17:783464888,142943
00:00:17:783465070,00:00:17:783607737,142667
00:00:17:783607927,00:00:17:783750893,142966
00:00:17:783751094,00:00:17:783906865,155771
00:00:17:783907041,00:00:17:784062450,155409
00:00:17:784062599,00:00:17:784205989,143390
00:00:17:784206192,00:00:17:784347080,140888
00:00:17:784347247,00:00:17:784504732,157485
00:00:17:784504905,00:00:17:784648141,143236
00:00:17:784648333,00:00:17:784803784,155451
00:00:17:784803983,00:00:17:784946955,142972
00:00:17:784947163,00:00:17:785090035,142872
00:00:17:785090204,00:00:17:785232878,142674
00:00:17:785233052,00:00:17:785375959,142907
00:00:17:785376148,00:00:17:785518796,142648
00:00:17:785518964,00:00:17:785662220,143256
00:00:17:785662409,00:00:17:785817951,155542
00:00:17:785818097,00:00:17:785960614,142517
00:00:17:785960790,00:00:17:786103737,142947
00:00:17:786103910,00:00:17:786246766,142856
00:00:17:786246936,00:00:17:786402750,155814
00:00:17:786402942,00:00:17:786546044,143102
00:00:17:786546224,00:00:17:786691888,145664
00:00:17:786692125,00:00:17:786845336,153211
00:00:17:786845541,00:00:17:787001153,155612
00:00:17:787001341,00:00:17:787156733,155392
00:00:17:787156912,00:00:17:787299874,142962
00:00:17:787300064,00:00:17:787442812,142748
00:00:17:787442990,00:00:17:787586213,143223
00:00:17:787586395,00:00:17:787729062,142667
00:00:17:787729225,00:00:17:787871690,142465
00:00:17:787871871,00:00:17:788014755,142884
00:00:17:788014893,00:00:17:788158774,143881
00:00:17:788158980,00:00:17:788313831,154851
00:00:17:788314028,00:00:17:788469636,155608
00:00:17:788469765,00:00:17:788630433,160668
00:00:17:788630698,00:00:17:788783755,153057
00:00:17:788783966,00:00:17:788937626,153660
00:00:17:788937766,00:00:17:789080362,142596
00:00:17:789080498,00:00:17:789223670,143172
00:00:17:789223812,00:00:17:789379926,156114
00:00:17:789380111,00:00:17:789534800,154689
00:00:17:789534936,00:00:17:789679331,144395
00:00:17:789679544,00:00:17:789835126,155582
00:00:17:789835271,00:00:17:789990881,155610
00:00:17:789991024,00:00:17:790133418,142394
00:00:17:790133547,00:00:17:790276627,143080
00:00:17:790276754,00:00:17:790419631,142877
00:00:17:790419768,00:00:17:790562677,142909
00:00:17:790562811,00:00:17:790718890,156079
00:00:17:790719104,00:00:17:790875219,156115
00:00:17:790875365,00:00:17:791030763,155398
00:00:17:791030891,00:00:17:791173931,143040
00:00:17:791174116,00:00:17:791329754,155638
00:00:17:791329879,00:00:17:791472677,142798
00:00:17:791472842,00:00:17:791615484,142642
00:00:17:791615621,00:00:17:791758990,143369
00:00:17:791759146,00:00:17:791901575,142429
00:00:17:791901704,00:00:17:792044840,143136
00:00:17:792044977,00:00:17:792187805,142828
00:00:17:792187940,00:00:17:792330847,142907
00:00:17:792331035,00:00:17:792473974,142939
00:00:17:792474109,00:00:17:792616372,142263
00:00:17:792616502,00:00:17:792759855,143353
00:00:17:792760058,00:00:17:792902893,142835
00:00:17:792903025,00:00:17:793045306,142281
00:00:17:793045429,00:00:17:793188769,143340
00:00:17:793188906,00:00:17:793331595,142689
00:00:17:793331718,00:00:17:793474282,142564
00:00:17:793474454,00:00:17:793620330,145876
00:00:17:793620554,00:00:17:793775493,154939
00:00:17:793775744,00:00:17:793930285,154541
00:00:17:793930427,00:00:17:794072824,142397
00:00:17:794072968,00:00:17:794215990,143022
00:00:17:794216183,00:00:17:794371964,155781
00:00:17:794372127,00:00:17:794514531,142404
00:00:17:794514665,00:00:17:794658569,143904
00:00:17:794658767,00:00:17:794813727,154960
00:00:17:794813908,00:00:17:794969431,155523
00:00:17:794969562,00:00:17:795113407,143845
00:00:17:795113562,00:00:17:795268992,155430
00:00:17:795269128,00:00:17:795411908,142780
00:00:17:795412082,00:00:17:795555068,142986
00:00:17:795555250,00:00:17:795711070,155820
00:00:17:795711210,00:00:17:795866820,155610
00:00:17:795866955,00:00:17:796009669,142714
00:00:17:796009859,00:00:17:796152628,142769
00:00:17:796152798,00:00:17:796295576,142778
00:00:17:796295702,00:00:17:796439268,143566
00:00:17:796439451,00:00:17:796581618,142167
00:00:17:796581788,00:00:17:796724874,143086
00:00:17:796725017,00:00:17:796867646,142629
00:00:17:796867779,00:00:17:797010922,143143
00:00:17:797011094,00:00:17:797166714,155620
00:00:17:797166835,00:00:17:797309636,142801
00:00:17:797309766,00:00:17:797452613,142847
00:00:17:797452777,00:00:17:797596154,143377
00:00:17:797596288,00:00:17:797739031,142743
00:00:17:797739172,00:00:17:797894319,155147
00:00:17:797894502,00:00:17:798037835,143333
00:00:17:798037966,00:00:17:798180972,143006
00:00:17:798181152,00:00:17:798336763,155611
00:00:17:798336891,00:00:17:798479672,142781
00:00:17:798479845,00:00:17:798625584,145739
00:00:17:798625797,00:00:17:798780981,155184
00:00:17:798781231,00:00:17:798934861,153630
00:00:17:798935047,00:00:17:799077550,142503
00:00:17:799077720,00:00:17:799220702,142982
00:00:17:799220820,00:00:17:799363894,143074
00:00:17:799364028,00:00:17:799519381,155353
00:00:17:799519560,00:00:17:799662998,143438
00:00:17:799663172,00:00:17:799806100,142928
00:00:17:799806242,00:00:17:799948841,142599
00:00:17:799949021,00:00:17:800091647,142626
00:00:17:800091820,00:00:17:800234869,143049
00:00:17:800235029,00:00:17:800377290,142261
00:00:17:800377416,00:00:17:800523743,146327
00:00:17:800523961,00:00:17:800677674,153713
00:00:17:800677873,00:00:17:800832854,154981
00:00:17:800832987,00:00:17:800976144,143157
00:00:17:800976317,00:00:17:801132040,155723
00:00:17:801132172,00:00:17:801274627,142455
00:00:17:801274756,00:00:17:801417510,142754
00:00:17:801417670,00:00:17:801560714,143044
00:00:17:801560838,00:00:17:801704226,143388
00:00:17:801704397,00:00:17:801859509,155112
00:00:17:801859683,00:00:17:802002736,143053
00:00:17:802002880,00:00:17:802159547,156667
00:00:17:802159750,00:00:17:802314867,155117
00:00:17:802315041,00:00:17:802470770,155729
00:00:17:802470913,00:00:17:802613792,142879
00:00:17:802613936,00:00:17:802758193,144257
00:00:17:802758433,00:00:17:802912994,154561
00:00:17:802913198,00:00:17:803055682,142484
00:00:17:803055870,00:00:17:803214078,158208
00:00:17:803214318,00:00:17:803367641,153323
00:00:17:803367830,00:00:17:803511241,143411
00:00:17:803511427,00:00:17:803667039,155612
00:00:17:803667214,00:00:17:803809679,142465
00:00:17:803809871,00:00:17:803952732,142861
00:00:17:803952910,00:00:17:804108942,156032
00:00:17:804109081,00:00:17:804264974,155893
00:00:17:804265157,00:00:17:804419742,154585
00:00:17:804419915,00:00:17:804563650,143735
00:00:17:804563787,00:00:17:804707327,143540
00:00:17:804707494,00:00:17:804849802,142308
00:00:17:804849997,00:00:17:804992722,142725
00:00:17:804992852,00:00:17:805135831,142979
00:00:17:805135976,00:00:17:805278726,142750
00:00:17:805278912,00:00:17:805435369,156457
00:00:17:805435505,00:00:17:805591227,155722
00:00:17:805591394,00:00:17:805747332,155938
00:00:17:805747514,00:00:17:805902988,155474
00:00:17:805903186,00:00:17:806058731,155545
00:00:17:806058901,00:00:17:806202034,143133
00:00:17:806202164,00:00:17:806345353,143189
00:00:17:806345539,00:00:17:806501798,156259
00:00:17:806501968,00:00:17:806657258,155290
00:00:17:806657400,00:00:17:806812548,155148
00:00:17:806812689,00:00:17:806955627,142938
00:00:17:806955802,00:00:17:807112105,156303
00:00:17:807112282,00:00:17:807254572,142290
00:00:17:807254717,00:00:17:807397711,142994
00:00:17:807397840,00:00:17:807543279,145439
00:00:17:807543497,00:00:17:807698588,155091
00:00:17:807698760,00:00:17:807853281,154521
00:00:17:807853425,00:00:17:808008848,155423
00:00:17:808009005,00:00:17:808164513,155508
00:00:17:808164638,00:00:17:808307961,143323
00:00:17:808308104,00:00:17:808464197,156093
00:00:17:808464340,00:00:17:808618126,153786
00:00:17:808618254,00:00:17:808776351,158097
00:00:17:808776504,00:00:17:808932223,155719
00:00:17:808932390,00:00:17:809088405,156015
00:00:17:809088584,00:00:17:809243826,155242
00:00:17:809243952,00:00:17:809400284,156332
00:00:17:809400450,00:00:17:809555983,155533
00:00:17:809556114,00:00:17:809698921,142807
00:00:17:809699112,00:00:17:809854801,155689
00:00:17:809854962,00:00:17:809997576,142614
00:00:17:809997698,00:00:17:810141113,143415
00:00:17:810141290,00:00:17:810283053,141763
00:00:17:810283231,00:00:17:810426683,143452
00:00:17:810426849,00:00:17:810569740,142891
00:00:17:810569912,00:00:17:810713011,143099
00:00:17:810713185,00:00:17:810854688,141503
00:00:17:810854817,00:00:17:810998808,143991
00:00:17:810998979,00:00:17:811141392,142413
00:00:17:811141511,00:00:17:811284915,143404
00:00:17:811285086,00:00:17:811440617,155531
00:00:17:811440776,00:00:17:811596283,155507
00:00:17:811596411,00:00:17:811740490,144079
00:00:17:811740698,00:00:17:811909575,168877
00:00:17:811909753,00:00:17:812077793,168040
00:00:17:812077930,00:00:17:812233637,155707
00:00:17:812233798,00:00:17:812376631,142833
00:00:17:812376789,00:00:17:812545853,169064
00:00:17:812546032,00:00:17:812689139,143107
00:00:17:812689335,00:00:17:812844565,155230
00:00:17:812844747,00:00:17:813000776,156029
00:00:17:813000945,00:00:17:813144075,143130
00:00:17:813144207,00:00:17:813299436,155229
00:00:17:813299594,00:00:17:813455846,156252
00:00:17:813456004,00:00:17:813598683,142679
00:00:17:813598840,00:00:17:813768059,169219
00:00:17:813768230,00:00:17:813936631,168401
00:00:17:813936814,00:00:17:814079582,142768
00:00:17:814079750,00:00:17:814222006,142256
00:00:17:814222134,00:00:17:814403216,181082
00:00:17:814403720,00:00:17:814574997,171277
00:00:17:814575215,00:00:17:814770556,195341
00:00:17:814770958,00:00:17:814924740,153782
00:00:17:814924944,00:00:17:815080458,155514
00:00:17:815080628,00:00:17:815222832,142204
00:00:17:815222978,00:00:17:815365903,142925
00:00:17:815366049,00:00:17:815508880,142831
00:00:17:815509023,00:00:17:815704886,195863
00:00:17:815705282,00:00:17:815911519,206237
00:00:17:815911929,00:00:17:816118284,206355
00:00:17:816118700,00:00:17:816315733,197033
00:00:17:816316233,00:00:17:816472632,156399
00:00:17:816472889,00:00:17:816690867,217978
00:00:17:816691281,00:00:17:816896794,205513
00:00:17:816897184,00:00:17:817100263,203079
00:00:17:817100679,00:00:17:817288921,188242
00:00:17:817289327,00:00:17:817483574,194247
00:00:17:817483976,00:00:17:817691297,207321
00:00:17:817691700,00:00:17:817880790,189090
00:00:17:817881203,00:00:17:818069823,188620
00:00:17:818070211,00:00:17:818267201,196990
00:00:17:818267608,00:00:17:818434391,166783
00:00:17:818434595,00:00:17:818590507,155912
00:00:17:818590667,00:00:17:818769577,178910
00:00:17:818769985,00:00:17:818928721,158736
00:00:17:818928927,00:00:17:819083962,155035
00:00:17:819084120,00:00:17:819239906,155786
00:00:17:819240077,00:00:17:819383203,143126
00:00:17:819383365,00:00:17:819538842,155477
00:00:17:819539002,00:00:17:819724069,185067
00:00:17:819724470,00:00:17:819905901,181431
00:00:17:819906312,00:00:17:820096331,190019
00:00:17:820096732,00:00:17:820291105,194373
00:00:17:820291522,00:00:17:820449375,157853
00:00:17:820449569,00:00:17:820604853,155284
00:00:17:820605024,00:00:17:820786356,181332
00:00:17:820786775,00:00:17:820981008,194233
00:00:17:820981410,00:00:17:821179237,197827
00:00:17:821179650,00:00:17:821384879,205229
00:00:17:821385293,00:00:17:821595625,210332
00:00:17:821596001,00:00:17:821778228,182227
00:00:17:821778631,00:00:17:821931478,152847
00:00:17:821931684,00:00:17:822074465,142781
00:00:17:822074637,00:00:17:822216954,142317
00:00:17:822217119,00:00:17:822373068,155949
00:00:17:822373235,00:00:17:822528900,155665
00:00:17:822529065,00:00:17:822671907,142842
00:00:17:822672081,00:00:17:822826956,154875
00:00:17:822827143,00:00:17:822971113,143970
00:00:17:822971281,00:00:17:823114842,143561
00:00:17:823115014,00:00:17:823273640,158626
00:00:17:823273905,00:00:17:823441484,167579
00:00:17:823441730,00:00:17:823608637,166907
00:00:17:823608816,00:00:17:823751579,142763
00:00:17:823751735,00:00:17:823907501,155766
00:00:17:823907652,00:00:17:824063659,156007
00:00:17:824063812,00:00:17:824207028,143216
00:00:17:824207197,00:00:17:824362394,155197
00:00:17:824362542,00:00:17:824518373,155831
00:00:17:824518522,00:00:17:824662755,144233
00:00:17:824662955,00:00:17:824830988,168033
00:00:17:824831176,00:00:17:824999684,168508
00:00:17:824999861,00:00:17:825142883,143022
00:00:17:825143060,00:00:17:825286243,143183
00:00:17:825286381,00:00:17:825441696,155315
00:00:17:825441864,00:00:17:825597711,155847
00:00:17:825597878,00:00:17:825740953,143075
00:00:17:825741121,00:00:17:825896883,155762
00:00:17:825897054,00:00:17:826052366,155312
00:00:17:826052516,00:00:17:826195349,142833
00:00:17:826195515,00:00:17:826338683,143168
00:00:17:826338837,00:00:17:826481844,143007
00:00:17:826482001,00:00:17:826626560,144559
00:00:17:826626717,00:00:17:826794790,168073
00:00:17:826794951,00:00:17:826949220,154269
00:00:17:826949392,00:00:17:827092048,142656
00:00:17:827092177,00:00:17:827235059,142882
00:00:17:827235222,00:00:17:827391016,155794
00:00:17:827391174,00:00:17:827547261,156087
00:00:17:827547423,00:00:17:827690827,143404
00:00:17:827690990,00:00:17:827832819,141829
00:00:17:827832971,00:00:17:827975746,142775
00:00:17:827975898,00:00:17:828118809,142911
00:00:17:828118963,00:00:17:828276525,157562
00:00:17:828276678,00:00:17:828431117,154439
00:00:17:828431266,00:00:17:828586798,155532
00:00:17:828586958,00:00:17:828744267,157309
00:00:17:828744440,00:00:17:828899545,155105
00:00:17:828899701,00:00:17:829041743,142042
00:00:17:829041895,00:00:17:829185175,143280
00:00:17:829185335,00:00:17:829327841,142506
00:00:17:829327986,00:00:17:829484397,156411
00:00:17:829484546,00:00:17:829629953,145407
00:00:17:829630133,00:00:17:829801909,171776
00:00:17:829802094,00:00:17:830002040,199946
00:00:17:830002206,00:00:17:830160561,158355
00:00:17:830160729,00:00:17:830302823,142094
00:00:17:830302986,00:00:17:830447302,144316
00:00:17:830447548,00:00:17:830601423,153875
00:00:17:830601663,00:00:17:830772742,171079
00:00:17:830772953,00:00:17:830929977,157024
00:00:17:830930156,00:00:17:831083370,153214
00:00:17:831083536,00:00:17:831226109,142573
00:00:17:831226281,00:00:17:831369807,143526
00:00:17:831369982,00:00:17:831538433,168451
00:00:17:831538606,00:00:17:831681028,142422
00:00:17:831681207,00:00:17:831836926,155719
00:00:17:831837080,00:00:17:831992893,155813
00:00:17:831993057,00:00:17:832136068,143011
00:00:17:832136232,00:00:17:832279179,142947
00:00:17:832279338,00:00:17:832422118,142780
00:00:17:832422283,00:00:17:832578712,156429
00:00:17:832578881,00:00:17:832747366,168485
00:00:17:832747533,00:00:17:832902955,155422
00:00:17:832903124,00:00:17:833045045,141921
00:00:17:833045210,00:00:17:833202213,157003
00:00:17:833202367,00:00:17:833344832,142465
00:00:17:833344987,00:00:17:833500638,155651
00:00:17:833500793,00:00:17:833644983,144190
00:00:17:833645161,00:00:17:833787323,142162
00:00:17:833787484,00:00:17:833942877,155393
00:00:17:833943024,00:00:17:834085709,142685
00:00:17:834085861,00:00:17:834228776,142915
00:00:17:834228922,00:00:17:834385007,156085
00:00:17:834385154,00:00:17:834527736,142582
00:00:17:834527880,00:00:17:834684290,156410
00:00:17:834684453,00:00:17:834826889,142436
00:00:17:834827034,00:00:17:834983182,156148
00:00:17:834983328,00:00:17:835125685,142357
00:00:17:835125832,00:00:17:835269365,143533
00:00:17:835269510,00:00:17:835424896,155386
00:00:17:835425039,00:00:17:835567967,142928
00:00:17:835568113,00:00:17:835711796,143683
00:00:17:835711923,00:00:17:835867003,155080
00:00:17:835867165,00:00:17:836022492,155327
00:00:17:836022654,00:00:17:836166436,143782
00:00:17:836166591,00:00:17:836309075,142484
00:00:17:836309229,00:00:17:836451741,142512
00:00:17:836451895,00:00:17:836607792,155897
00:00:17:836607950,00:00:17:836765306,157356
00:00:17:836765481,00:00:17:836920033,154552
00:00:17:836920180,00:00:17:837076204,156024
00:00:17:837076332,00:00:17:837226632,150300
00:00:17:837226832,00:00:17:837414836,188004
00:00:17:837415031,00:00:17:837569913,154882
00:00:17:837570088,00:00:17:837713523,143435
00:00:17:837713712,00:00:17:837856211,142499
00:00:17:837856370,00:00:17:837999465,143095
00:00:17:837999627,00:00:17:838155135,155508
00:00:17:838155305,00:00:17:838298006,142701
00:00:17:838298127,00:00:17:838441059,142932
00:00:17:838441198,00:00:17:838597344,156146
00:00:17:838597513,00:00:17:838753085,155572
00:00:17:838753258,00:00:17:838896105,142847
00:00:17:838896275,00:00:17:839038800,142525
00:00:17:839038966,00:00:17:839195030,156064
00:00:17:839195183,00:00:17:839350861,155678
00:00:17:839351013,00:00:17:839506679,155666
00:00:17:839506829,00:00:17:839650330,143501
00:00:17:839650509,00:00:17:839806408,155899
00:00:17:839806571,00:00:17:839949584,143013
00:00:17:839949771,00:00:17:840092072,142301
00:00:17:840092242,00:00:17:840248100,155858
00:00:17:840248262,00:00:17:840391356,143094
00:00:17:840391486,00:00:17:840560084,168598
00:00:17:840560253,00:00:17:840702963,142710
00:00:17:840703146,00:00:17:840858757,155611
00:00:17:840858916,00:00:17:841002431,143515
00:00:17:841002584,00:00:17:841144676,142092
00:00:17:841144829,00:00:17:841299129,154300
00:00:17:841299292,00:00:17:841443797,144505
00:00:17:841443958,00:00:17:841587204,143246
00:00:17:841587360,00:00:17:841730581,143221
00:00:17:841730777,00:00:17:841885974,155197
00:00:17:841886146,00:00:17:842029350,143204
00:00:17:842029516,00:00:17:842173786,144270
00:00:17:842173940,00:00:17:842341134,167194
00:00:17:842341292,00:00:17:842496775,155483
00:00:17:842496926,00:00:17:842640191,143265
00:00:17:842640357,00:00:17:842783446,143089
00:00:17:842783609,00:00:17:842925962,142353
00:00:17:842926122,00:00:17:843067886,141764
00:00:17:843068041,00:00:17:843225124,157083
00:00:17:843225282,00:00:17:843381140,155858
00:00:17:843381303,00:00:17:843537288,155985
00:00:17:843537457,00:00:17:843691968,154511
00:00:17:843692142,00:00:17:843836227,144085
00:00:17:843836372,00:00:17:843979148,142776
00:00:17:843979310,00:00:17:844123190,143880
00:00:17:844123416,00:00:17:844278698,155282
00:00:17:844278931,00:00:17:844446846,167915
00:00:17:844447035,00:00:17:844603066,156031
00:00:17:844603233,00:00:17:844746309,143076
00:00:17:844746502,00:00:17:844902022,155520
00:00:17:844902184,00:00:17:845045216,143032
00:00:17:845045375,00:00:17:845201647,156272
00:00:17:845201799,00:00:17:845343958,142159
00:00:17:845344104,00:00:17:845486749,142645
00:00:17:845486895,00:00:17:845629268,142373
00:00:17:845629448,00:00:17:845773413,143965
00:00:17:845773573,00:00:17:845915268,141695
00:00:17:845915427,00:00:17:846059177,143750
00:00:17:846059344,00:00:17:846202412,143068
00:00:17:846202582,00:00:17:846358390,155808
00:00:17:846358556,00:00:17:846513939,155383
00:00:17:846514067,00:00:17:846657455,143388
00:00:17:846657588,00:00:17:846799874,142286
00:00:17:846800033,00:00:17:846943145,143112
00:00:17:846943304,00:00:17:847098768,155464
00:00:17:847098917,00:00:17:847242033,143116
00:00:17:847242188,00:00:17:847384755,142567
00:00:17:847384913,00:00:17:847528031,143118
00:00:17:847528189,00:00:17:847671264,143075
00:00:17:847671440,00:00:17:847813850,142410
00:00:17:847814009,00:00:17:847956449,142440
00:00:17:847956598,00:00:17:848100023,143425
00:00:17:848100177,00:00:17:848269040,168863
00:00:17:848269193,00:00:17:848424970,155777
00:00:17:848425136,00:00:17:848580781,155645
00:00:17:848580936,00:00:17:848750183,169247
00:00:17:848750338,00:00:17:848891754,141416
00:00:17:848891905,00:00:17:849048672,156767
00:00:17:849048833,00:00:17:849193027,144194
00:00:17:849193181,00:00:17:849348266,155085
00:00:17:849348438,00:00:17:849490602,142164
00:00:17:849490755,00:00:17:849647780,157025
00:00:17:849647976,00:00:17:849803321,155345
00:00:17:849803497,00:00:17:849946443,142946
00:00:17:849946617,00:00:17:850089949,143332
00:00:17:850090107,00:00:17:850258123,168016
00:00:17:850258281,00:00:17:850401057,142776
00:00:17:850401206,00:00:17:850557179,155973
00:00:17:850557325,00:00:17:850714573,157248
00:00:17:850714746,00:00:17:850869029,154283
00:00:17:850869143,00:00:17:851026657,157514
00:00:17:851026850,00:00:17:851182666,155816
00:00:17:851182860,00:00:17:851337108,154248
00:00:17:851337257,00:00:17:851480419,143162
00:00:17:851480598,00:00:17:851624867,144269
00:00:17:851625050,00:00:17:851792615,167565
00:00:17:851792792,00:00:17:851934715,141923
00:00:17:851934870,00:00:17:852077758,142888
00:00:17:852077915,00:00:17:852233843,155928
00:00:17:852233999,00:00:17:852376802,142803
00:00:17:852376953,00:00:17:852533073,156120
00:00:17:852533229,00:00:17:852676601,143372
00:00:17:852676773,00:00:17:852831343,154570
00:00:17:852831499,00:00:17:852988334,156835
00:00:17:852988467,00:00:17:853130967,142500
00:00:17:853131096,00:00:17:853274045,142949
00:00:17:853274167,00:00:17:853416917,142750
00:00:17:853417057,00:00:17:853573218,156161
00:00:17:853573375,00:00:17:853716001,142626
00:00:17:853716163,00:00:17:853897738,181575
00:00:17:853897878,00:00:17:854041111,143233
00:00:17:854041270,00:00:17:854197332,156062
00:00:17:854197488,00:00:17:854339908,142420
00:00:17:854340064,00:00:17:854483160,143096
00:00:17:854483312,00:00:17:854627509,144197
00:00:17:854627678,00:00:17:854782031,154353
00:00:17:854782178,00:00:17:854937615,155437
00:00:17:854937759,00:00:17:855080611,142852
00:00:17:855080764,00:00:17:855236523,155759
00:00:17:855236672,00:00:17:855380082,143410
00:00:17:855380247,00:00:17:855522543,142296
00:00:17:855522695,00:00:17:855666528,143833
00:00:17:855666680,00:00:17:855807983,141303
00:00:17:855808141,00:00:17:855951944,143803
00:00:17:855952117,00:00:17:856108866,156749
00:00:17:856109030,00:00:17:856250681,141651
00:00:17:856250848,00:00:17:856393669,142821
00:00:17:856393840,00:00:17:856550084,156244
00:00:17:856550238,00:00:17:856693505,143267
00:00:17:856693671,00:00:17:856849013,155342
00:00:17:856849179,00:00:17:857005077,155898
00:00:17:857005240,00:00:17:857148127,142887
00:00:17:857148286,00:00:17:857303913,155627
00:00:17:857304068,00:00:17:857459971,155903
00:00:17:857460137,00:00:17:857615915,155778
00:00:17:857616071,00:00:17:857759241,143170
00:00:17:857759397,00:00:17:857903091,143694
00:00:17:857903263,00:00:17:858085132,181869
00:00:17:858085328,00:00:17:858240089,154761
00:00:17:858240286,00:00:17:858383277,142991
00:00:17:858383455,00:00:17:858539235,155780
00:00:17:858539422,00:00:17:858682133,142711
00:00:17:858682315,00:00:17:858838082,155767
00:00:17:858838237,00:00:17:858981211,142974
00:00:17:858981374,00:00:17:859136641,155267
00:00:17:859136804,00:00:17:859279720,142916
00:00:17:859279884,00:00:17:859422760,142876
00:00:17:859422925,00:00:17:859565885,142960
00:00:17:859566039,00:00:17:859709602,143563
00:00:17:859709746,00:00:17:859852265,142519
00:00:17:859852444,00:00:17:860008030,155586
00:00:17:860008203,00:00:17:860164400,156197
00:00:17:860164572,00:00:17:860307291,142719
00:00:17:860307456,00:00:17:860450005,142549
00:00:17:860450182,00:00:17:860605692,155510
00:00:17:860605862,00:00:17:860763201,157339
00:00:17:860763349,00:00:17:860918325,154976
00:00:17:860918502,00:00:17:861060514,142012
00:00:17:861060686,00:00:17:861216907,156221
00:00:17:861217050,00:00:17:861360323,143273
00:00:17:861360467,00:00:17:861502688,142221
00:00:17:861502851,00:00:17:861646314,143463
00:00:17:861646490,00:00:17:861788387,141897
00:00:17:861788566,00:00:17:861945214,156648
00:00:17:861945374,00:00:17:862087580,142206
00:00:17:862087739,00:00:17:862242601,154862
00:00:17:862242765,00:00:17:862386670,143905
00:00:17:862386828,00:00:17:862529881,143053
00:00:17:862530040,00:00:17:862685758,155718
00:00:17:862685957,00:00:17:862828678,142721
00:00:17:862828836,00:00:17:862972723,143887
00:00:17:862972879,00:00:17:863129183,156304
00:00:17:863129341,00:00:17:863295140,165799
00:00:17:863295295,00:00:17:863439531,144236
00:00:17:863439692,00:00:17:863582793,143101
00:00:17:863582948,00:00:17:863726624,143676
00:00:17:863726791,00:00:17:863881658,154867
00:00:17:863881811,00:00:17:864024680,142869
00:00:17:864024847,00:00:17:864167404,142557
00:00:17:864167563,00:00:17:864324043,156480
00:00:17:864324207,00:00:17:864466649,142442
00:00:17:864466813,00:00:17:864625058,158245
00:00:17:864625220,00:00:17:864794487,169267
00:00:17:864794673,00:00:17:864959261,164588
00:00:17:864959527,00:00:17:865117966,158439
00:00:17:865118189,00:00:17:865272704,154515
00:00:17:865272885,00:00:17:865428767,155882
00:00:17:865428949,00:00:17:865572186,143237
00:00:17:865572340,00:00:17:865727843,155503
00:00:17:865728049,00:00:17:865897094,169045
00:00:17:865897273,00:00:17:866040416,143143
00:00:17:866040592,00:00:17:866196185,155593
00:00:17:866196347,00:00:17:866338811,142464
00:00:17:866338968,00:00:17:866481578,142610
00:00:17:866481735,00:00:17:866638892,157157
00:00:17:866639092,00:00:17:866794351,155259
00:00:17:866794520,00:00:17:866936972,142452
00:00:17:866937128,00:00:17:867081201,144073
00:00:17:867081356,00:00:17:867234879,153523
00:00:17:867235026,00:00:17:867379429,144403
00:00:17:867379586,00:00:17:867534896,155310
00:00:17:867535051,00:00:17:867691092,156041
00:00:17:867691262,00:00:17:867846772,155510
00:00:17:867846936,00:00:17:867989650,142714
00:00:17:867989808,00:00:17:868132559,142751
00:00:17:868132715,00:00:17:868275832,143117
00:00:17:868275980,00:00:17:868418541,142561
00:00:17:868418701,00:00:17:868574876,156175
00:00:17:868575023,00:00:17:868717779,142756
00:00:17:868717943,00:00:17:868860524,142581
00:00:17:868860677,00:00:17:869003714,143037
00:00:17:869003868,00:00:17:869159057,155189
00:00:17:869159209,00:00:17:869302834,143625
00:00:17:869302988,00:00:17:869445466,142478
00:00:17:869445617,00:00:17:869601590,155973
00:00:17:869601743,00:00:17:869758505,156762
00:00:17:869758660,00:00:17:869900970,142310
00:00:17:869901148,00:00:17:870045121,143973
00:00:17:870045287,00:00:17:870200020,154733
00:00:17:870200183,00:00:17:870356312,156129
00:00:17:870356468,00:00:17:870511665,155197
00:00:17:870511821,00:00:17:870655258,143437
00:00:17:870655423,00:00:17:870810890,155467
00:00:17:870811050,00:00:17:870954327,143277
00:00:17:870954491,00:00:17:871096888,142397
00:00:17:871097059,00:00:17:871239974,142915
00:00:17:871240139,00:00:17:871383121,142982
00:00:17:871383283,00:00:17:871539826,156543
00:00:17:871540007,00:00:17:871707733,167726
00:00:17:871707902,00:00:17:871852527,144625
00:00:17:871852777,00:00:17:872007693,154916
00:00:17:872007926,00:00:17:872163282,155356
00:00:17:872163473,00:00:17:872305970,142497
00:00:17:872306139,00:00:17:872475285,169146
00:00:17:872475460,00:00:17:872633125,157665
00:00:17:872633546,00:00:17:872788402,154856
00:00:17:872788569,00:00:17:872943381,154812
00:00:17:872943537,00:00:17:873085838,142301
00:00:17:873086007,00:00:17:873229419,143412
00:00:17:873229594,00:00:17:873372592,142998
00:00:17:873372775,00:00:17:873528160,155385
00:00:17:873528330,00:00:17:873684881,156551
00:00:17:873685071,00:00:17:873827448,142377
