Start - HH:MM:SS:NANOSECONDS,End - HH:MM:SS:NANOSECONDS,Difference in NANOSECONDS
00:00:16:311974956,00:00:16:312204198,229242
00:00:16:312205970,00:00:16:312434198,228228
00:00:16:312435888,00:00:16:312681815,245927
00:00:16:312683602,00:00:16:312912769,229167
00:00:16:312914660,00:00:16:313137908,223248
00:00:16:313139586,00:00:16:313358320,218734
00:00:16:313359987,00:00:16:313595230,235243
00:00:16:313596939,00:00:16:313848244,251305
00:00:16:313850130,00:00:16:314074221,224091
00:00:16:314075680,00:00:16:314293877,218197
00:00:16:314295502,00:00:16:314545638,250136
00:00:16:314547337,00:00:16:315147929,600592
00:00:16:315149869,00:00:16:315395113,245244
00:00:16:315395628,00:00:16:315583780,188152
00:00:16:315584099,00:00:16:315752867,168768
00:00:16:315753172,00:00:16:315962943,209771
00:00:16:315963404,00:00:16:316142056,178652
00:00:16:316142310,00:00:16:316308063,165753
00:00:16:316308294,00:00:16:316506615,198321
00:00:16:316506886,00:00:16:316686856,179970
00:00:16:316687139,00:00:16:316868681,181542
00:00:16:316868925,00:00:16:317038884,169959
00:00:16:317039184,00:00:16:317207943,168759
00:00:16:317208215,00:00:16:317389208,180993
00:00:16:317389494,00:00:16:317558356,168862
00:00:16:317558652,00:00:16:317741823,183171
00:00:16:317742108,00:00:16:317909617,167509
00:00:16:317909900,00:00:16:318080561,170661
00:00:16:318080910,00:00:16:318275757,194847
00:00:16:318276281,00:00:16:318468169,191888
00:00:16:318468412,00:00:16:318654450,186038
00:00:16:318657240,00:00:16:318848271,191031
00:00:16:318849199,00:00:16:319058159,208960
00:00:16:319058690,00:00:16:319249953,191263
00:00:16:319250173,00:00:16:319443790,193617
00:00:16:319444431,00:00:16:319640388,195957
00:00:16:319640728,00:00:16:319839118,198390
00:00:16:319839749,00:00:16:320026820,187071
00:00:16:320027407,00:00:16:320229014,201607
00:00:16:320229536,00:00:16:320436509,206973
00:00:16:320437015,00:00:16:320659079,222064
00:00:16:320659697,00:00:16:320882988,223291
00:00:16:320883588,00:00:16:321054876,171288
00:00:16:321055219,00:00:16:321223018,167799
00:00:16:321223183,00:00:16:321394062,170879
00:00:16:321394269,00:00:16:321575657,181388
00:00:16:321575891,00:00:16:321774887,198996
00:00:16:321775391,00:00:16:321994992,219601
00:00:16:321995469,00:00:16:322201369,205900
00:00:16:322201787,00:00:16:322423931,222144
00:00:16:322424382,00:00:16:322630728,206346
00:00:16:322631274,00:00:16:322808879,177605
00:00:16:322809118,00:00:16:322989750,180632
00:00:16:322989926,00:00:16:323158339,168413
00:00:16:323158491,00:00:16:323344165,185674
00:00:16:323344512,00:00:16:323511500,166988
00:00:16:323511917,00:00:16:323693468,181551
00:00:16:323693770,00:00:16:323874182,180412
00:00:16:323874412,00:00:16:324057429,183017
00:00:16:324057703,00:00:16:324228576,170873
00:00:16:324228976,00:00:16:324407538,178562
00:00:16:324407782,00:00:16:324588667,180885
00:00:16:324588893,00:00:16:324773639,184746
00:00:16:324773925,00:00:16:324954253,180328
00:00:16:324954487,00:00:16:325134896,180409
00:00:16:325135063,00:00:16:325303559,168496
00:00:16:325303685,00:00:16:325474130,170445
00:00:16:325474267,00:00:16:325660140,185873
00:00:16:325660650,00:00:16:325851717,191067
00:00:16:325851946,00:00:16:326047351,195405
00:00:16:326047585,00:00:16:326232048,184463
00:00:16:326232396,00:00:16:326413150,180754
00:00:16:326413525,00:00:16:326593996,180471
00:00:16:326594411,00:00:16:326775178,180767
00:00:16:326775543,00:00:16:326942407,166864
00:00:16:326942612,00:00:16:327125188,182576
00:00:16:327125390,00:00:16:327294086,168696
00:00:16:327294328,00:00:16:327475605,181277
00:00:16:327475795,00:00:16:327646624,170829
00:00:16:327646938,00:00:16:327813921,166983
00:00:16:327814142,00:00:16:327995160,181018
00:00:16:327995376,00:00:16:328175598,180222
00:00:16:328175745,00:00:16:328334690,158945
00:00:16:328335100,00:00:16:328527884,192784
00:00:16:328528046,00:00:16:328710026,181980
00:00:16:328710195,00:00:16:328890812,180617
00:00:16:328890969,00:00:16:329060273,169304
00:00:16:329060430,00:00:16:329242197,181767
00:00:16:329242341,00:00:16:329422852,180511
00:00:16:329422998,00:00:16:329592586,169588
00:00:16:329592855,00:00:16:329763516,170661
00:00:16:329763684,00:00:16:329932525,168841
00:00:16:329932912,00:00:16:330100359,167447
00:00:16:330100520,00:00:16:330291891,191371
00:00:16:330292734,00:00:16:330468552,175818
00:00:16:330469001,00:00:16:330653691,184690
00:00:16:330654312,00:00:16:330830030,175718
00:00:16:330830336,00:00:16:330997595,167259
00:00:16:330997777,00:00:16:331168200,170423
00:00:16:331168425,00:00:16:331350763,182338
00:00:16:331350941,00:00:16:331518866,167925
00:00:16:331519040,00:00:16:331701782,182742
00:00:16:331702096,00:00:16:331870165,168069
00:00:16:331870422,00:00:16:332052932,182510
00:00:16:332053155,00:00:16:332219146,165991
00:00:16:332219323,00:00:16:332401697,182374
00:00:16:332401868,00:00:16:332583613,181745
00:00:16:332583781,00:00:16:332756462,172681
00:00:16:332756740,00:00:16:332924451,167711
00:00:16:332924793,00:00:16:333094799,170006
00:00:16:333095264,00:00:16:333275273,180009
00:00:16:333275565,00:00:16:333456302,180737
00:00:16:333456572,00:00:16:333644154,187582
00:00:16:333644475,00:00:16:333806956,162481
00:00:16:333807240,00:00:16:333989643,182403
00:00:16:333989945,00:00:16:334156200,166255
00:00:16:334156432,00:00:16:334328079,171647
00:00:16:334328379,00:00:16:334510421,182042
00:00:16:334510713,00:00:16:334677266,166553
00:00:16:334677475,00:00:16:334866722,189247
00:00:16:334867169,00:00:16:335059515,192346
00:00:16:335061463,00:00:16:335238382,176919
00:00:16:335238717,00:00:16:335429155,190438
00:00:16:335429442,00:00:16:335614330,184888
00:00:16:335614580,00:00:16:335782242,167662
00:00:16:335782495,00:00:16:335951509,169014
00:00:16:335951794,00:00:16:336132650,180856
00:00:16:336132873,00:00:16:336314941,182068
00:00:16:336315215,00:00:16:336483074,167859
00:00:16:336483237,00:00:16:336666736,183499
00:00:16:336666977,00:00:16:336852654,185677
00:00:16:336853205,00:00:16:337032128,178923
00:00:16:337032434,00:00:16:337213920,181486
00:00:16:337214215,00:00:16:337384006,169791
00:00:16:337384331,00:00:16:337590910,206579
00:00:16:337591224,00:00:16:337761637,170413
00:00:16:337762048,00:00:16:337943566,181518
00:00:16:337943884,00:00:16:338114270,170386
00:00:16:338114783,00:00:16:338292484,177701
00:00:16:338292757,00:00:16:338465460,172703
00:00:16:338465812,00:00:16:338664507,198695
00:00:16:338664921,00:00:16:338852672,187751
00:00:16:338852928,00:00:16:339020686,167758
00:00:16:339020907,00:00:16:339190290,169383
00:00:16:339190536,00:00:16:339354500,163964
00:00:16:339354638,00:00:16:339539072,184434
00:00:16:339539216,00:00:16:339722414,183198
00:00:16:339722673,00:00:16:339889449,166776
00:00:16:339889631,00:00:16:340059050,169419
00:00:16:340059249,00:00:16:340239654,180405
00:00:16:340239780,00:00:16:340409612,169832
00:00:16:340409784,00:00:16:340592781,182997
00:00:16:340592958,00:00:16:340787978,195020
00:00:16:340788471,00:00:16:340980548,192077
00:00:16:340980820,00:00:16:341152967,172147
00:00:16:341153221,00:00:16:341337142,183921
00:00:16:341337491,00:00:16:341516769,179278
00:00:16:341517134,00:00:16:341704945,187811
00:00:16:341705315,00:00:16:341882438,177123
00:00:16:341882813,00:00:16:342063853,181040
00:00:16:342064206,00:00:16:342246443,182237
00:00:16:342246830,00:00:16:342416237,169407
00:00:16:342416667,00:00:16:342596179,179512
00:00:16:342596461,00:00:16:342764117,167656
00:00:16:342764408,00:00:16:342943340,178932
00:00:16:342943554,00:00:16:343125441,181887
00:00:16:343125706,00:00:16:343312057,186351
00:00:16:343312398,00:00:16:343480042,167644
00:00:16:343480335,00:00:16:343665482,185147
00:00:16:343665722,00:00:16:343855671,189949
00:00:16:343855906,00:00:16:344025086,169180
00:00:16:344025373,00:00:16:344208174,182801
00:00:16:344208472,00:00:16:344378138,169666
00:00:16:344378522,00:00:16:344568592,190070
00:00:16:344568788,00:00:16:344738584,169796
00:00:16:344738814,00:00:16:344919288,180474
00:00:16:344919493,00:00:16:345113416,193923
00:00:16:345113577,00:00:16:345271762,158185
00:00:16:345271928,00:00:16:345438728,166800
00:00:16:345438902,00:00:16:345620152,181250
00:00:16:345620317,00:00:16:345790315,169998
00:00:16:345790540,00:00:16:345971107,180567
00:00:16:345971289,00:00:16:346126665,155376
00:00:16:346126847,00:00:16:346283275,156428
00:00:16:346283460,00:00:16:346556359,272899
00:00:16:346556892,00:00:16:346736349,179457
00:00:16:346736692,00:00:16:346917177,180485
00:00:16:346917715,00:00:16:347129347,211632
00:00:16:347129791,00:00:16:347303463,173672
00:00:16:347303866,00:00:16:347493070,189204
00:00:16:347493438,00:00:16:347664690,171252
00:00:16:347664916,00:00:16:347831463,166547
00:00:16:347831624,00:00:16:348013330,181706
00:00:16:348013541,00:00:16:348196036,182495
00:00:16:348196246,00:00:16:348368001,171755
00:00:16:348368337,00:00:16:348547881,179544
00:00:16:348548159,00:00:16:348717343,169184
00:00:16:348717536,00:00:16:348897947,180411
00:00:16:348898114,00:00:16:349066877,168763
00:00:16:349067102,00:00:16:349256522,189420
00:00:16:349256737,00:00:16:349416878,160141
00:00:16:349417049,00:00:16:349585127,168078
00:00:16:349585273,00:00:16:349743340,158067
00:00:16:349743561,00:00:16:349924026,180465
00:00:16:349924197,00:00:16:350092478,168281
00:00:16:350092652,00:00:16:350261887,169235
00:00:16:350262016,00:00:16:350430904,168888
00:00:16:350431054,00:00:16:350600247,169193
00:00:16:350600382,00:00:16:350770009,169627
00:00:16:350770212,00:00:16:350937605,167393
00:00:16:350937772,00:00:16:351107526,169754
00:00:16:351107655,00:00:16:351294985,187330
00:00:16:351295362,00:00:16:351472185,176823
00:00:16:351472414,00:00:16:351640565,168151
00:00:16:351640819,00:00:16:351808136,167317
00:00:16:351808305,00:00:16:351963912,155607
00:00:16:351964072,00:00:16:352146996,182924
00:00:16:352147198,00:00:16:352328592,181394
00:00:16:352328792,00:00:16:352528774,199982
00:00:16:352529152,00:00:16:352709055,179903
00:00:16:352709312,00:00:16:352876329,167017
00:00:16:352876595,00:00:16:353044534,167939
00:00:16:353044782,00:00:16:353212682,167900
00:00:16:353212812,00:00:16:353382328,169516
00:00:16:353382518,00:00:16:353563913,181395
00:00:16:353564051,00:00:16:353721656,157605
00:00:16:353721890,00:00:16:353889078,167188
00:00:16:353889266,00:00:16:354057919,168653
00:00:16:354058113,00:00:16:354226307,168194
00:00:16:354226478,00:00:16:354395737,169259
00:00:16:354395918,00:00:16:354564486,168568
00:00:16:354564676,00:00:16:354749345,184669
00:00:16:354749579,00:00:16:354917087,167508
00:00:16:354917310,00:00:16:355105990,188680
00:00:16:355106465,00:00:16:355638020,531555
00:00:16:355638464,00:00:16:355858161,219697
00:00:16:355858576,00:00:16:356086094,227518
00:00:16:356109795,00:00:16:356310998,201203
00:00:16:356311434,00:00:16:356493976,182542
00:00:16:356494401,00:00:16:356685596,191195
00:00:16:356685844,00:00:16:356853186,167342
00:00:16:356853367,00:00:16:357035346,181979
00:00:16:357035485,00:00:16:357203578,168093
00:00:16:357203730,00:00:16:357359798,156068
00:00:16:357359941,00:00:16:357534289,174348
00:00:16:357534556,00:00:16:357716649,182093
00:00:16:357716885,00:00:16:357880444,163559
00:00:16:357880629,00:00:16:358049313,168684
00:00:16:358049463,00:00:16:358222749,173286
00:00:16:358223149,00:00:16:358400219,177070
00:00:16:358400375,00:00:16:358581123,180748
00:00:16:358581295,00:00:16:358738191,156896
00:00:16:358738405,00:00:16:358905822,167417
00:00:16:358905981,00:00:16:359062210,156229
00:00:16:359062388,00:00:16:359217971,155583
00:00:16:359218139,00:00:16:359373987,155848
00:00:16:359374165,00:00:16:359530043,155878
00:00:16:359530195,00:00:16:359699551,169356
00:00:16:359699747,00:00:16:359855008,155261
00:00:16:359855168,00:00:16:360024408,169240
00:00:16:360024565,00:00:16:360179839,155274
00:00:16:360180004,00:00:16:360335865,155861
00:00:16:360336023,00:00:16:360504761,168738
00:00:16:360504906,00:00:16:360674347,169441
00:00:16:360674519,00:00:16:360842847,168328
00:00:16:360843005,00:00:16:360999039,156034
00:00:16:360999222,00:00:16:361155158,155936
00:00:16:361155330,00:00:16:361311064,155734
00:00:16:361311230,00:00:16:361467201,155971
00:00:16:361467366,00:00:16:361638639,171273
00:00:16:361638890,00:00:16:361818308,179418
00:00:16:361818492,00:00:16:361974609,156117
00:00:16:361974837,00:00:16:362143180,168343
00:00:16:362143340,00:00:16:362298713,155373
00:00:16:362298883,00:00:16:362454723,155840
00:00:16:362454888,00:00:16:362627032,172144
00:00:16:362627220,00:00:16:362806660,179440
00:00:16:362806828,00:00:16:362961788,154960
00:00:16:362961948,00:00:16:363119410,157462
00:00:16:363119571,00:00:16:363287505,167934
00:00:16:363287665,00:00:16:363442828,155163
00:00:16:363442992,00:00:16:363598752,155760
00:00:16:363598912,00:00:16:363768967,170055
00:00:16:363769144,00:00:16:363950283,181139
00:00:16:363950477,00:00:16:364106080,155603
00:00:16:364106214,00:00:16:364262415,156201
00:00:16:364262575,00:00:16:364418093,155518
00:00:16:364418272,00:00:16:364588272,170000
00:00:16:364588444,00:00:16:364769078,180634
00:00:16:364769275,00:00:16:364938925,169650
00:00:16:364939093,00:00:16:365098043,158950
00:00:16:365098295,00:00:16:365266090,167795
00:00:16:365266285,00:00:16:365434116,167831
00:00:16:365434295,00:00:16:365603739,169444
00:00:16:365603897,00:00:16:365772991,169094
00:00:16:365773158,00:00:16:365952849,179691
00:00:16:365953020,00:00:16:366121428,168408
00:00:16:366121582,00:00:16:366277400,155818
00:00:16:366277521,00:00:16:366433155,155634
00:00:16:366433276,00:00:16:366589301,156025
00:00:16:366589465,00:00:16:366745707,156242
00:00:16:366745886,00:00:16:366914157,168271
00:00:16:366914328,00:00:16:367069918,155590
00:00:16:367070079,00:00:16:367226209,156130
00:00:16:367226369,00:00:16:367381976,155607
00:00:16:367382138,00:00:16:367537774,155636
00:00:16:367537933,00:00:16:367694771,156838
00:00:16:367694907,00:00:16:367863637,168730
00:00:16:367863828,00:00:16:368045145,181317
00:00:16:368045310,00:00:16:368214000,168690
00:00:16:368214166,00:00:16:368382562,168396
00:00:16:368382732,00:00:16:368552390,169658
00:00:16:368552512,00:00:16:368721020,168508
00:00:16:368721182,00:00:16:368876940,155758
00:00:16:368877096,00:00:16:369045472,168376
00:00:16:369045619,00:00:16:369202037,156418
00:00:16:369202182,00:00:16:369357713,155531
00:00:16:369357867,00:00:16:369514014,156147
00:00:16:369514161,00:00:16:369670449,156288
00:00:16:369670602,00:00:16:369825729,155127
00:00:16:369825907,00:00:16:369983887,157980
00:00:16:369984050,00:00:16:370164165,180115
00:00:16:370164326,00:00:16:370332944,168618
00:00:16:370333104,00:00:16:370489866,156762
00:00:16:370490046,00:00:16:370659009,168963
00:00:16:370659174,00:00:16:370840071,180897
00:00:16:370840234,00:00:16:370995791,155557
00:00:16:370995949,00:00:16:371167107,171158
00:00:16:371167266,00:00:16:371333796,166530
00:00:16:371333956,00:00:16:371490353,156397
00:00:16:371490512,00:00:16:371647332,156820
00:00:16:371647501,00:00:16:371803835,156334
00:00:16:371804004,00:00:16:371974375,170371
00:00:16:371974581,00:00:16:372154791,180210
00:00:16:372154924,00:00:16:372321345,166421
00:00:16:372321474,00:00:16:372491461,169987
00:00:16:372491591,00:00:16:372673891,182300
00:00:16:372674083,00:00:16:372841797,167714
00:00:16:372841960,00:00:16:372997752,155792
00:00:16:372997907,00:00:16:373154561,156654
00:00:16:373154724,00:00:16:373322734,168010
00:00:16:373322897,00:00:16:373491825,168928
00:00:16:373491981,00:00:16:373648177,156196
00:00:16:373648364,00:00:16:373803995,155631
00:00:16:373804154,00:00:16:373959725,155571
00:00:16:373959893,00:00:16:374115870,155977
00:00:16:374116031,00:00:16:374284807,168776
00:00:16:374284976,00:00:16:374441007,156031
00:00:16:374441166,00:00:16:374609836,168670
00:00:16:374610003,00:00:16:374767037,157034
00:00:16:374767203,00:00:16:374935615,168412
00:00:16:374935815,00:00:16:375104359,168544
00:00:16:375104488,00:00:16:375260239,155751
00:00:16:375260361,00:00:16:375429046,168685
00:00:16:375429169,00:00:16:375585164,155995
00:00:16:375585292,00:00:16:375742420,157128
00:00:16:375742578,00:00:16:375909787,167209
00:00:16:375909950,00:00:16:376078752,168802
00:00:16:376078909,00:00:16:376235213,156304
00:00:16:376235341,00:00:16:376404264,168923
00:00:16:376404384,00:00:16:376572917,168533
00:00:16:376573044,00:00:16:376741326,168282
00:00:16:376741453,00:00:16:376899685,158232
00:00:16:376899840,00:00:16:377067199,167359
00:00:16:377067362,00:00:16:377222059,154697
00:00:16:377222216,00:00:16:377378959,156743
00:00:16:377379124,00:00:16:377547821,168697
00:00:16:377547978,00:00:16:377704369,156391
00:00:16:377704529,00:00:16:377860072,155543
00:00:16:377860229,00:00:16:378015609,155380
00:00:16:378015778,00:00:16:378171921,156143
00:00:16:378172090,00:00:16:378341249,169159
00:00:16:378341408,00:00:16:378510035,168627
00:00:16:378510195,00:00:16:378667437,157242
00:00:16:378667601,00:00:16:378850025,182424
00:00:16:378850278,00:00:16:379019837,169559
00:00:16:379020032,00:00:16:379186025,165993
00:00:16:379186221,00:00:16:379342177,155956
00:00:16:379342314,00:00:16:379511346,169032
00:00:16:379511509,00:00:16:379680793,169284
00:00:16:379680937,00:00:16:379861717,180780
00:00:16:379861878,00:00:16:380018072,156194
00:00:16:380018224,00:00:16:380173850,155626
00:00:16:380174002,00:00:16:380329940,155938
00:00:16:380330097,00:00:16:380485531,155434
00:00:16:380485682,00:00:16:380654978,169296
00:00:16:380655174,00:00:16:380823739,168565
00:00:16:380823909,00:00:16:380993230,169321
00:00:16:380993392,00:00:16:381148623,155231
00:00:16:381148785,00:00:16:381304589,155804
00:00:16:381304754,00:00:16:381460719,155965
00:00:16:381460881,00:00:16:381633772,172891
00:00:16:381634166,00:00:16:381813566,179400
00:00:16:381813820,00:00:16:381981951,168131
00:00:16:381982125,00:00:16:382150767,168642
00:00:16:382150939,00:00:16:382307215,156276
00:00:16:382307389,00:00:16:382488442,181053
00:00:16:382488606,00:00:16:382660331,171725
00:00:16:382660577,00:00:16:382826903,166326
00:00:16:382827085,00:00:16:382995529,168444
00:00:16:382995663,00:00:16:383164291,168628
00:00:16:383164420,00:00:16:383333572,169152
00:00:16:383333712,00:00:16:383502200,168488
00:00:16:383502334,00:00:16:383658260,155926
00:00:16:383658404,00:00:16:383831894,173490
00:00:16:383832117,00:00:16:384009926,177809
00:00:16:384010080,00:00:16:384178074,167994
00:00:16:384178247,00:00:16:384334038,155791
00:00:16:384334205,00:00:16:384489507,155302
00:00:16:384489665,00:00:16:384658983,169318
00:00:16:384659146,00:00:16:384827754,168608
00:00:16:384827921,00:00:16:384984083,156162
00:00:16:384984241,00:00:16:385152555,168314
00:00:16:385152716,00:00:16:385321404,168688
00:00:16:385321564,00:00:16:385478108,156544
00:00:16:385478266,00:00:16:385635574,157308
00:00:16:385635757,00:00:16:385819064,183307
00:00:16:385819329,00:00:16:385987572,168243
00:00:16:385987749,00:00:16:386168336,180587
00:00:16:386168519,00:00:16:386342620,174101
00:00:16:386342903,00:00:16:386523350,180447
00:00:16:386523752,00:00:16:386689606,165854
00:00:16:386689873,00:00:16:386869714,179841
00:00:16:386869929,00:00:16:387025650,155721
00:00:16:387025850,00:00:16:387181028,155178
00:00:16:387181197,00:00:16:387350498,169301
00:00:16:387350669,00:00:16:387531863,181194
00:00:16:387532031,00:00:16:387701505,169474
00:00:16:387701667,00:00:16:387882658,180991
00:00:16:387882820,00:00:16:388038613,155793
00:00:16:388038770,00:00:16:388195466,156696
00:00:16:388195636,00:00:16:388364585,168949
00:00:16:388364722,00:00:16:388545849,181127
00:00:16:388545972,00:00:16:388715373,169401
00:00:16:388715540,00:00:16:388884556,169016
00:00:16:388884750,00:00:16:389066088,181338
00:00:16:389066244,00:00:16:389222032,155788
00:00:16:389222159,00:00:16:389378006,155847
00:00:16:389378164,00:00:16:389533859,155695
00:00:16:389534018,00:00:16:389703243,169225
00:00:16:389703429,00:00:16:389858618,155189
00:00:16:389858788,00:00:16:390027660,168872
00:00:16:390027819,00:00:16:390183708,155889
00:00:16:390183864,00:00:16:390340159,156295
00:00:16:390340320,00:00:16:390508902,168582
00:00:16:390509072,00:00:16:390665249,156177
00:00:16:390665448,00:00:16:390835912,170464
00:00:16:390836074,00:00:16:391003419,167345
00:00:16:391003578,00:00:16:391172105,168527
00:00:16:391172266,00:00:16:391328017,155751
00:00:16:391328178,00:00:16:391484402,156224
00:00:16:391484581,00:00:16:391653920,169339
00:00:16:391654084,00:00:16:391835508,181424
00:00:16:391835681,00:00:16:391990966,155285
00:00:16:391991119,00:00:16:392146924,155805
00:00:16:392147084,00:00:16:392303366,156282
00:00:16:392303528,00:00:16:392458738,155210
00:00:16:392458899,00:00:16:392630717,171818
00:00:16:392630912,00:00:16:392813850,182938
00:00:16:392814075,00:00:16:392980769,166694
00:00:16:392980965,00:00:16:393162056,181091
00:00:16:393162215,00:00:16:393330466,168251
00:00:16:393330642,00:00:16:393486135,155493
00:00:16:393486303,00:00:16:393655797,169494
00:00:16:393655966,00:00:16:393836660,180694
00:00:16:393836821,00:00:16:394005683,168862
00:00:16:394005844,00:00:16:394174720,168876
00:00:16:394174889,00:00:16:394331147,156258
00:00:16:394331303,00:00:16:394486709,155406
00:00:16:394486859,00:00:16:394643726,156867
00:00:16:394643906,00:00:16:394825110,181204
00:00:16:394825298,00:00:16:394980786,155488
00:00:16:394980956,00:00:16:395136653,155697
00:00:16:395136812,00:00:16:395305556,168744
00:00:16:395305713,00:00:16:395461753,156040
00:00:16:395461916,00:00:16:395632874,170958
00:00:16:395633048,00:00:16:395813423,180375
00:00:16:395813599,00:00:16:395969167,155568
00:00:16:395969362,00:00:16:396151023,181661
00:00:16:396151198,00:00:16:396333201,182003
00:00:16:396333335,00:00:16:396489101,155766
00:00:16:396489227,00:00:16:396658034,168807
00:00:16:396658170,00:00:16:396827206,169036
00:00:16:396827355,00:00:16:396995951,168596
00:00:16:396996131,00:00:16:397151528,155397
00:00:16:397151702,00:00:16:397307658,155956
00:00:16:397307816,00:00:16:397463667,155851
00:00:16:397463828,00:00:16:397620016,156188
00:00:16:397620176,00:00:16:397779002,158826
00:00:16:397779188,00:00:16:397944590,165402
00:00:16:397944763,00:00:16:398113541,168778
00:00:16:398113709,00:00:16:398283099,169390
00:00:16:398283257,00:00:16:398451060,167803
00:00:16:398451229,00:00:16:398607519,156290
00:00:16:398607682,00:00:16:398764015,156333
00:00:16:398764222,00:00:16:398920247,156025
00:00:16:398920413,00:00:16:399088607,168194
00:00:16:399088764,00:00:16:399245613,156849
00:00:16:399245774,00:00:16:399400971,155197
00:00:16:399401138,00:00:16:399556865,155727
00:00:16:399557033,00:00:16:399728990,171957
00:00:16:399729201,00:00:16:399897604,168403
00:00:16:399897749,00:00:16:400064145,166396
00:00:16:400064318,00:00:16:400220511,156193
00:00:16:400220689,00:00:16:400388931,168242
00:00:16:400389110,00:00:16:400570874,181764
00:00:16:400571029,00:00:16:400740367,169338
00:00:16:400740532,00:00:16:400909109,168577
00:00:16:400909270,00:00:16:401077923,168653
00:00:16:401078085,00:00:16:401246692,168607
00:00:16:401246868,00:00:16:401415557,168689
00:00:16:401415709,00:00:16:401585203,169494
00:00:16:401585354,00:00:16:401741111,155757
00:00:16:401741274,00:00:16:401897189,155915
00:00:16:401897353,00:00:16:402052985,155632
00:00:16:402053157,00:00:16:402221986,168829
00:00:16:402222155,00:00:16:402377612,155457
00:00:16:402377775,00:00:16:402546756,168981
00:00:16:402546916,00:00:16:402715955,169039
00:00:16:402716143,00:00:16:402885106,168963
00:00:16:402885295,00:00:16:403040764,155469
00:00:16:403040936,00:00:16:403196576,155640
00:00:16:403196741,00:00:16:403365699,168958
00:00:16:403365873,00:00:16:403521943,156070
00:00:16:403522119,00:00:16:403678486,156367
00:00:16:403678678,00:00:16:403845437,166759
00:00:16:403845611,00:00:16:404015986,170375
00:00:16:404016151,00:00:16:404172565,156414
00:00:16:404172696,00:00:16:404328244,155548
00:00:16:404328407,00:00:16:404483906,155499
00:00:16:404484070,00:00:16:404627789,143719
00:00:16:404627965,00:00:16:404811756,183791
00:00:16:404811901,00:00:16:404965167,153266
00:00:16:404965321,00:00:16:405107830,142509
00:00:16:405107982,00:00:16:405251142,143160
00:00:16:405251308,00:00:16:405394274,142966
00:00:16:405394400,00:00:16:405536874,142474
00:00:16:405537046,00:00:16:405679603,142557
00:00:16:405679749,00:00:16:405823203,143454
00:00:16:405823392,00:00:16:405965664,142272
00:00:16:405965834,00:00:16:406108555,142721
00:00:16:406108717,00:00:16:406251943,143226
00:00:16:406252103,00:00:16:406394589,142486
00:00:16:406394768,00:00:16:406539372,144604
00:00:16:406539616,00:00:16:406697474,157858
00:00:16:406697723,00:00:16:406850626,152903
00:00:16:406850813,00:00:16:406993020,142207
00:00:16:406993187,00:00:16:407136538,143351
00:00:16:407136711,00:00:16:407292087,155376
00:00:16:407292249,00:00:16:407434552,142303
00:00:16:407434706,00:00:16:407577506,142800
00:00:16:407577656,00:00:16:407722106,144450
00:00:16:407722304,00:00:16:407877018,154714
00:00:16:407877199,00:00:16:408019894,142695
00:00:16:408020065,00:00:16:408162918,142853
